player,tm,pos,g,mp,g_2,mp_2,per,tspercent,efgpercent,x3par,ftr,orbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ortg,drtg,ows,dws,ws,ws_40,link,season
Crystal Kelly,DET,F,11,84,11,84,9.2,0.518,0.364,0,0.818,8.6,10,7.8,2.5,1,26.9,21.6,90,99,0,0.1,0.1,0.038,/wnba/players/k/kellycr01w.html,2009
Katie Mattera,CHI,C,2,23,2,23,6.6,0.828,0.75,0,1.5,10.8,15.9,0,0,3.5,47.5,25.2,86,105,0,0,0,-0.029,/wnba/players/m/matteka01w.html,2009
Armintie Herrington,ATL,G,11,98,11,98,4.2,0.435,0.357,0,0.714,8.1,9.3,5.6,1.5,1.5,32.8,11.6,77,101,-0.1,0.1,0,-0.019,/wnba/players/p/pricear01w.html,2009
Nikki Teasley,DET,G,11,222,11,222,7.3,0.527,0.513,0.769,0.051,0.5,3.8,17,1.4,1.6,28.6,11.2,92,103,0,0.2,0.2,0.03,/wnba/players/t/teaslni01w.html,2009
Tamera Young,CHI,F,10,129,10,129,14.4,0.464,0.37,0.174,0.391,9.6,14.2,9.7,2.9,2.5,16.9,23.1,93,100,0,0.1,0.2,0.053,/wnba/players/y/youngta01w.html,2009
Svetlana Abrosimova,SEA,F,34,686,34,686,13,0.507,0.496,0.432,0.188,4.4,9.3,17.4,3.1,0.4,19.4,20.7,97,97,0.4,1.4,1.8,0.102,/wnba/players/a/abrossv01w.html,2010
Jessica Adair,MIN,C,1,14,1,14,25.2,0.906,1,0,4,30.8,33.2,0,0,0,0,8.5,198,102,0.1,0,0.1,0.4,/wnba/players/a/adairje01w.html,2010
Matee Ajavon,WAS,G,34,497,34,497,11.4,0.444,0.369,0.257,0.393,4.3,6.9,17,4.1,0.3,18.8,25.3,89,95,-0.4,1.1,0.7,0.056,/wnba/players/a/ajavoma01w.html,2010
Nicky Anosike,MIN,F-C,31,928,31,928,14.9,0.49,0.372,0,0.691,9.5,13.3,10.9,3.4,3,18.5,16.5,100,98,0.7,1.7,2.4,0.103,/wnba/players/a/anosini01w.html,2010
Jayne Appel-Marinelli,SAS,C,28,306,28,306,12.4,0.558,0.542,0.042,0.479,8.8,14.7,7.2,1.2,1.3,18.1,16.1,102,106,0.3,0.2,0.5,0.07,/wnba/players/a/appelja01w.html,2010
Seimone Augustus,MIN,G-F,25,832,25,832,14.7,0.488,0.473,0.261,0.124,1.2,5.7,12,1,0.7,7.5,24.1,101,107,0.9,0.5,1.4,0.066,/wnba/players/a/augusse01w.html,2010
Alison Bales,ATL,C,34,529,34,529,14,0.547,0.459,0.124,0.557,6.5,13.4,7.4,2.2,5.5,16,11,111,95,0.8,1.3,2.1,0.155,/wnba/players/b/balesal01w.html,2010
Mistie Bass,CHI,F,34,642,34,642,12.9,0.553,0.527,0.016,0.372,10.5,12.7,9.7,1.6,1.9,20.6,13.7,104,103,0.7,0.7,1.4,0.088,/wnba/players/b/bassmi01w.html,2010
Ashley Battle,SAS,F,5,35,5,35,1.8,0.333,0.333,0.417,0,14.6,16.3,4.8,0,0,20,20.1,71,110,-0.1,0,-0.1,-0.139,/wnba/players/b/battlas01w.html,2010
Tully Bevilaqua,IND,G,34,659,34,659,9.4,0.506,0.492,0.642,0.2,3.4,6.8,13.3,3.8,0.5,23.5,11.8,94,96,0,1.4,1.4,0.087,/wnba/players/b/beviltu01w.html,2010
Sue Bird,SEA,G,33,1005,33,1005,18,0.554,0.529,0.476,0.135,0.9,5.4,32.3,2.7,0.4,15.4,17.5,118,99,3.3,1.7,5,0.197,/wnba/players/b/birdsu01w.html,2010
Abby Bishop,SEA,F,16,109,16,109,5,0.441,0.422,0.533,0.244,12.7,11.3,6.4,1,0.8,19.4,25.6,86,102,-0.2,0.1,0,-0.011,/wnba/players/b/bishoab01w.html,2010
Chante Black,TUL,C,34,712,34,712,13.8,0.519,0.537,0,0.329,13.2,18.1,5.1,1.2,6.3,20.1,12.6,98,106,0.3,0.4,0.7,0.041,/wnba/players/b/blackch01w.html,2010
Nikki Blue,NYL,G,15,77,15,77,4.1,0.374,0.31,0.286,0.333,1.7,5,26,2.8,0,27.2,20,76,102,-0.2,0.1,-0.1,-0.065,/wnba/players/b/blueni01w.html,2010
DeWanna Bonner,PHO,F-G,32,813,32,813,19.5,0.569,0.498,0.187,0.419,9.7,13.4,7.4,1.3,3.3,10.9,19.7,116,109,2.6,0.2,2.8,0.139,/wnba/players/b/bonnede01w.html,2010
Kiesha Brown,TUL,G,27,481,27,481,9.9,0.489,0.451,0.319,0.194,2.1,6.4,22,1.5,0,20.4,17.2,94,113,0,-0.2,-0.2,-0.017,/wnba/players/b/brownki01w.html,2010
Rebekkah Brunson,MIN,F,30,915,30,915,17.3,0.495,0.429,0.004,0.586,14.1,19.7,4.5,2,2.7,12.5,18.4,105,99,1.4,1.6,3,0.131,/wnba/players/b/brunsre01w.html,2010
Dominique Canty,CHI,G,34,884,34,884,12.4,0.504,0.434,0.045,0.561,4.8,6.1,23,2,0.7,20,19.9,98,105,0.6,0.7,1.3,0.057,/wnba/players/c/cantydo01w.html,2010
Essence Carson,NYL,G,34,325,34,325,12.9,0.46,0.423,0.203,0.26,5.5,10.6,13.4,2.3,2.1,15.9,23.4,90,100,-0.2,0.5,0.3,0.039,/wnba/players/c/carsoes01w.html,2010
Swin Cash*,SEA,F,34,1046,34,1046,14.5,0.544,0.482,0.232,0.378,7.8,11.9,11.5,1,1.4,18.5,22.9,104,100,1.7,1.6,3.3,0.128,NA,2010
Iziane Castro Marques,ATL,F-G,34,984,34,984,13.9,0.518,0.49,0.315,0.272,1.5,3.3,15.9,1.4,0.2,14.6,26.7,99,104,0.9,0.9,1.8,0.075,/wnba/players/c/castriz01w.html,2010
Tamika Catchings*,IND,F,34,1068,34,1068,27.2,0.607,0.539,0.245,0.432,6.6,14,25.8,3.8,2.4,15.4,25.7,117,91,4.8,3.1,7.9,0.296,NA,2010
Tina Charles,CON,C,34,1054,34,1054,23.2,0.539,0.487,0.002,0.359,13.8,21.3,9,1.2,4.2,12.7,23.3,109,96,2.8,2.4,5.2,0.197,/wnba/players/c/charlti01w.html,2010
Joy Cheek,IND,F,7,34,7,34,3.3,0.545,0.458,0.25,0.333,0,5.4,5.5,0,0,26.7,25.2,83,104,-0.1,0,0,-0.042,/wnba/players/c/cheekjo01w.html,2010
Shameka Christon,CHI,G,10,213,10,213,13.2,0.5,0.449,0.449,0.205,1.8,7,20.4,0.8,0.8,9.6,20.5,107,106,0.4,0.1,0.5,0.102,/wnba/players/c/chrissh01w.html,2010
Marissa Coleman,WAS,G-F,34,663,34,663,13.8,0.536,0.505,0.54,0.217,5.1,10.9,13.1,2.3,1.5,16.9,17.1,106,96,1,1.4,2.5,0.149,/wnba/players/c/colemma01w.html,2010
Monique Currie,WAS,F,34,891,34,891,19.8,0.584,0.491,0.248,0.51,6.5,11.8,11.7,2.9,1.3,17.8,25.5,110,95,2.7,2.1,4.8,0.215,/wnba/players/c/currimo01w.html,2010
Helen Darling,SAS,G,33,391,33,391,5.4,0.427,0.35,0.367,0.567,3.6,5.5,18,2.7,0.2,29.9,12.8,83,107,-0.4,0.2,-0.3,-0.026,/wnba/players/d/darlihe01w.html,2010
Jessica Davenport,IND,C,33,469,33,469,19.6,0.613,0.574,0.042,0.411,7.1,12.2,6.7,1.6,5,16.8,23.2,108,96,1.1,1,2.1,0.176,/wnba/players/d/davenje01w.html,2010
Erika de Souza,ATL,F-C,34,872,34,872,19.4,0.575,0.571,0,0.225,11.9,17.9,6,1.5,3.4,14.5,19.8,108,96,1.8,1.9,3.7,0.17,/wnba/players/d/desouer01w.html,2010
Scholanda Dorrell,TUL,G,34,836,34,836,12.3,0.484,0.434,0.211,0.36,3.8,5.6,12.5,3.1,1.2,17.1,25.4,90,110,-0.6,0,-0.6,-0.027,/wnba/players/d/dorresc01w.html,2010
Katie Douglas,IND,G-F,34,1014,34,1014,18.6,0.569,0.538,0.459,0.187,3.2,7.1,21.2,2.4,1.1,14,21.5,111,99,2.7,1.8,4.5,0.177,/wnba/players/d/douglka01w.html,2010
Candice Dupree,PHO,F,34,1014,34,1014,23.1,0.7,0.664,0.003,0.224,8.7,14.1,7.4,1.7,2,14.5,18.7,126,108,4.4,0.3,4.8,0.188,/wnba/players/d/dupreca01w.html,2010
Marie Ferdinand-Harris,LAS,G,30,728,30,728,11.2,0.489,0.437,0.194,0.251,3.2,6.7,8.9,1.9,0.6,10.7,19.4,97,107,0.3,0.3,0.6,0.034,/wnba/players/f/ferdima01w.html,2010
Sylvia Fowles,CHI,C,34,1087,34,1087,27.8,0.634,0.583,0.003,0.5,8.5,19.3,9.9,1.9,6.7,14.6,23.9,116,94,4.2,2.7,6.9,0.253,/wnba/players/f/fowlesy01w.html,2010
Megan Frazee,SAS,F,10,101,10,101,9.1,0.471,0.391,0.281,0.594,8.9,13.2,1.7,0,0,12.9,21.5,94,110,0,0,0,-0.001,/wnba/players/f/frazeme01w.html,2010
Kerri Gardin,CON,F,25,206,25,206,6.4,0.343,0.284,0.297,0.324,6,7.9,11.4,2.2,1.1,17.6,10.9,84,102,-0.2,0.3,0.1,0.016,/wnba/players/g/gardike01w.html,2010
Kalana Greene,NYL,G,33,519,33,519,8.3,0.505,0.489,0.152,0.174,3.5,6.7,9.9,1.3,1.1,19.5,16.6,91,104,-0.2,0.5,0.3,0.024,/wnba/players/g/greenka01w.html,2010
Kelsey Griffin,CON,F,34,679,34,679,9.6,0.468,0.398,0.35,0.387,7.1,13.3,8,1.7,2,21.1,13.1,92,99,-0.1,1.2,1.1,0.062,/wnba/players/g/griffke01w.html,2010
Sandrine Gruda,CON,F-C,28,636,28,636,19.8,0.569,0.496,0.049,0.571,9.2,11.1,9.3,1.5,2.6,13.7,22.6,111,101,1.8,0.9,2.7,0.171,/wnba/players/g/grudasa01w.html,2010
Becky Hammon,SAS,G,32,1075,32,1075,17.7,0.598,0.538,0.492,0.281,1.9,5.5,28.2,1.8,0.6,21.1,22.3,107,109,2.5,0.3,2.8,0.105,/wnba/players/h/hammobe01w.html,2010
Lindsey Harding,WAS,G,34,1130,34,1130,13.7,0.514,0.466,0.147,0.303,2,5.9,22,2.2,0.5,19,19.9,101,99,1.2,1.9,3.1,0.111,/wnba/players/h/hardili01w.html,2010
Allison Hightower,CON,G,20,207,20,207,8,0.403,0.342,0.3,0.267,5.5,6.8,6.8,3.5,0.8,13,16.3,87,100,-0.2,0.3,0.2,0.03,/wnba/players/h/hightal01w.html,2010
Roneeka Hodges,SAS,G,34,859,34,859,9.5,0.472,0.451,0.605,0.125,3.4,8,8.8,0.9,0.9,12.6,17.3,93,109,-0.1,0.2,0.1,0.005,/wnba/players/h/hodgero01w.html,2010
Ebony Hoffman,IND,F,34,815,34,815,11.5,0.478,0.446,0.307,0.15,6.7,10.9,9.5,2.6,1.4,15.7,18.9,94,97,0.1,1.7,1.7,0.085,/wnba/players/h/hoffmeb01w.html,2010
Chamique Holdsclaw,SAS,F,29,840,29,840,18.6,0.546,0.511,0.095,0.22,7.8,11.7,13.2,2.7,1,15.3,23.7,103,104,1.3,0.8,2,0.096,/wnba/players/h/holdsch01w.html,2010
Quanitra Hollingsworth,MIN,C,25,182,25,182,2.7,0.448,0.378,0,0.676,7.7,14,3.6,1.4,0.5,30.4,16.3,74,103,-0.5,0.2,-0.3,-0.058,/wnba/players/h/holliqu01w.html,2010
Sequoia Holmes,PHO,G,15,119,15,119,1.4,0.296,0.205,0.282,0.385,7.9,9.4,6.6,2.4,0,18,19.8,67,110,-0.5,0,-0.5,-0.16,/wnba/players/h/holmese01w.html,2010
Amber Holt,TUL,F,33,697,33,697,15.1,0.522,0.465,0.358,0.338,4.4,8.4,14.6,2.1,0.8,11.8,18.9,107,111,1.2,-0.1,1.2,0.068,/wnba/players/h/holtam01w.html,2010
Charde Houston,MIN,F,34,758,34,758,17,0.503,0.478,0.342,0.193,4.6,10.6,12.6,2.9,2.3,14.6,26.4,96,100,0.3,1.2,1.5,0.079,/wnba/players/h/houstch01w.html,2010
Ashley Houts,WAS,G,20,110,20,110,7.8,0.504,0.469,0.75,0.125,4.9,7.6,12.9,2.9,0,29.3,9.9,94,98,0,0.2,0.2,0.078,/wnba/players/h/houtsas01w.html,2010
Sandora Irvin,CHI,F,18,137,18,137,7.1,0.515,0.483,0.233,0.3,10,11.8,3.8,0.8,3.6,22.7,14.9,92,104,0,0.1,0.1,0.03,/wnba/players/i/irvinsa01w.html,2010
Lauren Jackson*,SEA,F-C,32,993,32,993,27.9,0.592,0.519,0.328,0.374,11.3,16.3,7.7,1.6,3.3,7.7,27.3,126,96,6.1,2.2,8.3,0.333,NA,2010
Briann January,IND,G,30,657,30,657,12.1,0.522,0.431,0.337,0.491,3.8,5.5,24.4,3,0.5,24.2,19.5,98,99,0.4,1.1,1.5,0.092,/wnba/players/j/januabr01w.html,2010
Anete Jekabsone-Zogota,CON,G,19,352,19,352,12.1,0.523,0.492,0.588,0.115,1.3,6.4,16,1.3,1.1,14.3,20,101,103,0.4,0.4,0.8,0.088,/wnba/players/j/jekaban01w.html,2010
Temeka Johnson,PHO,G,34,928,34,928,12.3,0.491,0.461,0.327,0.165,2.4,6.5,24.8,1.7,0.5,17.8,17.7,101,112,0.9,-0.2,0.7,0.029,/wnba/players/j/johnste01w.html,2010
Asjha Jones,CON,F,30,774,30,774,14,0.489,0.458,0.065,0.148,7,10.7,15.5,0.9,1.3,14.1,21.8,99,103,0.6,0.9,1.4,0.074,/wnba/players/j/jonesas01w.html,2010
Marion Jones,TUL,G,33,311,33,311,15,0.564,0.538,0.1,0.525,10.3,9.9,10.4,2.8,1.9,18.9,16.5,105,110,0.4,0,0.5,0.058,/wnba/players/j/jonesma01w.html,2010
Crystal Kelly,SAS,F,26,242,26,242,8.2,0.562,0.45,0.02,0.92,6.9,7.8,4.6,1.5,0.3,24.7,18,95,109,0,0,0.1,0.012,/wnba/players/k/kellycr01w.html,2010
Cathrine Kraayeveld,CHI,F,34,722,34,722,8.2,0.467,0.436,0.544,0.133,4.1,8,10,1.6,2.2,20.1,15.3,88,104,-0.5,0.7,0.2,0.011,/wnba/players/k/kraayca01w.html,2010
Alison Lacey,SEA,G,21,144,21,144,-1.3,0.215,0.157,0.771,0.143,2.6,6.8,10,2.2,0.6,17.7,14.2,60,100,-0.5,0.2,-0.3,-0.073,/wnba/players/l/laceyal01w.html,2010
Jennifer Lacy,TUL,F,24,402,24,402,12,0.504,0.443,0.312,0.397,7.1,10.4,8.1,2.3,1.5,17,20.9,95,110,0.1,0,0.1,0.013,/wnba/players/l/lacyje01w.html,2010
Natasha Lacy,TUL,G,16,293,16,293,13.8,0.525,0.494,0.15,0.463,1.9,7.3,32.3,3.8,0.9,28.3,19.3,92,107,-0.1,0.2,0,0.006,/wnba/players/l/lacyna01w.html,2010
Crystal Langhorne,WAS,F-C,34,1158,34,1158,21.6,0.632,0.591,0.016,0.387,11.4,18.4,6.7,1.4,0.5,17,20.8,116,96,4,2.5,6.5,0.224,/wnba/players/l/langhcr01w.html,2010
Ivory Latta,TUL,G,18,517,18,517,14.3,0.542,0.503,0.438,0.265,1.5,2.9,24.1,1.7,0.3,15.9,20,105,115,0.9,-0.4,0.5,0.04,/wnba/players/l/lattaiv01w.html,2010
Edwige Lawson-Wade,SAS,G,33,724,33,724,12.6,0.54,0.489,0.702,0.238,3,5.6,20.9,2.6,0.2,18.4,15.8,106,107,1.1,0.3,1.4,0.078,/wnba/players/l/lawsoed01w.html,2010
Kara Lawson,CON,G,34,854,34,854,12.5,0.535,0.502,0.518,0.154,1.1,5.7,22.6,0.8,0,15.4,16,107,105,1.4,0.7,2.1,0.097,/wnba/players/l/lawsoka01w.html,2010
Shalee Lehning,ATL,G,33,775,33,775,9.5,0.516,0.514,0.34,0.283,3.9,6.3,28,1.5,0.6,33.9,9.4,100,103,0.4,0.9,1.3,0.067,/wnba/players/l/lehnish01w.html,2010
Betty Lennox,LAS,G,11,128,11,128,13.6,0.555,0.533,0.783,0.13,3.9,9,23.2,0.8,0,12.6,20,110,108,0.3,0,0.4,0.111,/wnba/players/l/lennobe01w.html,2010
Yelena Leuchanka,ATL,C,32,339,32,339,10.4,0.537,0.481,0.048,0.41,9.2,13.5,5.5,2.3,1.8,27.1,20.3,88,97,-0.3,0.7,0.3,0.041,/wnba/players/l/leuchye01w.html,2010
Taylor Lilley,PHO,G,21,227,21,227,9.4,0.557,0.517,0.741,0.19,1.6,4.4,9.1,2.3,0.3,20.3,14.7,98,112,0.1,0,0,0.008,/wnba/players/l/lilleta01w.html,2010
Camille Little,SEA,F,34,838,34,838,18.4,0.563,0.516,0.09,0.445,10.8,12.9,10.1,3.5,2.2,16.4,19.7,110,95,2,2,4,0.193,/wnba/players/l/littlca01w.html,2010
Sancho Lyttle,ATL,F,32,930,32,930,19.8,0.53,0.484,0,0.358,11.8,18.8,12.2,2.8,1.6,14,19.6,109,94,2.1,2.3,4.4,0.187,/wnba/players/l/lyttlsa01w.html,2010
Hamchetou Maiga-Ba,MIN,F,34,467,34,467,6.8,0.427,0.384,0.009,0.295,8.1,9.7,11.3,1.4,0.9,22.2,14.9,85,105,-0.5,0.3,-0.2,-0.013,/wnba/players/m/maigaha01w.html,2010
Kristen Mann,MIN,F,5,15,5,15,-2.9,0.25,0.25,0.667,0,0,0,0,0,0,0,17.2,61,112,-0.1,0,-0.1,-0.155,/wnba/players/m/mannkr01w.html,2010
Gabriela Marginean,MIN,F,4,12,4,12,8.6,0.2,0.2,0,0,26.9,19.4,13.9,4.2,7.2,16.7,21.5,68,96,-0.1,0,0,-0.095,/wnba/players/m/margiga01w.html,2010
Nuria Martinez,MIN,G,15,128,15,128,-0.6,0.33,0.227,0.606,0.545,0,5,13.5,2,0,22.7,17.7,66,105,-0.5,0.1,-0.4,-0.117,/wnba/players/m/martinu01w.html,2010
Janel McCarville,NYL,F-C,34,967,34,967,12.9,0.502,0.467,0.04,0.182,8.7,13.2,12.8,2.5,2,22.5,18.4,93,98,-0.1,1.7,1.6,0.068,/wnba/players/m/mccarja01w.html,2010
Angel McCoughtry,ATL,F-G,34,1044,34,1044,20.5,0.506,0.435,0.209,0.395,6.5,8.8,18,3,1.5,13.2,31.6,103,98,2.2,1.9,4.1,0.158,/wnba/players/m/mccouan01w.html,2010
Taj McWilliams-Franklin,NYL,F-C,34,994,34,994,17.8,0.576,0.522,0.084,0.336,9.5,11.8,11.8,2.5,2.5,14.2,17.2,115,99,2.7,1.7,4.4,0.178,/wnba/players/m/mcwilta01w.html,2010
Chasity Melvin,WAS,C-F,34,659,34,659,11.9,0.462,0.434,0,0.243,14.3,15.6,6.1,1.9,2.2,17.6,16.1,96,96,0.2,1.4,1.6,0.097,/wnba/players/m/melvich01w.html,2010
Coco Miller,ATL,G,27,198,27,198,8.1,0.466,0.429,0.306,0.165,3.3,4.2,17.9,1.2,0,18,22.7,91,105,-0.1,0.2,0.1,0.016,/wnba/players/m/milleco01w.html,2010
Kelly Miller,ATL,G,30,493,30,493,8.6,0.453,0.397,0.654,0.234,2.6,6.3,21.9,2.2,0.3,23.9,12.7,95,101,0.1,0.7,0.8,0.062,/wnba/players/m/milleke01w.html,2010
DeLisha Milton-Jones,LAS,F,34,1096,34,1096,15.9,0.559,0.501,0.2,0.309,3.8,8.9,14.6,1.8,1.6,17.1,23.6,101,106,1.3,0.8,2.1,0.077,/wnba/players/m/miltode01w.html,2010
Leilani Mitchell,NYL,G,34,978,34,978,16.3,0.617,0.592,0.622,0.181,3.3,5.8,21.4,3,0.5,16.6,14.7,119,101,2.8,1.3,4.2,0.171,/wnba/players/m/mitchle01w.html,2010
Chanel Mokango,LAS,F,21,72,21,72,2.7,0.24,0.176,0.118,0.235,6.9,11,2.1,1.4,11.1,21,15.2,53,100,-0.3,0.1,-0.2,-0.126,/wnba/players/m/mokanch01w.html,2010
Jacinta Monroe,WAS,F,17,117,17,117,11.3,0.496,0.484,0.032,0.387,4.6,8.8,4.6,2.3,5.8,14.2,16.5,96,94,0,0.3,0.3,0.109,/wnba/players/m/monroja01w.html,2010
Renee Montgomery,CON,G,34,940,34,940,16.6,0.526,0.485,0.48,0.211,1.7,4.4,26.1,2.6,0.2,15.3,23.7,104,102,1.6,1.1,2.7,0.117,/wnba/players/m/montgre01w.html,2010
Jessica Moore,IND,F-C,33,431,33,431,6,0.494,0.427,0.011,0.337,8.3,9.9,5.4,0.7,0.8,22.7,14,92,102,-0.1,0.5,0.4,0.039,/wnba/players/m/mooreje01w.html,2010
Jene Morris,IND,G,25,196,25,196,8.7,0.535,0.53,0.576,0.045,1.9,4.4,11.3,2.2,0.9,20.2,19.6,92,101,-0.1,0.3,0.2,0.046,/wnba/players/m/morrije01w.html,2010
Abi Olajuwon,CHI,C,6,30,6,30,5.9,0.5,0.5,0,0,12.5,8.3,0,1.8,0,25,12.4,87,107,0,0,0,-0.006,/wnba/players/o/olajuab01w.html,2010
Candace Parker,LAS,F-C,10,335,10,335,24.4,0.552,0.509,0.074,0.346,7,18.3,14,1.5,5.3,14.6,30,100,99,0.4,0.6,1,0.123,/wnba/players/p/parkeca01w.html,2010
Ticha Penicheiro,LAS,G,32,843,32,843,14.5,0.525,0.415,0.077,0.615,2.5,9.2,39.8,2.6,0.2,32.6,12,106,104,1.1,0.8,2,0.093,/wnba/players/p/penicti01w.html,2010
Jia Perkins,CHI,G,34,936,34,936,14.9,0.472,0.448,0.298,0.117,4.7,6.5,16.7,3.2,0.5,9.4,21,100,102,0.9,1.1,2.1,0.088,/wnba/players/p/perkiji01w.html,2010
Cappie Pondexter,NYL,G,34,1167,34,1167,24.6,0.604,0.544,0.283,0.335,2.3,8.4,27.7,1.4,0.3,11.8,27.3,120,103,6.1,1.3,7.3,0.252,/wnba/players/p/pondeca01w.html,2010
Nicole Powell,NYL,F,34,895,34,895,13.9,0.524,0.503,0.58,0.108,4.7,10.2,14.1,2,0.7,13.7,18.2,104,101,1.2,1.3,2.5,0.112,/wnba/players/p/powelni01w.html,2010
Armintie Herrington,ATL,G,34,561,34,561,12,0.457,0.387,0.029,0.737,8.1,10,15.8,2.6,0.3,16.6,15.7,99,100,0.4,0.9,1.3,0.091,/wnba/players/p/pricear01w.html,2010
Epiphanny Prince,CHI,G,34,665,34,665,19.5,0.527,0.471,0.259,0.354,2.6,6.4,27.2,4.4,0.6,15.9,26.3,102,99,1.1,1.1,2.2,0.133,/wnba/players/p/princep01w.html,2010
Noelle Quinn,LAS,G,34,1104,34,1104,12.8,0.525,0.5,0.282,0.159,2.9,7.4,14.8,1.6,0.8,12.4,15.7,104,107,1.3,0.5,1.8,0.066,/wnba/players/q/quinnno01w.html,2010
Brittainey Raven,ATL,G,23,125,23,125,6.2,0.35,0.3,0.4,0.178,10.4,9.3,11.3,1.9,0.6,15.6,18.6,83,102,-0.2,0.2,0,-0.008,/wnba/players/r/ravenbr01w.html,2010
Andrea Riley,LAS,G,29,224,29,224,12.6,0.475,0.388,0.573,0.416,2.8,6,21.9,3.2,0.4,18.6,26.5,91,105,-0.1,0.2,0,0.009,/wnba/players/r/rileyan01w.html,2010
Ruth Riley,SAS,C,20,261,20,261,11.5,0.597,0.546,0.093,0.37,2.9,10.9,12.1,1,4,23.2,14.7,101,105,0.2,0.2,0.4,0.066,/wnba/players/r/rileyru01w.html,2010
Ashley Robinson,SEA,C,30,245,30,245,7.6,0.41,0.413,0,0.196,8.2,14.3,9.5,0.9,7.4,25.4,12.3,83,95,-0.3,0.6,0.3,0.049,/wnba/players/r/robinas01w.html,2010
Nakia Sanford,WAS,C-F,34,608,34,608,11,0.533,0.478,0,0.478,11.3,15.2,7.3,2.2,1.1,26.1,19.5,92,96,-0.2,1.3,1.2,0.078,/wnba/players/s/sanfona01w.html,2010
Brooke Smith,PHO,F-C,16,131,16,131,14.6,0.767,0.739,0,0.304,5.4,12.3,4.4,0.4,2.2,10.3,9.4,145,111,0.5,0,0.4,0.137,/wnba/players/s/smithbr01w.html,2010
Katie Smith*,WAS,G,33,1016,33,1016,10,0.523,0.493,0.54,0.199,1.7,4.4,14.3,1.3,0.4,15,15.8,106,102,1.5,1.3,2.8,0.109,NA,2010
Tangela Smith,PHO,C,34,992,34,992,9.7,0.499,0.48,0.492,0.12,3.9,9.9,4.3,1.1,2.1,10.5,15,99,110,0.5,0,0.5,0.022,/wnba/players/s/smithta01w.html,2010
Belinda Snell,SAS,G,2,38,2,38,9.6,0.455,0.389,0.556,0.222,3.4,6.7,20.7,0,0,16.8,14.6,99,113,0,0,0,0.01,/wnba/players/s/snellbe01w.html,2010
Michelle Snow,SAS,C,34,821,34,821,20.5,0.607,0.574,0.004,0.355,8.1,16.2,12.4,2.1,2.5,16.2,19.7,111,102,2.1,1,3.2,0.154,/wnba/players/s/snowmi01w.html,2010
Sidney Spencer,NYL,G,20,168,20,168,10.9,0.605,0.605,0.349,0,1.5,6.1,6,1.9,0,15.7,14.1,104,103,0.2,0.2,0.3,0.082,/wnba/players/s/spencsi01w.html,2010
Tiffany Stansbury,LAS,F-C,5,14,5,14,-2.4,0.387,0.333,0,0.667,0,0,0,3.7,0,34,19.3,51,107,-0.1,0,-0.1,-0.226,/wnba/players/s/stansti01w.html,2010
Tammy Sutton-Brown,IND,C,34,875,34,875,13.8,0.506,0.45,0.004,0.432,9.8,12.3,5.8,2,5.5,16.8,17.1,99,96,0.6,1.9,2.5,0.115,/wnba/players/s/suttota01w.html,2010
Ketia Swanier,PHO,G,32,322,32,322,8,0.469,0.457,0.337,0.228,1.8,6.6,23,1.6,0.2,28.8,18.7,84,112,-0.5,-0.1,-0.6,-0.073,/wnba/players/s/swanike01w.html,2010
Diana Taurasi,PHO,G,31,998,31,998,22.8,0.592,0.507,0.431,0.437,1.4,7.4,23.8,1.8,1.4,15.7,29.8,111,110,3.8,0,3.8,0.154,/wnba/players/t/tauradi01w.html,2010
Penny Taylor,PHO,F,32,959,32,959,22.5,0.64,0.576,0.306,0.385,3.9,8.2,25.9,2.3,0.7,16,20.9,122,110,4.4,0.1,4.5,0.188,/wnba/players/t/taylope01w.html,2010
Christi Thomas,CHI,F-C,15,127,15,127,0.5,0.42,0.4,0.05,0.3,5.9,12.7,2.5,0.4,2,23.6,10.8,77,103,-0.2,0.1,0,-0.014,/wnba/players/t/thomach01w.html,2010
Amanda Thompson,TUL,F,7,49,7,49,2.4,0.299,0.143,0,0.714,4.5,13,9,3,0,17.9,19.3,66,106,-0.2,0,-0.2,-0.136,/wnba/players/t/thompam01w.html,2010
Tina Thompson*,LAS,F,33,1095,33,1095,17.9,0.557,0.51,0.365,0.245,7.1,11.4,10.3,1.8,1.8,13.5,23.9,105,105,2,0.9,2.9,0.108,NA,2010
Erin Thorn,CHI,G,34,683,34,683,12.4,0.576,0.535,0.588,0.212,2.2,5.8,18.3,1.6,0.2,19.5,15.7,106,106,1,0.5,1.4,0.084,/wnba/players/t/thorner01w.html,2010
Kristi Toliver,LAS,G,34,703,34,703,12.2,0.552,0.515,0.442,0.225,4.1,6.5,11.1,1.3,0.2,15.9,20.5,100,109,0.6,0.1,0.7,0.042,/wnba/players/t/tolivkr01w.html,2010
Kia Vaughn,NYL,C,30,243,30,243,4.4,0.398,0.355,0.014,0.29,7.9,11.1,6.5,1.3,2.1,18.8,18.4,80,102,-0.5,0.3,-0.2,-0.027,/wnba/players/v/vaughki01w.html,2010
Jana Vesela,SEA,F,29,330,29,330,13.4,0.632,0.594,0.234,0.313,6.1,10.8,8.9,2.9,1.8,26.3,13.5,104,96,0.4,0.7,1.1,0.13,/wnba/players/v/veselja01w.html,2010
