player,tm,pos,g,mp,g_2,mp_2,per,tspercent,efgpercent,x3par,ftr,orbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ortg,drtg,ows,dws,ws,ws_40,link,season
Megan Frazee,SAS,F,29,326,29,326,16,0.506,0.468,0.294,0.31,10.4,16,9,1.3,1.2,12.8,23.5,100,102,0.5,0.3,0.8,0.097,/wnba/players/f/frazeme01w.html,2009
Kerri Gardin,CON,F,33,596,33,596,13.8,0.454,0.396,0.245,0.56,9.7,13.6,11,2.2,3.2,16.1,17.6,94,96,0.2,1.1,1.3,0.087,/wnba/players/g/gardike01w.html,2009
Katie Gearlds,SEA,G-F,20,243,20,243,12,0.541,0.534,0.703,0.054,2.2,6.9,8.6,1.3,1.1,13.7,17,102,100,0.3,0.3,0.6,0.097,/wnba/players/g/gearlka01w.html,2009
Yolanda Griffith*,IND,C-F,3,41,3,41,16.1,0.595,0.5,0,0.75,11.3,10.3,0,0,4.1,15.8,20.9,110,101,0.1,0,0.2,0.162,NA,2009
Sandrine Gruda,CON,F-C,26,810,26,810,14.9,0.485,0.467,0,0.266,8.7,11.6,8.5,1.5,4,15.9,23.5,91,98,-0.1,1.2,1.1,0.055,/wnba/players/g/grudasa01w.html,2009
Becky Hammon,SAS,G,31,1049,31,1049,23.5,0.593,0.532,0.461,0.318,3,6.1,30.8,2.5,0.9,17.9,27.6,109,104,3.8,0.7,4.5,0.171,/wnba/players/h/hammobe01w.html,2009
Lindsey Harding,WAS,G,34,1194,34,1194,14.6,0.509,0.461,0.165,0.317,2.3,6.8,23.8,1.8,0.9,19.1,19.2,100,100,1.4,1.4,2.8,0.095,/wnba/players/h/hardili01w.html,2009
Laura Harper,SAC,F-C,33,460,33,460,13,0.493,0.388,0,0.707,14.7,15.4,7.3,1.5,4.1,21.6,18.6,97,102,0.3,0.4,0.7,0.064,/wnba/players/h/harpela01w.html,2009
Kristi Harrower,LAS,G,31,520,31,520,9,0.419,0.396,0.351,0.099,4.1,6.6,21.2,1.6,0,18.9,12.3,95,101,0.2,0.6,0.7,0.054,/wnba/players/h/harrokr01w.html,2009
Vanessa Hayden,LAS,C,25,269,25,269,11.8,0.443,0.411,0,0.263,12.6,15,4,0.8,7,15.2,20.9,90,95,-0.1,0.5,0.5,0.067,/wnba/players/h/haydeva01w.html,2009
Roneeka Hodges,MIN,G,33,902,33,902,14.7,0.565,0.54,0.62,0.12,2.6,6.7,12.6,1.2,1.3,11,16,113,108,2.3,-0.1,2.2,0.097,/wnba/players/h/hodgero01w.html,2009
Ebony Hoffman,IND,F,34,1005,34,1005,12.5,0.487,0.43,0.23,0.246,6.5,12,9.9,3,1,19.1,19.2,92,93,0,2.2,2.2,0.088,/wnba/players/h/hoffmeb01w.html,2009
Chamique Holdsclaw,ATL,F,25,708,25,708,14.9,0.483,0.423,0.094,0.292,4.6,8.8,13.2,2.3,0.7,17.1,25.4,94,99,0.3,1,1.2,0.07,/wnba/players/h/holdsch01w.html,2009
Quanitra Hollingsworth,MIN,C,34,434,34,434,13,0.512,0.417,0,0.758,12.7,15.5,2,1.4,1.4,17.5,19.8,99,106,0.5,0.2,0.7,0.06,/wnba/players/h/holliqu01w.html,2009
Amber Holt,CON,F,23,380,23,380,14.6,0.468,0.378,0.407,0.431,3.7,11.1,19.7,1.2,0.4,8.7,18.8,105,99,0.7,0.5,1.2,0.13,/wnba/players/h/holtam01w.html,2009
Alexis Hornbuckle,DET,G,32,850,32,850,10.4,0.455,0.439,0.3,0.225,6.5,11.1,16.7,2.6,0.9,22.8,15.8,89,98,-0.3,1.3,1,0.049,/wnba/players/h/hornbal01w.html,2009
Charde Houston,MIN,F,34,792,34,792,21.6,0.53,0.496,0.184,0.263,6.5,14.3,15.9,2.8,2.1,13.2,27,103,101,1.8,0.8,2.6,0.133,/wnba/players/h/houstch01w.html,2009
Lauren Jackson*,SEA,F-C,26,843,26,843,26.1,0.586,0.53,0.314,0.394,7.5,13.9,5.8,2.5,4.8,9.2,26.2,116,92,3.9,2,5.9,0.279,NA,2009
Tiffany Jackson-Jones,NYL,F,34,495,34,495,14.4,0.508,0.45,0,0.43,8.5,14.1,9.4,2.3,2.3,19.5,20.7,93,95,0.1,1,1.1,0.087,/wnba/players/j/jacksti02w.html,2009
Briann January,IND,G,33,683,33,683,11.7,0.493,0.398,0.453,0.453,3.9,5.6,20.5,2.8,0.4,19.8,19,97,98,0.5,1.1,1.6,0.093,/wnba/players/j/januabr01w.html,2009
Anete Jekabsone-Zogota,CON,G,27,644,27,644,11.5,0.518,0.498,0.423,0.12,2,6.9,16.9,0.7,0,16.3,20.3,96,103,0.4,0.5,0.9,0.053,/wnba/players/j/jekaban01w.html,2009
Shannon Johnson,SEA,G,34,618,34,618,8.5,0.522,0.421,0.57,0.514,3,6.5,14.3,2.4,1,28.4,14,91,98,-0.1,0.9,0.8,0.054,/wnba/players/j/johnssh01w.html,2009
Temeka Johnson,PHO,G,34,901,34,901,14.4,0.541,0.509,0.31,0.178,1.1,7.4,25.7,1.5,0.3,20.1,17.7,104,107,1.5,0.2,1.7,0.075,/wnba/players/j/johnste01w.html,2009
Vickie Johnson,SAS,G-F,32,737,32,737,12.6,0.518,0.489,0.303,0.146,3.9,9.1,18.5,1.2,0.4,16.5,15,103,105,1,0.3,1.3,0.07,/wnba/players/j/johnsvi01w.html,2009
Asjha Jones,CON,F,23,727,23,727,18.7,0.513,0.476,0.047,0.236,6.3,10.6,16.3,1.4,1.4,11.6,25.9,101,99,1.3,0.9,2.2,0.124,/wnba/players/j/jonesas01w.html,2009
Cathrine Kraayeveld,NYL,F,34,888,34,888,11.5,0.538,0.511,0.545,0.186,4.3,10.5,6.7,1.3,1.3,18.8,18.4,94,99,0.2,1.2,1.4,0.064,/wnba/players/k/kraayca01w.html,2009
Jennifer Lacy,ATL,F,32,362,32,362,5.8,0.395,0.346,0.178,0.308,10,11,3.6,1.2,1.5,16.5,16.7,84,101,-0.3,0.4,0,0.003,/wnba/players/l/lacyje01w.html,2009
Crystal Langhorne,WAS,F-C,34,1013,34,1013,18.9,0.606,0.574,0.007,0.419,11.6,15.8,5.5,1.7,1,18.4,17.6,110,98,2.6,1.6,4.2,0.166,/wnba/players/l/langhcr01w.html,2009
Erlana Larkins,NYL,F,18,137,18,137,12.9,0.51,0.424,0,0.697,9.7,13.6,10.6,3.5,2.5,27.1,20,88,93,-0.1,0.3,0.2,0.066,/wnba/players/l/larkier01w.html,2009
Ivory Latta,ATL,G,24,350,24,350,13.5,0.561,0.491,0.455,0.418,1,2.6,14.8,1.8,0.2,16.6,18.5,108,103,0.8,0.2,1,0.119,/wnba/players/l/lattaiv01w.html,2009
Edwige Lawson-Wade,SAS,G,33,583,33,583,14,0.541,0.52,0.748,0.119,1.9,7,22.1,2.7,0.1,15.4,15.1,108,103,1.1,0.5,1.6,0.108,/wnba/players/l/lawsoed01w.html,2009
Kara Lawson,SAC,G,25,604,25,604,13.6,0.513,0.473,0.55,0.165,2.3,5.5,18.5,1.4,0.1,14,18.2,107,107,1.2,0.1,1.3,0.087,/wnba/players/l/lawsoka01w.html,2009
Shalee Lehning,ATL,G,34,707,34,707,8.7,0.478,0.419,0.323,0.333,3,6.4,24.5,1.2,0.3,33.6,9.4,95,103,0.2,0.5,0.7,0.042,/wnba/players/l/lehnish01w.html,2009
Betty Lennox,LAS,G,30,640,30,640,16.1,0.515,0.461,0.31,0.246,6.5,12.8,15.9,2.2,0.5,19.1,25.8,96,96,0.6,1.2,1.8,0.11,/wnba/players/l/lennobe01w.html,2009
Lisa Leslie*,LAS,C,23,638,23,638,23,0.557,0.52,0.022,0.324,11,14.2,16.1,1.3,4.4,15.7,26.5,106,96,1.8,1.2,3,0.19,NA,2009
Camille Little,SEA,F,34,1044,34,1044,13.7,0.535,0.485,0.103,0.479,9.5,13.7,6.3,2,1.1,17.4,17.4,102,96,1.4,1.9,3.2,0.124,/wnba/players/l/littlca01w.html,2009
Sancho Lyttle,ATL,F,34,931,34,931,21.3,0.544,0.507,0.003,0.278,8.8,15.6,9.4,3.6,1.8,13.6,21,108,93,2.4,2.2,4.6,0.196,/wnba/players/l/lyttlsa01w.html,2009
Hamchetou Maiga-Ba,SAC,F,34,676,34,676,15.5,0.524,0.486,0.004,0.302,6.3,8.3,10.8,2.4,1,15.3,22.2,102,104,1.1,0.4,1.5,0.089,/wnba/players/m/maigaha01w.html,2009
Kristen Mann,WAS,F,16,95,16,95,9.2,0.44,0.429,0.643,0.036,2.5,8.8,11,1.6,0,9.5,14.3,98,100,0.1,0.1,0.2,0.075,/wnba/players/m/mannkr01w.html,2009
Kelly Mazzante,PHO,G,31,433,31,433,7.8,0.528,0.52,0.889,0.03,1.9,5.2,5.3,1.1,0.5,9.1,10.7,107,109,0.5,-0.1,0.4,0.038,/wnba/players/m/mazzake01w.html,2009
Rashanda McCants,MIN,F,34,482,34,482,7.5,0.434,0.41,0.253,0.26,7.3,8.6,9.4,1.6,1.6,17.7,18.7,86,107,-0.4,0,-0.4,-0.031,/wnba/players/m/mccanra01w.html,2009
Janel McCarville,NYL,F-C,32,848,32,848,22,0.565,0.503,0.01,0.355,9,12.4,21.9,2.6,4.5,19.8,23.8,104,95,1.9,1.7,3.7,0.172,/wnba/players/m/mccarja01w.html,2009
Angel McCoughtry,ATL,F-G,34,735,34,735,23.2,0.55,0.499,0.152,0.402,5.4,8.2,17.1,4.9,1.2,15.4,26.4,106,94,2.1,1.6,3.7,0.202,/wnba/players/m/mccouan01w.html,2009
Taj McWilliams-Franklin,DET,F-C,34,1032,34,1032,15.6,0.53,0.496,0.053,0.24,7.6,13.1,16.7,1.7,1.4,17.4,16.3,105,99,1.8,1.5,3.3,0.127,/wnba/players/m/mcwilta01w.html,2009
Chasity Melvin,WAS,C-F,34,756,34,756,12.2,0.468,0.447,0.005,0.324,12.2,12.5,8.4,2.3,3.1,18.9,15.2,95,97,0.3,1.2,1.5,0.079,/wnba/players/m/melvich01w.html,2009
Britany Miller,DET,C,1,8,1,8,-0.6,0,0,0,0,0,0,0,6.5,0,0,5.6,0,95,0,0,0,-0.041,/wnba/players/m/millebr01w.html,2009
Coco Miller,ATL,G,34,407,34,407,10.4,0.491,0.443,0.221,0.213,5.6,7,12.3,1.4,0.4,18.9,16.8,97,103,0.3,0.3,0.6,0.056,/wnba/players/m/milleco01w.html,2009
Kelly Miller,MIN,G,34,675,34,675,8,0.473,0.436,0.443,0.148,3.3,6.7,16.3,1.8,0.2,24,13.7,90,108,-0.1,0,-0.1,-0.008,/wnba/players/m/milleke01w.html,2009
DeLisha Milton-Jones,LAS,F,33,1043,33,1043,11.6,0.477,0.438,0.255,0.23,6.1,9.1,11.7,2.1,0.7,17.3,18.5,95,98,0.4,1.5,1.9,0.073,/wnba/players/m/miltode01w.html,2009
Leilani Mitchell,NYL,G,34,436,34,436,7.5,0.39,0.37,0.52,0.06,2.2,5.7,29.8,1.1,0.4,20.2,13.7,91,103,-0.1,0.3,0.3,0.026,/wnba/players/m/mitchle01w.html,2009
Anna Montanana,MIN,F,16,169,16,169,10.9,0.475,0.458,0.417,0.056,10.4,9.4,18.5,2.7,0,24.5,12.8,99,107,0.1,0,0.2,0.038,/wnba/players/m/montaan01w.html,2009
Renee Montgomery,MIN,G,34,764,34,764,14.1,0.543,0.492,0.484,0.288,2.3,5.3,16.9,1.7,0.9,19,20.1,100,108,1,-0.1,0.9,0.048,/wnba/players/m/montgre01w.html,2009
Jessica Moore,IND,F-C,31,613,31,613,8.6,0.524,0.471,0.008,0.38,7.6,9.5,4.2,1.6,0.8,18.5,12.7,99,98,0.4,0.9,1.3,0.086,/wnba/players/m/mooreje01w.html,2009
Loree Moore,NYL,G,34,941,34,941,11.1,0.423,0.391,0.429,0.206,2.4,8,24.8,3.7,0.2,23.5,16.4,85,96,-0.9,1.8,0.9,0.039,/wnba/players/m/moorelo01w.html,2009
Bernice Mosby,WAS,F,24,169,24,169,6.7,0.433,0.362,0.021,0.298,10.4,13.1,3.1,2.4,0.5,23.1,17.7,82,98,-0.2,0.3,0,0.007,/wnba/players/m/mosbybe01w.html,2009
Shay Murphy,IND,G,24,186,24,186,19.5,0.498,0.444,0.36,0.292,14.4,13.7,11.7,1.7,0.9,8.2,26.5,108,98,0.6,0.3,0.9,0.191,/wnba/players/m/murphsh01w.html,2009
Chen Nan,CHI,C,26,320,26,320,8.7,0.492,0.484,0,0.084,8.9,10.5,3.5,1.3,2.3,22.7,18.3,84,106,-0.3,0.1,-0.3,-0.033,/wnba/players/n/nanch01w.html,2009
Chelsea Newton,SAC,G,23,336,23,336,9.9,0.436,0.4,0.171,0.257,3.7,5.6,18.9,2.8,0.8,17,12.3,98,104,0.2,0.2,0.4,0.049,/wnba/players/n/newtoch01w.html,2009
Deanna Nolan,DET,G-F,33,1113,33,1113,17.4,0.485,0.446,0.234,0.221,3.9,7.6,20.4,2.1,0.8,11.2,25.9,102,101,2.2,1.3,3.4,0.123,/wnba/players/n/nolande01w.html,2009
Nicole Ohlde,PHO,F-C,21,311,21,311,11.1,0.597,0.535,0,0.648,7.3,10.6,2.8,0.8,4.5,24.1,16.2,99,105,0.3,0.1,0.4,0.051,/wnba/players/o/ohldeni01w.html,2009
Courtney Paris,SAC,C,33,442,33,442,18.9,0.546,0.515,0.008,0.25,15.9,19,9.3,1.3,1.9,12,16.6,116,102,1.4,0.4,1.8,0.161,/wnba/players/p/parisco01w.html,2009
Candace Parker,LAS,F-C,25,815,25,815,20.9,0.537,0.494,0.089,0.296,9.2,18,14.5,1,5.6,15.3,19.9,107,93,1.9,1.9,3.8,0.186,/wnba/players/p/parkeca01w.html,2009
Ticha Penicheiro,SAC,G,30,724,30,724,11.5,0.436,0.327,0.065,0.504,2.1,7,34.1,2.2,0.5,27.4,14.2,94,104,0.2,0.4,0.6,0.034,/wnba/players/p/penicti01w.html,2009
Jia Perkins,CHI,G,34,931,34,931,21.1,0.519,0.456,0.206,0.325,3.7,7.6,21,4.1,0.5,11.3,24.1,107,101,2.6,0.9,3.5,0.152,/wnba/players/p/perkiji01w.html,2009
Erin Perperoglou,SAS,F,34,579,34,579,5.8,0.415,0.359,0.229,0.354,4.8,8,8.6,2.2,1.5,24,11.8,81,103,-0.6,0.4,-0.2,-0.014,/wnba/players/p/perpeer01w.html,2009
Erin Phillips,CON,G,32,740,32,740,14.9,0.51,0.458,0.516,0.284,4.3,7.9,15.5,3,0.3,14.5,17.8,101,98,1,1.1,2.1,0.114,/wnba/players/p/philler01w.html,2009
Plenette Pierson,DET,F,1,5,1,5,-5.2,0,0,0,0,0,0,0,10.4,17.5,0,17.8,0,75,0,0,0,-0.186,/wnba/players/p/pierspl01w.html,2009
Cappie Pondexter,PHO,G,34,1075,34,1075,22.2,0.559,0.502,0.234,0.294,3.6,7.5,26.6,1.4,0.8,12.9,26,112,108,4.5,0,4.5,0.168,/wnba/players/p/pondeca01w.html,2009
Nicole Powell,SAC,F,34,1035,34,1035,21.3,0.547,0.497,0.445,0.202,6.2,12.1,14.9,2.5,0.7,13.9,25.7,109,102,3.4,1,4.4,0.171,/wnba/players/p/powelni01w.html,2009
LaToya Sanders,MIN,F-C,17,159,17,159,11.1,0.505,0.433,0,0.5,10.3,14.2,8.3,1,6.9,27.7,14.1,92,103,0,0.1,0.1,0.028,/wnba/players/p/pringla01w.html,2009
Allie Quigley,PHO,G,6,32,6,32,1.5,0.563,0.5,0.5,0.25,3.8,8.7,4.3,0,0,36,18.2,77,110,-0.1,0,-0.1,-0.098,/wnba/players/q/quiglal01w.html,2009
Noelle Quinn,LAS,G,34,929,34,929,16,0.546,0.52,0.316,0.152,4.5,7.9,21.9,2.3,1,16.4,15.1,110,98,2.1,1.4,3.5,0.15,/wnba/players/q/quinnno01w.html,2009
Ruth Riley,SAS,C,31,650,31,650,11.9,0.514,0.476,0.122,0.177,6.8,13.4,7.6,1.2,5.4,18.1,13.9,97,100,0.4,0.8,1.2,0.072,/wnba/players/r/rileyru01w.html,2009
Ashley Robinson,SEA,C,26,167,26,167,-1.6,0.224,0.2,0.04,0.16,4,9.3,1.9,0.7,7,27.2,10.4,46,97,-0.6,0.3,-0.3,-0.078,/wnba/players/r/robinas01w.html,2009
Nakia Sanford,WAS,C-F,34,663,34,663,9.9,0.51,0.47,0,0.622,9.7,13.2,5.9,2,1.7,25.9,18.4,87,97,-0.4,1.1,0.6,0.038,/wnba/players/s/sanfona01w.html,2009
Olayinka Sanni,DET,F-C,31,298,31,298,12.5,0.523,0.48,0,0.367,11,11.5,9.9,1.9,1.5,20.9,21.4,95,100,0.2,0.4,0.5,0.073,/wnba/players/s/sanniol01w.html,2009
Kelly Schumacher,DET,C,1,10,1,10,-0.3,NA,NA,NA,NA,0,0,0,0,8.8,NA,0,NA,104,0,0,0,0.025,/wnba/players/s/schumke01w.html,2009
K.B. Sharp,CHI,G,27,325,27,325,7.6,0.535,0.456,0.298,0.333,1.1,3.8,12.6,1.3,0.5,26,12.5,93,110,0,-0.1,-0.1,-0.007,/wnba/players/s/sharpkb01w.html,2009
Brooke Smith,PHO,F-C,21,144,21,144,5.5,0.567,0.467,0,0.533,9.2,13.6,2.7,0.7,1.5,27.4,7.4,105,106,0.1,0,0.2,0.048,/wnba/players/s/smithbr01w.html,2009
Katie Smith*,DET,G,27,894,27,894,14,0.575,0.532,0.449,0.207,1.8,4.2,15.2,1.2,0.2,16.2,19,108,104,2.1,0.5,2.6,0.114,NA,2009
Tangela Smith,PHO,C,34,920,34,920,14.7,0.535,0.52,0.306,0.076,4.6,11.1,4.4,1.8,4.3,10.5,16,104,102,1.3,0.8,2.1,0.093,/wnba/players/s/smithta01w.html,2009
Belinda Snell,SAS,G,30,553,30,553,12.1,0.48,0.451,0.753,0.159,4.8,7.9,11.9,2.6,0.4,13,18.9,96,103,0.4,0.4,0.8,0.055,/wnba/players/s/snellbe01w.html,2009
Michelle Snow,ATL,C,34,503,34,503,14.6,0.546,0.479,0.014,0.479,9,16.5,5.2,1.5,2.6,18.7,17.2,103,96,0.7,0.9,1.6,0.13,/wnba/players/s/snowmi01w.html,2009
Sidney Spencer,NYL,G,33,340,33,340,10.9,0.538,0.511,0.648,0.102,2.5,6.7,8,0.9,0.3,8.9,13.8,108,103,0.6,0.3,0.8,0.098,/wnba/players/s/spencsi01w.html,2009
Tammy Sutton-Brown,IND,C,27,680,27,680,16,0.534,0.466,0,0.5,7.5,14.1,6.7,1.2,5,16.4,19.8,101,94,0.9,1.5,2.4,0.138,/wnba/players/s/suttota01w.html,2009
Ketia Swanier,PHO,G,33,388,33,388,7.7,0.485,0.438,0.375,0.205,2.2,7.6,19,1.8,0.5,32.4,15.4,83,106,-0.4,0.1,-0.3,-0.033,/wnba/players/s/swanike01w.html,2009
Diana Taurasi,PHO,G,31,976,31,976,25.4,0.62,0.552,0.447,0.392,2.2,10.2,18.2,1.8,3.1,13.9,25.4,117,103,4.7,0.7,5.4,0.222,/wnba/players/t/tauradi01w.html,2009
Penny Taylor,PHO,F,14,283,14,283,19.6,0.592,0.509,0.231,0.444,5.1,6.7,17.6,3,0.5,19.4,23.8,108,105,0.8,0.1,1,0.136,/wnba/players/t/taylope01w.html,2009
Christi Thomas,MIN,F-C,11,66,11,66,-6.9,0.069,0.048,0.333,0.095,8.9,13.9,6.7,2.3,6,21.5,18.7,30,100,-0.6,0.1,-0.5,-0.304,/wnba/players/t/thomach01w.html,2009
Tina Thompson*,LAS,F,34,1182,34,1182,13,0.503,0.451,0.357,0.248,4.9,10.1,11.5,1.2,1.7,17.7,20.2,97,99,0.9,1.7,2.6,0.088,NA,2009
Erin Thorn,CHI,G,34,577,34,577,15.3,0.572,0.532,0.541,0.194,2.8,5.6,16.5,1.8,0,14.4,17.1,111,108,1.4,0,1.4,0.099,/wnba/players/t/thorner01w.html,2009
Kristi Toliver,CHI,G,27,386,27,386,18.8,0.606,0.579,0.566,0.145,1.9,5.8,26.7,1.4,0.6,20.6,25.4,105,108,1,0,1,0.1,/wnba/players/t/tolivkr01w.html,2009
Barbara Turner,CON,G-F,7,144,7,144,5.7,0.323,0.256,0.641,0.256,3,5.9,15.3,1.8,0,8.4,14.6,82,102,-0.2,0.1,0,-0.005,/wnba/players/t/turneba01w.html,2009
Kia Vaughn,NYL,C,34,396,34,396,11.9,0.5,0.493,0.014,0.23,10.7,13.4,4.3,0.8,0.6,16.4,22.9,91,101,-0.1,0.4,0.4,0.038,/wnba/players/v/vaughki01w.html,2009
Ashley Walker,SEA,F-C,13,90,13,90,3.8,0.355,0.268,0.214,0.357,8.8,16.5,7.8,1.2,2,17.8,20.6,76,95,-0.2,0.2,0,-0.019,/wnba/players/w/walkeas01w.html,2009
DeMya Walker,SAC,F,34,821,34,821,11.8,0.516,0.476,0.004,0.292,8.2,12,14.5,1.7,1.7,24.6,20.1,92,103,0,0.6,0.6,0.029,/wnba/players/w/walkede01w.html,2009
Ann Wauters,SAS,C,17,463,17,463,17.4,0.576,0.551,0.036,0.31,7.9,12.7,8.6,1.5,1,18.7,23.7,99,103,0.6,0.4,0.9,0.079,/wnba/players/w/wautean01w.html,2009
Lindsay Whalen*,CON,G,34,1000,34,1000,19.6,0.544,0.463,0.253,0.393,4.3,8.9,28.3,2.2,0.4,14.1,19.9,112,99,3.2,1.4,4.6,0.183,NA,2009
Erica White,IND,G,2,18,2,18,9,0.167,0.167,0.5,0,0,6.7,37.9,2.9,4.7,0,15,71,93,0,0,0,-0.004,/wnba/players/w/whiteer01w.html,2009
Tan White,CON,G,30,659,30,659,16.9,0.53,0.492,0.526,0.202,3.4,7.1,18.4,2.8,1.1,12.1,20.6,105,98,1.4,1,2.4,0.144,/wnba/players/w/whiteta01w.html,2009
Tamika Whitmore,CON,F,24,376,24,376,6.6,0.371,0.319,0.181,0.26,6,7.8,11.2,1.2,0.6,12.4,19.1,82,102,-0.5,0.3,-0.2,-0.022,/wnba/players/w/whitmta01w.html,2009
Khadijah Whittington,IND,F,3,25,3,25,23.4,0.6,0.6,0,0,9.3,12.1,19.9,0,0,0,18,133,101,0.1,0,0.2,0.255,/wnba/players/w/whittkh01w.html,2009
Candice Wiggins,MIN,G,34,1017,34,1017,14.6,0.523,0.433,0.364,0.417,3.5,6,15.5,2.1,0.5,16,22.1,102,108,1.8,0,1.8,0.072,/wnba/players/w/wiggica01w.html,2009
Le'coe Willingham,PHO,F,34,713,34,713,18.1,0.587,0.535,0.031,0.31,10.8,11.2,7.8,1.5,0.9,13.7,19.8,114,107,2.4,0.1,2.5,0.142,/wnba/players/w/willile01w.html,2009
Lisa Willis,SAC,G,2,5,2,5,-31.2,0,0,0.5,0,0,0,0,0,0,33.3,26.5,0,113,-0.1,0,-0.1,-0.695,/wnba/players/w/willili01w.html,2009
Christina Wirth,IND,F,21,121,21,121,7.4,0.374,0.362,0.483,0.034,2.9,7.5,18.6,1.3,0.7,9.2,12.1,94,99,0,0.2,0.2,0.063,/wnba/players/w/wirthch01w.html,2009
Lindsay Wisdom-Hylton,LAS,F,29,197,29,197,13.5,0.497,0.467,0.016,0.311,8.9,12.5,7.2,0.8,3.5,17.8,19.2,94,98,0.1,0.3,0.4,0.075,/wnba/players/w/wisdoli01w.html,2009
Tanisha Wright,SEA,G,33,1072,33,1072,16.3,0.545,0.475,0.093,0.327,5.4,7,23.7,2.5,0.8,18.7,20,106,99,2.4,1.5,3.9,0.146,/wnba/players/w/wrighta01w.html,2009
Brooke Wyckoff,CHI,F,27,531,27,531,7.5,0.535,0.514,0.689,0.108,4,8.4,11.4,1,3.1,27.2,9.2,96,106,0.2,0.1,0.3,0.022,/wnba/players/w/wyckobr01w.html,2009
Sophia Young-Malcolm,SAS,F,33,1113,33,1113,21.5,0.531,0.472,0.114,0.392,7.8,12,10.2,2.1,1.1,9.9,26.3,107,102,3.2,1,4.2,0.153,/wnba/players/y/youngso01w.html,2009
Shavonte Zellous,DET,G,34,802,34,802,16.2,0.539,0.423,0.165,0.609,3.8,7.9,13.9,1.8,1.9,17,25.1,103,100,1.8,1,2.7,0.135,/wnba/players/z/zellosh01w.html,2009
Shanna Zolman,SAS,G,19,176,19,176,17.9,0.604,0.592,0.592,0.079,0,3.5,7.2,0.6,0,6,22.2,113,109,0.6,0,0.5,0.119,/wnba/players/z/zolmash01w.html,2009
Kristin Haynie,TOT,G,29,317,29,317,12.1,0.468,0.42,0.318,0.239,3.1,7.7,15.5,4.5,0.3,20.5,17.1,91,97,0,0.5,0.5,0.064,/wnba/players/h/haynikr01w.html,2009
Tasha Humphrey,TOT,C,28,407,28,407,11.5,0.473,0.44,0.428,0.187,3.7,10.8,5,1.6,1.8,10,21.6,95,104,0.2,0.3,0.5,0.047,/wnba/players/h/humphta01w.html,2009
Crystal Kelly,TOT,F,34,367,34,367,11.1,0.576,0.418,0.013,0.949,8.8,9,5.4,1.6,0.7,22.8,17.5,104,105,0.6,0.1,0.8,0.083,/wnba/players/k/kellycr01w.html,2009
Katie Mattera,TOT,C,15,102,15,102,10.3,0.633,0.64,0,0.6,11.1,17,1.9,0.5,6.9,37.5,23.1,79,100,-0.2,0.1,-0.1,-0.043,/wnba/players/m/matteka01w.html,2009
Armintie Herrington,TOT,G,33,421,33,421,9.1,0.439,0.381,0,0.595,9.2,10.7,11.6,1.9,0.6,20.3,14.2,91,105,0,0.2,0.2,0.018,/wnba/players/p/pricear01w.html,2009
Nikki Teasley,TOT,G,21,456,21,456,8.1,0.545,0.514,0.681,0.174,0.8,4,18.8,1.6,0.9,27.4,9.7,101,103,0.3,0.4,0.7,0.061,/wnba/players/t/teaslni01w.html,2009
Tamera Young,TOT,F,21,201,21,201,13.6,0.452,0.363,0.178,0.479,9.5,13.1,10,3.3,2,18.5,23.8,90,98,-0.1,0.3,0.2,0.043,/wnba/players/y/youngta01w.html,2009
Kristin Haynie,DET,G,20,161,20,161,13.1,0.5,0.463,0.325,0.225,3.8,9.3,11.4,4.5,0,18.5,14.9,96,94,0.1,0.3,0.4,0.103,/wnba/players/h/haynikr01w.html,2009
Tasha Humphrey,WAS,C,9,67,9,67,1.5,0.331,0.304,0.429,0.179,7,11.6,7.8,0.8,3.6,16.6,23.4,71,99,-0.2,0.1,-0.1,-0.087,/wnba/players/h/humphta01w.html,2009
Crystal Kelly,SAC,F,23,283,23,283,11.6,0.597,0.439,0.018,1,8.9,8.7,4.7,1.3,0.6,21.1,16.2,110,107,0.6,0,0.7,0.096,/wnba/players/k/kellycr01w.html,2009
Katie Mattera,SAS,C,13,79,13,79,11.3,0.581,0.619,0,0.429,11.1,17.3,2.5,0.7,7.9,34.2,22.5,77,98,-0.2,0.1,-0.1,-0.047,/wnba/players/m/matteka01w.html,2009
Armintie Herrington,CHI,G,22,323,22,323,10.5,0.439,0.386,0,0.571,9.6,11.1,13.5,2,0.3,17,15,95,106,0.1,0.1,0.2,0.029,/wnba/players/p/pricear01w.html,2009
Nikki Teasley,ATL,G,10,234,10,234,8.9,0.567,0.517,0.567,0.333,1,4.2,20.4,1.9,0.3,25.9,8.2,111,102,0.3,0.2,0.5,0.091,/wnba/players/t/teaslni01w.html,2009
Tamera Young,ATL,F,11,72,11,72,12.2,0.435,0.352,0.185,0.63,9.5,11.1,10.5,4.1,1.1,20.7,25.1,85,95,-0.1,0.1,0,0.025,/wnba/players/y/youngta01w.html,2009
Kristin Haynie,SAC,G,9,156,9,156,11,0.441,0.385,0.313,0.25,2.4,6,19.6,4.4,0.5,22,19.3,88,100,-0.1,0.2,0.1,0.023,/wnba/players/h/haynikr01w.html,2009
Tasha Humphrey,MIN,C,19,340,19,340,13.5,0.502,0.467,0.428,0.188,3.1,10.6,4.5,1.8,1.4,8.6,21.3,101,105,0.5,0.2,0.6,0.073,/wnba/players/h/humphta01w.html,2009
