player,team,pos,g,mp,g_2,gs,mp_2,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,trb,ast,stl,blk,tov,pf,pts,link,season
Megan Gustafson,DAL,C,25,238,25,0,9.5,1.1,2.2,0.491,0,0.4,0.111,1,1.8,0.565,0.7,0.8,0.9,0.8,2.5,0.3,0.2,0.2,0.4,1,2.9,/wnba/players/g/gustame01w.html,2019
Dearica Hamby,LVA,F,34,842,34,9,24.8,4.1,8.5,0.488,0.5,1.6,0.321,3.6,6.9,0.525,2.2,3,0.718,2.2,7.6,1.9,1,0.4,1.8,2.1,11,/wnba/players/h/hambyde01w.html,2019
Isabelle Harrison,DAL,F,31,794,31,29,25.6,3.5,7.8,0.456,0,0.2,0,3.5,7.6,0.468,1.5,2.2,0.716,2.3,5.8,1.4,1.1,0.8,1.5,2.6,8.6,/wnba/players/h/harriis01w.html,2019
Bria Hartley,NYL,G,24,545,24,18,22.7,3.3,8.8,0.376,1,3,0.329,2.3,5.7,0.401,2.2,2.8,0.803,0.8,3.2,3.2,0.8,0,2.1,2.3,9.8,/wnba/players/h/hartlbr01w.html,2019
Tianna Hawkins,WAS,F,31,477,31,1,15.4,3.6,7.1,0.514,1.1,2.9,0.363,2.6,4.2,0.62,1.2,1.3,0.925,1.5,4.2,0.7,0.5,0.1,1.1,2.5,9.5,/wnba/players/h/hawkiti01w.html,2019
Tiffany Hayes,ATL,G,29,817,29,29,28.2,5.1,12.9,0.393,1.2,4,0.308,3.8,8.9,0.432,3.3,4.4,0.764,0.7,3,2.8,1,0.3,2.4,2.4,14.7,/wnba/players/h/hayesti01w.html,2019
Natisha Hiedeman,CON,G,20,205,20,0,10.3,1.2,2.9,0.414,0.7,1.4,0.464,0.6,1.5,0.367,0.6,1.2,0.5,0.4,1.5,1.9,0.4,0.1,0.7,1.3,3.7,/wnba/players/h/hiedena01w.html,2019
Tayler Hill,DAL,G,4,49,4,2,12.3,1,3.3,0.308,0.3,1.5,0.167,0.8,1.8,0.429,1,1.3,0.8,0.5,1.3,0.8,0.3,0,0,1,3.3,/wnba/players/h/hillta01w.html,2019
Myisha Hines-Allen,WAS,F,27,211,27,0,7.8,0.9,2.6,0.362,0.2,0.6,0.375,0.7,2,0.358,0.3,0.4,0.583,0.9,2.1,0.9,0.3,0.4,0.8,1.2,2.3,/wnba/players/h/hinesmy01w.html,2019
Bria Holmes,CON,G,34,529,34,0,15.6,2.3,5.7,0.399,0.6,1.9,0.317,1.7,3.8,0.438,1.1,1.7,0.672,0.3,1.4,0.9,0.5,0.2,0.9,1.1,6.3,/wnba/players/h/holmebr01w.html,2019
Anriel Howard,SEA,F,3,20,3,0,6.7,0.7,1.7,0.4,0.3,0.7,0.5,0.3,1,0.333,0,0,NA,0.7,1,0,0.3,0,0.7,1.3,1.7,/wnba/players/h/howaran01w.html,2019
Natasha Howard,SEA,F,34,1066,34,34,31.4,6.7,15.2,0.439,0.9,3.1,0.308,5.7,12.1,0.472,3.8,4.6,0.81,2.7,8.2,2.1,2.2,1.7,2.9,2.9,18.1,/wnba/players/h/howarna01w.html,2019
Chloe Jackson,CHI,G,8,32,8,0,4,0.3,1.1,0.222,0,0,NA,0.3,1.1,0.222,0.1,0.8,0.167,0.4,0.8,0.5,0.6,0,0.8,0.1,0.6,/wnba/players/j/jacksch01w.html,2019
Briann January,PHO,G,32,852,32,26,26.6,2.2,5.7,0.39,1,2.6,0.378,1.3,3.1,0.4,1.1,1.3,0.837,0.2,1.3,3.2,0.8,0.1,1.7,2.1,6.5,/wnba/players/j/januabr01w.html,2019
Marine Johannes,NYL,G,19,345,19,0,18.2,2.5,5.8,0.436,1.3,3.5,0.379,1.2,2.3,0.523,0.8,1,0.789,0.5,1.8,2.4,0.4,0.2,1.2,1.6,7.2,/wnba/players/j/johanma01w.html,2019
Glory Johnson,DAL,F,28,676,28,19,24.1,2.8,7.6,0.364,1.3,3.7,0.34,1.5,4,0.387,0.5,0.9,0.583,1,5.1,1.4,1.4,0.6,1,1.6,7.3,/wnba/players/j/johnsgl01w.html,2019
Shenise Johnson,IND,G,17,219,17,0,12.9,1.8,5.3,0.333,0.5,1.9,0.242,1.3,3.4,0.386,0.9,0.9,0.938,0.6,2.1,1.1,0.7,0.1,0.7,1,4.9,/wnba/players/j/johnssh02w.html,2019
Alexis Jones,LAS,G,20,243,20,1,12.2,1.4,3.5,0.4,0.6,1.7,0.333,0.9,1.9,0.459,0.6,0.8,0.8,0.1,1.1,1.8,0.3,0.2,1.4,1.5,4,/wnba/players/j/jonesal01w.html,2019
Brionna Jones,CON,F,27,227,27,0,8.4,1.3,2.8,0.467,0,0,0,1.3,2.7,0.473,0.9,1.3,0.667,1.4,2.2,0.3,0.3,0.3,0.7,1.3,3.5,/wnba/players/j/jonesbr01w.html,2019
Jonquel Jones,CON,F,34,980,34,34,28.8,5.1,11.4,0.448,1.3,4.1,0.309,3.8,7.3,0.526,3.2,3.9,0.818,3.3,9.7,1.5,1.3,2,1.9,2.8,14.6,/wnba/players/j/jonesjo01w.html,2019
Paris Kea,IND,G,11,60,11,0,5.5,1,2.5,0.407,0.5,0.8,0.556,0.5,1.6,0.333,0.2,0.4,0.5,0.1,0.5,0.5,0.1,0.2,0.8,0.4,2.6,/wnba/players/k/keapa01w.html,2019
Betnijah Laney,IND,G-F,34,877,34,27,25.8,2.3,6.3,0.362,0.6,1.9,0.303,1.7,4.3,0.388,0.5,0.9,0.581,0.9,4.2,1.7,1.4,0.1,1.4,1.6,5.6,/wnba/players/l/laneybe01w.html,2019
Crystal Langhorne,SEA,F-C,34,577,34,4,17,2.1,5,0.409,0.5,1.7,0.316,1.5,3.4,0.456,1,1.3,0.75,0.8,3.1,1,0.3,0.3,1.3,1,5.6,/wnba/players/l/langhcr01w.html,2019
Jantel Lavender,CHI,F,23,619,23,22,26.9,4.5,9.1,0.49,0.3,1.2,0.222,4.2,8,0.53,0.8,0.9,0.905,2,6.9,1.1,0.3,0.6,1.4,1.5,10,/wnba/players/l/lavenja01w.html,2019
Camille Little,PHO,F,29,425,29,0,14.7,1.4,3.2,0.435,0.2,0.7,0.333,1.1,2.4,0.465,0.9,1.1,0.806,0.7,2.4,0.8,0.4,0.3,0.9,1.8,3.9,/wnba/players/l/littlca01w.html,2019
Jewell Loyd,SEA,G,27,686,27,21,25.4,4.3,11.1,0.391,1.3,3.7,0.337,3.1,7.3,0.419,2.4,2.6,0.928,0.4,2.7,2,1.3,0.1,1.9,1.2,12.3,/wnba/players/l/loydje01w.html,2019
Sancho Lyttle,PHO,F,20,250,20,2,12.5,1.3,3.1,0.419,0.1,0.2,0.25,1.3,2.9,0.431,0.3,0.4,0.625,0.7,2.9,0.3,0.6,0.3,0.6,1.4,2.9,/wnba/players/l/lyttlsa01w.html,2019
Marina Mabrey,LAS,G,31,355,31,0,11.5,1.5,4.2,0.344,0.7,2.5,0.273,0.8,1.7,0.444,0.5,0.5,0.875,0.2,1.2,1,0.6,0.2,0.8,0.7,4,/wnba/players/m/mabrema01w.html,2019
Victoria Macaulay,CHI,C,5,22,5,0,4.4,0.4,1,0.4,0,0,NA,0.4,1,0.4,0.4,0.4,1,0.2,0.8,0,0.4,0.2,0,0.6,1.2,/wnba/players/m/macauvi01w.html,2019
Stephanie Mavunga,IND,F,24,204,24,0,8.5,1,2,0.511,0,0,0,1,1.9,0.522,0.5,0.7,0.706,0.9,2.3,0.2,0.3,0.3,0.4,1.6,2.5,/wnba/players/m/mavunst01w.html,2019
Kayla McBride,LVA,G,34,990,34,34,29.1,4.5,10.5,0.425,1.8,4.3,0.428,2.6,6.3,0.423,2.6,2.8,0.906,0.6,4.1,2.6,1.2,0.1,1.7,1.4,13.3,/wnba/players/m/mcbrika01w.html,2019
Erica McCall,IND,F,15,104,15,0,6.9,0.2,1.5,0.136,0,0,NA,0.2,1.5,0.136,0.5,0.5,1,0.7,1.8,0.4,0.1,0.4,0.2,0.9,0.9,/wnba/players/m/mccaler01w.html,2019
Brooke McCarty-Williams,DAL,G,34,447,34,3,13.1,0.8,2.6,0.289,0.5,1.5,0.36,0.2,1.2,0.2,0.3,0.4,0.917,0.3,1.3,1.9,0.5,0,0.9,1.2,2.4,/wnba/players/m/mccarbr01w.html,2019
Angel McCoughtry,ATL,F-G,1,0,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,/wnba/players/m/mccouan01w.html,2019
Teaira McCowan,IND,C,34,752,34,16,22.1,3.5,6.8,0.517,0,0,NA,3.5,6.8,0.517,3,4.4,0.687,3.2,9,0.2,0.6,1.3,1.3,3.2,10,/wnba/players/m/mccowte01w.html,2019
Emma Meesseman,WAS,F,23,543,23,6,23.6,5.3,9.6,0.552,0.8,2,0.422,4.5,7.7,0.585,1.7,1.8,0.905,1.2,4.2,3.2,0.9,0.7,1,1.8,13.1,/wnba/players/m/meessem01w.html,2019
Kim Mestdagh,WAS,G,15,71,15,0,4.7,0.5,1.2,0.389,0.4,1,0.4,0.1,0.2,0.333,0.1,0.1,1,0.1,0.3,0.4,0.1,0,0.4,0.3,1.5,/wnba/players/m/mestdki01w.html,2019
Kelsey Mitchell,IND,G,34,852,34,20,25.1,4.9,12.7,0.387,2.3,6.2,0.374,2.6,6.5,0.398,1.5,1.8,0.836,0.1,1.6,2.6,0.4,0.1,1.7,1.7,13.6,/wnba/players/m/mitchke01w.html,2019
Leilani Mitchell,PHO,G,32,971,32,27,30.3,4.2,9.5,0.441,2.3,5.4,0.43,1.9,4.1,0.455,2.1,2.6,0.829,0.5,3,4,0.9,0.3,1.8,2.4,12.8,/wnba/players/m/mitchle01w.html,2019
Tiffany Mitchell,IND,G,33,831,33,14,25.2,3.3,8.7,0.381,0.6,2.1,0.29,2.7,6.6,0.41,2.5,2.8,0.892,0.7,2.9,2.2,0.6,0.1,1.7,2.5,9.7,/wnba/players/m/mitchti01w.html,2019
Renee Montgomery,ATL,G,34,949,34,34,27.9,3.1,8.5,0.37,2,6.2,0.324,1.1,2.3,0.494,1.2,1.5,0.824,0.3,2.2,2.6,0.9,0.2,1.9,1.5,9.5,/wnba/players/m/montgre01w.html,2019
Kaleena Mosqueda-Lewis,SEA,F,31,435,31,4,14,2.1,5.3,0.399,0.9,2.6,0.341,1.2,2.6,0.457,0.5,0.5,1,0.3,1.2,0.5,0.3,0.2,1.2,1.3,5.5,/wnba/players/m/mosquka01w.html,2019
Jaime Nared,LVA,G-F,1,1,1,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,1,0,/wnba/players/n/naredja01w.html,2019
Astou Ndour,CHI,C-F,21,368,21,11,17.5,2.8,5.6,0.492,0.7,1.6,0.424,2.1,4,0.518,0.6,0.9,0.722,1.4,4.2,0.7,0.5,0.7,0.7,1.7,6.8,/wnba/players/n/ndouras01w.html,2019
Kia Nurse,NYL,G,34,1001,34,34,29.4,4.2,10.6,0.393,1.9,5.4,0.353,2.3,5.2,0.435,3.4,3.9,0.872,0.6,2.5,2.3,0.7,0.1,1.6,1.8,13.7,/wnba/players/n/nurseki01w.html,2019
Arike Ogunbowale,DAL,G,33,1059,33,28,32.1,6.5,16.7,0.388,1.7,4.9,0.352,4.8,11.8,0.404,4.4,5.4,0.815,0.6,2.4,3.2,1.1,0,2.1,2.6,19.1,/wnba/players/o/ogunbar01w.html,2019
Chiney Ogwumike,LAS,F-C,32,697,32,14,21.8,3.9,7.9,0.494,0,0.1,0.25,3.9,7.8,0.498,1.7,2.1,0.809,2.5,5.8,0.8,1,0.7,1.3,3.4,9.6,/wnba/players/o/ogwumch01w.html,2019
Nneka Ogwumike,LAS,F,32,892,32,32,27.9,6.5,12.7,0.51,0.7,2.1,0.338,5.8,10.6,0.544,2.4,2.9,0.828,2.3,8.8,1.8,1.9,0.5,1.8,2.9,16.1,/wnba/players/o/ogwumnn01w.html,2019
Courtney Paris,SEA,C,30,190,30,0,6.3,0.2,0.5,0.4,0,0,NA,0.2,0.5,0.4,0.1,0.2,0.429,0.4,1.7,0.4,0.3,0.1,0.3,0.6,0.5,/wnba/players/p/parisco01w.html,2019
Candace Parker,LAS,F-C,22,571,22,22,26,4,9.6,0.422,0.7,2.7,0.267,3.3,6.9,0.483,2.4,3,0.791,1.1,6.4,3.5,1,0.8,2.5,1.8,11.2,/wnba/players/p/parkeca01w.html,2019
Cheyenne Parker,CHI,F,34,670,34,0,19.7,3.1,6.9,0.459,0.1,0.5,0.278,3,6.3,0.474,2.4,2.8,0.842,1.8,5.8,0.9,0.7,1.2,1.3,2.4,8.8,/wnba/players/p/parkech01w.html,2019
JiSu Park,LVA,C,25,163,25,0,6.5,0.3,1.5,0.216,0,0,0,0.3,1.4,0.222,0.2,0.4,0.444,0.4,1.1,0.4,0.2,0.2,0.3,0.9,0.8,/wnba/players/p/parkji01w.html,2019
Shey Peddy,WAS,G,15,71,15,0,4.7,0.5,0.9,0.615,0.3,0.5,0.5,0.3,0.3,0.8,0.4,0.4,1,0.1,0.6,0.5,0.3,0,0.2,0.5,1.7,/wnba/players/p/peddysh01w.html,2019
Haley Peters,ATL,F,4,26,4,0,6.5,0,1.8,0,0,0,NA,0,1.8,0,0.5,0.5,1,0.3,0.5,0.3,0.3,0.3,1,0.8,0.5,/wnba/players/p/peterha01w.html,2019
Kelsey Plum,LVA,G,34,868,34,30,25.5,3.1,8.6,0.365,1.3,3.7,0.36,1.8,4.9,0.369,1,1.1,0.872,0.4,2.9,3,0.8,0.1,1.6,2.2,8.6,/wnba/players/p/plumke01w.html,2019
Aerial Powers,WAS,F-G,30,593,30,7,19.8,3.6,8.3,0.434,1.4,3.9,0.362,2.2,4.4,0.496,2.8,3.3,0.867,1.1,3.2,1.5,0.8,0.2,1.5,1.6,11.4,/wnba/players/p/powerae01w.html,2019
Epiphanny Prince,LVA,G,3,28,3,0,9.3,1.7,3.3,0.5,1,2.3,0.429,0.7,1,0.667,0,0,NA,0.3,0.7,1,0.3,0.3,0,1.7,4.3,/wnba/players/p/princep01w.html,2019
LaToya Sanders,WAS,F-C,34,804,34,34,23.6,2.6,5.1,0.506,0,0,NA,2.6,5.1,0.506,1,1.1,0.892,1.3,5.5,1.9,0.9,1.4,0.9,2.1,6.1,/wnba/players/p/pringla01w.html,2019
Allie Quigley,CHI,G,34,972,34,34,28.6,5,10.2,0.493,2.4,5.3,0.442,2.7,4.9,0.548,1.4,1.6,0.87,0.4,3,2.5,0.8,0.2,1.4,1.8,13.8,/wnba/players/q/quiglal01w.html,2019
Nayo Raincock-Ekunwe,NYL,F,28,367,28,1,13.1,1.5,2.8,0.544,0,0.1,0.333,1.5,2.7,0.553,0.6,0.9,0.64,1.4,2.8,0.4,0.3,0.1,0.8,1.5,3.7,/wnba/players/r/raincna01w.html,2019
Danielle Robinson,MIN,G,34,919,34,25,27,4.1,9.3,0.437,0.3,1.2,0.22,3.8,8.1,0.469,1.7,1.9,0.879,0.6,3.5,3.7,1.2,0.2,2.1,1.8,10.1,/wnba/players/r/robinda01w.html,2019
Sugar Rodgers,LVA,G,33,382,33,0,11.6,1.2,3.4,0.36,0.9,2.5,0.357,0.3,0.8,0.37,0.1,0.2,0.6,0.1,1.5,1.2,0.4,0.4,0.8,1.1,3.4,/wnba/players/r/rodgesu01w.html,2019
Tierra Ruffin-Pratt,LAS,G,34,856,34,33,25.2,2.1,5.8,0.367,0.7,2.1,0.342,1.4,3.6,0.382,1,1.2,0.854,0.6,2.4,1.7,0.8,0.6,0.9,2.7,6,/wnba/players/r/ruffiti01w.html,2019
Mercedes Russell,SEA,C,34,870,34,30,25.6,3.1,6,0.52,0,0,NA,3.1,6,0.52,1.2,1.9,0.646,2.4,6.1,1,1.1,0.5,1,2.5,7.5,/wnba/players/r/russeme01w.html,2019
Katie Lou Samuelson,CHI,F,20,153,20,0,7.7,0.6,1.9,0.316,0.4,1.5,0.276,0.2,0.5,0.444,0.8,1,0.8,0.2,0.9,0.4,0.3,0.1,0.3,0.8,2.4,/wnba/players/s/samueka02w.html,2019
Jessica Shepard,MIN,F,6,112,6,0,18.7,1.8,4.8,0.379,0.2,1.2,0.143,1.7,3.7,0.455,1,1.3,0.75,1.5,5.7,3.5,0.3,0.2,2.5,1.5,4.8,/wnba/players/s/shepaje01w.html,2019
Odyssey Sims,MIN,G,34,1083,34,34,31.9,5.6,13.4,0.415,0.7,2.7,0.269,4.8,10.6,0.453,2.6,3.3,0.795,0.7,3.4,5.4,1.4,0.1,3.3,2,14.5,/wnba/players/s/simsod01w.html,2019
Alanna Smith,PHO,F,18,134,18,0,7.4,0.4,2.3,0.195,0.1,1,0.111,0.3,1.3,0.261,0.1,0.1,0.5,0.6,1.9,0.2,0.3,0.3,0.4,1,1.1,/wnba/players/s/smithal01w.html,2019
Azura Stevens,DAL,F-C,9,144,9,1,16,2.1,5.9,0.358,0.1,1,0.111,2,4.9,0.409,0.4,0.6,0.8,1.7,3.6,0.6,0.6,1.1,1,1.3,4.8,/wnba/players/s/steveaz01w.html,2019
Shekinna Stricklen,CON,F,34,804,34,34,23.6,3.1,7.5,0.408,2.2,5.9,0.382,0.8,1.6,0.5,0.6,0.8,0.815,0.3,1.9,1.1,1,0.2,0.8,2.3,9,/wnba/players/s/stricsh01w.html,2019
Carolyn Swords,LVA,C,29,257,29,4,8.9,1.1,2.5,0.438,0,0,NA,1.1,2.5,0.438,0.4,0.4,0.846,0.7,2.2,0.3,0.2,0.1,0.6,0.9,2.6,/wnba/players/s/swordca01w.html,2019
Brittney Sykes,ATL,G,34,880,34,27,25.9,3.8,10.3,0.365,0.8,3.2,0.259,2.9,7.1,0.412,1.9,2.7,0.703,0.7,4.4,2.5,0.6,0.5,2,1.7,10.2,/wnba/players/s/sykesbr01w.html,2019
Stephanie Talbot,MIN,F,33,561,33,10,17,1.7,4.7,0.37,0.9,2.9,0.326,0.8,1.8,0.441,0.8,0.9,0.871,0.5,2.4,1.2,0.9,0.3,1.3,1.1,5.2,/wnba/players/t/talbost01w.html,2019
Diana Taurasi,PHO,G,6,129,6,6,21.5,0.7,6.5,0.103,0.2,4,0.042,0.5,2.5,0.2,2.8,3,0.944,0.2,3.2,5.3,0.3,0.2,2.2,2.5,4.3,/wnba/players/t/tauradi01w.html,2019
Alyssa Thomas,CON,F,34,1026,34,34,30.2,4.9,9.8,0.505,0,0,0,4.9,9.8,0.506,1.8,3.6,0.496,2.4,7.8,3.1,1.9,0.4,2,2.8,11.6,/wnba/players/t/thomaal01w.html,2019
Jasmine Thomas,CON,G,34,1009,34,34,29.7,4.1,10.4,0.392,1.3,3.6,0.366,2.8,6.8,0.405,1.6,2.1,0.8,0.6,2.9,5.1,1.4,0.1,2.7,1.8,11.1,/wnba/players/t/thomaja01w.html,2019
Kayla Thornton,DAL,F,27,822,27,25,30.4,3.7,10.7,0.343,1,3.8,0.272,2.6,6.9,0.382,2,2.1,0.931,1.8,5.3,1.8,0.9,0.3,1.6,2.2,10.4,/wnba/players/t/thornka01w.html,2019
Shao Ting,MIN,F,5,27,5,0,5.4,0.4,2,0.2,0,0,NA,0.4,2,0.2,0.4,0.6,0.667,0.4,1.2,0.4,0,0.2,0.4,1.2,1.2,/wnba/players/t/tingsh01w.html,2019
Kristi Toliver,WAS,G,23,678,23,23,29.5,5,10.2,0.494,1.6,4.3,0.36,3.5,5.9,0.593,1.3,1.5,0.857,0.5,2.9,6,1.2,0.1,2,1.3,13,/wnba/players/t/tolivkr01w.html,2019
Morgan Tuck,CON,F,33,352,33,0,10.7,1.4,3.5,0.388,0.5,1.3,0.357,0.9,2.2,0.405,0.5,0.9,0.6,0.5,2,0.8,0.4,0.1,0.9,1.3,3.7,/wnba/players/t/tuckmo01w.html,2019
Brianna Turner,PHO,F,29,462,29,12,15.9,1.7,3.1,0.538,0,0,NA,1.7,3.1,0.538,0.7,0.9,0.731,1.6,4.1,0.5,0.2,0.7,0.7,1.7,4,/wnba/players/t/turnebr01w.html,2019
Yvonne Turner,PHO,G,29,595,29,14,20.5,2,5.9,0.343,0.9,2.7,0.329,1.1,3.2,0.355,1.5,1.7,0.878,0.3,2.8,2.3,0.6,0.1,2,1.3,6.4,/wnba/players/t/turneyv01w.html,2019
Maria Vadeeva,LAS,C,15,180,15,1,12,3.4,6.9,0.49,0.3,1.1,0.313,3.1,5.9,0.523,0.7,0.9,0.769,1.2,3.9,0.7,1,0.2,1.2,1.5,7.8,/wnba/players/v/vadeema01w.html,2019
Courtney Vandersloot,CHI,G,33,991,33,33,30,4.1,9.1,0.452,0.9,3.2,0.29,3.2,5.8,0.542,2.1,2.4,0.85,0.6,4.3,9.1,1.4,0.5,2.9,1.5,11.2,/wnba/players/v/vandeco01w.html,2019
Ashley Walker,LAS,F-C,3,22,3,0,7.3,0.3,3.7,0.091,0,1.7,0,0.3,2,0.167,0,0,NA,0.7,1,1,0.3,0,0,1.3,0.7,/wnba/players/w/walkeas01w.html,2019
Shatori Walker-Kimbrough,WAS,G,34,580,34,1,17.1,2.2,5.2,0.432,0.6,2.1,0.31,1.6,3.1,0.514,1.6,1.7,0.93,0.5,1.6,1.2,0.8,0.2,1,1.2,6.7,/wnba/players/w/walkesh01w.html,2019
Avery Warley-Talbert,NYL,C,3,35,3,0,11.7,0.3,1.7,0.2,0,0,NA,0.3,1.7,0.2,0.3,0.7,0.5,1,2.3,0,0,0.7,1.3,2.3,1,/wnba/players/w/warleav01w.html,2019
Erica Wheeler,IND,G,34,850,34,34,25,3.7,8.8,0.426,1.4,3.7,0.384,2.3,5.1,0.457,1.2,1.4,0.872,0.1,3,5,1.2,0.1,2.9,2.2,10.1,/wnba/players/w/wheeler01w.html,2019
Sami Whitcomb,SEA,G,33,674,33,13,20.4,2.5,6.8,0.366,1.9,5.6,0.342,0.6,1.2,0.475,0.3,0.3,1,0.5,1.7,2.4,1.1,0.1,1.6,1.5,7.2,/wnba/players/w/whitcsa01w.html,2019
Sydney Wiese,LAS,G,32,659,32,16,20.6,1.7,4.5,0.385,1.1,2.9,0.366,0.7,1.6,0.42,0.3,0.3,1,0.2,1.3,1.8,0.5,0.3,1,0.8,4.8,/wnba/players/w/wiesesy01w.html,2019
Courtney Williams,CON,G,34,988,34,34,29.1,5.5,12.6,0.435,0.5,1,0.457,5,11.6,0.433,1.8,2.2,0.8,1.4,5.6,3.8,1.4,0.4,1.6,1.4,13.2,/wnba/players/w/willico01w.html,2019
Elizabeth Williams,ATL,C-F,32,909,32,32,28.4,3.3,7.3,0.455,0,0,NA,3.3,7.3,0.455,2.6,3.5,0.732,3.1,6.5,1.2,0.8,1.7,1.3,2.2,9.3,/wnba/players/w/williel01w.html,2019
Gabby Williams,CHI,F,33,527,33,2,16,2.3,5.5,0.414,0.2,1.2,0.171,2.1,4.2,0.486,0.9,1.2,0.725,0.4,2.2,2.1,0.7,0.2,1.7,1.2,5.6,/wnba/players/w/williga01w.html,2019
Riquna Williams,LAS,G,23,593,23,14,25.8,4,10.5,0.384,2.3,6,0.391,1.7,4.5,0.375,1.9,2.2,0.88,0.6,2.6,1.6,1.1,0.2,1.2,2.5,12.3,/wnba/players/w/williri02w.html,2019
A'ja Wilson,LVA,F,26,740,26,25,28.5,6.1,12.7,0.479,0,0,0,6.1,12.7,0.48,4.4,5.5,0.792,1.7,6.5,1.8,0.5,1.7,2.2,2,16.5,/wnba/players/w/wilsoa01w.html,2019
Tanisha Wright,NYL,G,31,613,31,17,19.8,1.7,4.2,0.415,0.5,1.2,0.368,1.3,3,0.435,0.8,1,0.806,0.7,2.8,4.1,1,0.3,1.8,2.2,4.7,/wnba/players/w/wrighta01w.html,2019
Han Xu,NYL,C,18,143,18,0,7.9,1.3,3.2,0.414,0.3,0.6,0.5,1.1,2.7,0.396,0.1,0.1,0.5,0.1,0.8,0.1,0.2,0.2,0.1,0.3,3,/wnba/players/x/xuha01w.html,2019
Jackie Young,LVA,G,34,767,34,34,22.6,2.2,6.9,0.322,0.4,1.3,0.318,1.8,5.6,0.323,1.7,2.1,0.808,0.7,3.3,4.5,0.8,0.4,1.6,1.4,6.6,/wnba/players/y/youngja01w.html,2019
Tamera Young,LVA,F,34,628,34,4,18.5,2,5.3,0.38,0.1,0.5,0.313,1.9,4.8,0.387,1.1,1.8,0.639,1,3.6,2,0.7,0.1,1.4,1.8,5.3,/wnba/players/y/youngta01w.html,2019
Amanda Zahui B.,NYL,C,24,558,24,23,23.3,3.4,7.2,0.468,0.9,2.9,0.319,2.5,4.3,0.567,1,1.1,0.852,1.1,6.3,0.9,1.1,1.4,1.3,3.3,8.6,/wnba/players/z/zahuiam01w.html,2019
Shavonte Zellous,SEA,G,31,432,31,4,13.9,1.4,3.7,0.379,0.2,1,0.188,1.2,2.7,0.452,1,1.3,0.75,0.2,1.5,1.5,0.3,0.2,1.1,1.4,4,/wnba/players/z/zellosh01w.html,2019
Kristine Anigwe,TOT,F-C,27,250,27,0,9.3,0.8,2.5,0.324,0,0,NA,0.8,2.5,0.324,0.8,1.2,0.688,1,2.4,0.2,0.3,0.3,0.6,1.4,2.4,/wnba/players/a/anigwkr01w.html,2019
Bridget Carleton,TOT,F,8,40,8,0,5,0.1,1,0.125,0.1,0.5,0.25,0,0.5,0,0,0,NA,0.1,0.5,0.1,0,0,0.1,0.3,0.4,/wnba/players/c/carlebr01w.html,2019
Alaina Coates,TOT,C,23,167,23,0,7.3,1,2,0.533,0,0,NA,1,2,0.533,0.5,0.9,0.571,0.9,2.6,0.1,0.2,0.5,0.4,1.6,2.6,/wnba/players/c/coateal01w.html,2019
Theresa Plaisance,TOT,F,31,442,31,12,14.3,1.7,4.7,0.37,0.8,2.4,0.342,0.9,2.4,0.397,0.7,0.8,0.808,0.8,3.6,1.1,0.3,0.6,1,2.1,5,/wnba/players/p/plaisth01w.html,2019
Karlie Samuelson,TOT,F,7,84,7,0,12,0.4,2,0.214,0.4,1.7,0.25,0,0.3,0,0,0,NA,0.1,0.6,0.7,0.4,0.1,0,1.1,1.3,/wnba/players/s/samueka01w.html,2019
Asia Taylor,TOT,F,12,96,12,0,8,0.8,2.3,0.357,0,0.2,0,0.8,2.2,0.385,0.5,0.7,0.75,0.7,1.8,0.7,0.2,0.1,0.6,0.8,2.2,/wnba/players/t/tayloas01w.html,2019
Kristine Anigwe,CON,F-C,17,121,17,0,7.1,0.6,2.1,0.314,0,0,NA,0.6,2.1,0.314,0.7,1,0.706,0.8,1.8,0.2,0.4,0.2,0.6,1,2,/wnba/players/a/anigwkr01w.html,2019
Bridget Carleton,CON,F,4,29,4,0,7.3,0,1.5,0,0,0.5,0,0,1,0,0,0,NA,0.3,0.8,0.3,0,0,0.3,0.5,0,/wnba/players/c/carlebr01w.html,2019
Alaina Coates,MIN,C,14,92,14,0,6.6,1.1,2.2,0.484,0,0,NA,1.1,2.2,0.484,0.4,0.6,0.625,0.9,2.4,0.1,0.2,0.4,0.4,1.2,2.5,/wnba/players/c/coateal01w.html,2019
Theresa Plaisance,DAL,F,22,378,22,12,17.2,2.1,5.6,0.374,1,3,0.343,1,2.5,0.411,0.8,1,0.773,1,4.4,1.5,0.3,0.8,1.4,2.4,6,/wnba/players/p/plaisth01w.html,2019
Karlie Samuelson,LAS,F,3,36,3,0,12,0.3,2.3,0.143,0.3,2,0.167,0,0.3,0,0,0,NA,0,0.7,1,0,0,0,0.7,1,/wnba/players/s/samueka01w.html,2019
Asia Taylor,MIN,F,8,65,8,0,8.1,1.3,2.8,0.455,0,0.1,0,1.3,2.6,0.476,0.6,0.8,0.833,0.5,1.8,0.9,0.1,0.1,0.6,0.8,3.1,/wnba/players/t/tayloas01w.html,2019
