player,team,pos,g,mp,g_2,gs,mp_2,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,trb,ast,stl,blk,tov,pf,pts,link,season
Dana Evans,CHI,G,23,197,23,0,8.6,1.1,3.2,0.356,0.7,1.8,0.405,0.4,1.3,0.29,0.9,1,0.875,0,0.5,1.2,0.2,0,0.6,0.8,3.9,/wnba/players/e/evansda02w.html,2021
Cierra Burdick,SEA,F,7,35,7,0,5,0.1,0.6,0.25,0,0,NA,0.1,0.6,0.25,0.1,0.3,0.5,0.6,1.7,0.4,0.3,0.3,0.3,0.6,0.4,/wnba/players/b/burdici01w.html,2021
Emma Cannon,IND,F,12,220,12,6,18.3,2.9,6.6,0.443,0.3,1.2,0.214,2.7,5.4,0.492,0.8,1.2,0.714,1.5,4.5,1,0.4,0.2,2,2.4,6.9,/wnba/players/c/cannoem01w.html,2021
Kiah Stokes,LVA,C,15,308,15,8,20.5,0.7,1.1,0.588,0,0,NA,0.7,1.1,0.588,0.1,0.3,0.5,1.8,6.1,1,0.4,0.7,0.5,1.3,1.5,/wnba/players/s/stokeki01w.html,2021
Lauren Cox,LAS,F,15,210,15,0,14,1.3,3.1,0.413,0.1,0.3,0.2,1.2,2.7,0.439,0.9,1.2,0.778,0.7,3.7,0.6,0.7,0.9,0.6,1.3,3.5,/wnba/players/c/coxla01w.html,2021
Karlie Samuelson,SEA,F,3,32,3,0,10.7,1,3.3,0.3,0.3,2.7,0.125,0.7,0.7,1,0.7,0.7,1,0,0.3,0.7,0,0,1,0.3,3,/wnba/players/s/samueka01w.html,2021
Candice Dupree,ATL,F,10,203,10,4,20.3,3.3,7.6,0.434,0,0.3,0,3.3,7.3,0.452,0.7,1.1,0.636,0.7,3.8,0.6,0.5,0.2,0.9,0.8,7.3,/wnba/players/d/dupreca01w.html,2021
Bria Holmes,LVA,G,2,6,2,0,3,0,0.5,0,0,0,NA,0,0.5,0,0,0,NA,0,1,0,0,0,0.5,0,0,/wnba/players/h/holmebr01w.html,2021
Natalie Achonwa,MIN,F,13,193,13,0,14.8,2.5,3.9,0.647,0,0.1,0,2.5,3.8,0.66,1.1,1.4,0.778,0.9,4,1.5,0.4,0.4,0.9,1.7,6.2,/wnba/players/a/achonna01w.html,2022
Julie Allemand,CHI,G,14,218,14,1,15.6,0.9,1.8,0.48,0.4,0.9,0.5,0.4,0.9,0.462,0.6,0.6,0.889,0.4,1.6,3.7,0.5,0.1,1.3,1,2.7,/wnba/players/a/allemju01w.html,2022
Rebecca Allen,NYL,G,14,307,14,10,21.9,2.7,7.5,0.362,1.2,3.6,0.333,1.5,3.9,0.389,1.1,1.3,0.889,0.3,3.4,1.4,0.8,1,1.1,1.8,7.8,/wnba/players/a/allenre01w.html,2022
Yvonne Anderson,CON,G,11,101,11,0,9.2,1.1,2.4,0.462,0.4,0.9,0.4,0.7,1.5,0.5,0.6,0.6,1,0.3,0.8,1.1,0.3,0.2,1,1.3,3.2,/wnba/players/a/anderyv01w.html,2022
Kristine Anigwe,PHO,F-C,10,65,10,1,6.5,0.5,1,0.5,0,0,NA,0.5,1,0.5,0.5,1,0.5,0.5,1.3,0.2,0.1,0.2,0.6,1.2,1.5,/wnba/players/a/anigwkr01w.html,2022
Ariel Atkins,WAS,G,27,806,27,27,29.9,5.1,12.3,0.414,2,5.4,0.374,3.1,6.9,0.446,2.5,3,0.838,1,3.3,2.4,1.5,0.2,1.5,2.9,14.7,/wnba/players/a/atkinar01w.html,2022
Amy Atwell,LAS,F,4,32,4,1,8,0.3,2.3,0.111,0.3,1.5,0.167,0,0.8,0,0,0,NA,0.3,0.5,0.5,0,0,0.5,0.3,0.8,/wnba/players/a/atwelam01w.html,2022
Shakira Austin,WAS,C-F,27,567,27,23,21,3.1,5.9,0.538,0,0,0,3.1,5.8,0.541,1.7,2.6,0.634,1.6,6.1,0.7,0.8,0.8,1.4,2.3,8,/wnba/players/a/austish01w.html,2022
Rachel Banham,MIN,G,27,480,27,5,17.8,2.9,6.7,0.428,1.6,4.1,0.375,1.3,2.5,0.515,0.9,1.1,0.8,0.1,1.3,2.6,0.3,0.1,1.3,2,8.1,/wnba/players/b/banhara01w.html,2022
Kierstan Bell,LVA,G,13,90,13,1,6.9,0.5,1.8,0.25,0.2,1.5,0.158,0.2,0.4,0.6,0.3,0.3,1,0.2,1,0.4,0.1,0.2,0.3,0.5,1.5,/wnba/players/b/bellki01w.html,2022
Katie Benzan,WAS,G,3,27,3,0,9,1.7,3,0.556,1.7,2.3,0.714,0,0.7,0,1,1.3,0.75,0.3,0.7,0.3,0,0.3,0.7,2.3,6,/wnba/players/b/benzaka01w.html,2022
Monique Billings,ATL,F,21,365,21,8,17.4,2.3,5.2,0.45,0,0,0,2.3,5.1,0.454,1.5,1.9,0.8,1.8,6.2,1,0.9,0.4,1.3,2.3,6.2,/wnba/players/b/billimo01w.html,2022
Sue Bird,SEA,G,20,522,20,20,26.1,2.7,7.2,0.371,2,5.1,0.396,0.7,2.1,0.31,0.5,0.5,1,0.2,1.8,6,1.3,0.2,2.2,0.7,7.8,/wnba/players/b/birdsu01w.html,2022
DeWanna Bonner,CON,F-G,23,700,23,23,30.4,4.6,10.8,0.426,1.4,4.2,0.34,3.2,6.6,0.48,2.8,3.5,0.8,0.7,4.3,2.5,1.2,0.3,1.6,1.6,13.4,/wnba/players/b/bonnede01w.html,2022
Lexie Brown,LAS,G,25,688,25,15,27.5,3,6.4,0.463,1.8,4,0.44,1.2,2.4,0.5,0.1,0.2,0.5,0.2,2.6,2.2,1.1,0.1,1.1,1.5,7.8,/wnba/players/b/brownle02w.html,2022
Kennedy Burke,WAS,G-F,16,222,16,4,13.9,2.1,4.6,0.446,0.7,2,0.344,1.4,2.6,0.524,0.6,1.1,0.588,0.5,2.2,0.4,1,0.3,0.5,1.1,5.4,/wnba/players/b/burkeke01w.html,2022
Rae Burrell,LAS,G-F,3,44,3,1,14.7,0.3,3,0.111,0.3,2,0.167,0,1,0,0.7,0.7,1,0.3,1,0.3,0.7,0,0.3,1.3,1.7,/wnba/players/b/burrera01w.html,2022
Veronica Burton,DAL,G,25,335,25,0,13.4,0.4,1.6,0.275,0.2,0.8,0.238,0.2,0.8,0.316,0.7,0.7,1,0.4,1.3,1.3,0.8,0.2,0.9,1.2,1.8,/wnba/players/b/burtove01w.html,2022
Maya Caldwell,ATL,G,3,62,3,3,20.7,3.3,6.7,0.5,1.7,2.7,0.625,1.7,4,0.417,0.3,0.7,0.5,0.3,1,2.3,0.7,0,2,1,8.7,/wnba/players/c/caldwma01w.html,2022
Liz Cambage,LAS,C,23,547,23,23,23.8,4.8,9.4,0.509,0.2,0.6,0.308,4.6,8.8,0.522,3.6,4.6,0.781,1.4,6.5,2.2,0.6,1.7,2.3,3.2,13.3,/wnba/players/c/cambael01w.html,2022
Jordin Canada,LAS,G,21,546,21,16,26,3.5,9.2,0.381,0.2,1.7,0.114,3.3,7.6,0.44,2.2,2.8,0.797,0.1,2,5.2,1.4,0.1,2.7,1.7,9.5,/wnba/players/c/canadjo01w.html,2022
Bridget Carleton,MIN,F,27,489,27,2,18.1,1.5,3.9,0.385,0.8,2.3,0.339,0.7,1.6,0.452,0.5,0.6,0.824,0.4,2.5,1,0.4,0.2,0.7,1.6,4.3,/wnba/players/c/carlebr01w.html,2022
DiJonai Carrington,CON,G-F,26,459,26,2,17.7,2.2,5.7,0.392,0.6,1.8,0.313,1.7,3.8,0.43,1.7,2.3,0.717,1.1,2.9,1,0.8,0.1,1.4,2.1,6.7,/wnba/players/c/carridi01w.html,2022
Chennedy Carter,LAS,G,17,254,17,2,14.9,3.3,7.2,0.455,0.1,0.4,0.143,3.2,6.8,0.474,1.2,1.7,0.69,0.2,1.6,2,0.5,0.5,1.6,1.7,7.8,/wnba/players/c/cartech01w.html,2022
Alysha Clark,WAS,F,20,525,20,20,26.3,3.5,7.5,0.463,1.2,3.9,0.299,2.3,3.6,0.639,0.8,0.8,0.938,1,4.7,2.1,1,0.3,1.3,1.9,8.8,/wnba/players/c/clarkal01w.html,2022
Natasha Cloud,WAS,G,25,804,25,25,32.2,3.7,9.1,0.41,1.4,4.3,0.324,2.3,4.8,0.487,2.2,2.8,0.783,0.5,3.6,7.2,1.1,0.3,2.9,1.6,11,/wnba/players/c/cloudna01w.html,2022
Nia Clouden,CON,G,19,144,19,0,7.6,0.6,1.4,0.407,0.4,0.7,0.5,0.2,0.7,0.308,0.3,0.5,0.6,0.1,0.7,0.7,0.3,0.1,0.3,0.6,1.8,/wnba/players/c/cloudni01w.html,2022
Alaina Coates,IND,C,8,75,8,0,9.4,0.9,1.4,0.636,0,0,NA,0.9,1.4,0.636,1.8,1.9,0.933,0.8,2,0.3,0.3,0.4,0.6,2.3,3.5,/wnba/players/c/coateal01w.html,2022
Nia Coffey,ATL,F,16,336,16,16,21,2.2,6.3,0.347,0.6,1.9,0.29,1.6,4.4,0.371,1.4,1.9,0.742,0.4,5.2,0.8,0.6,0.1,2.2,2.2,6.4,/wnba/players/c/coffeni01w.html,2022
Charli Collier,DAL,F-C,13,53,13,0,4.1,0.5,1.3,0.412,0,0.1,0,0.5,1.2,0.438,0.6,0.8,0.8,0.2,0.5,0,0,0,0.5,0.9,1.7,/wnba/players/c/collich01w.html,2022
Sydney Colson,LVA,G,13,108,13,0,8.3,0.7,2.3,0.3,0.2,0.8,0.273,0.5,1.5,0.316,0.4,0.4,1,0.2,0.5,1.3,0.2,0,0.5,1,2,/wnba/players/c/colsosy01w.html,2022
Kahleah Copper,CHI,G-F,20,560,20,20,28,5.3,11.3,0.471,1.4,3.3,0.409,4,8,0.497,2.7,3.5,0.771,0.9,5.6,2.1,0.5,0,2.1,2.4,14.7,/wnba/players/c/coppeka01w.html,2022
Lorela Cubaj,NYL,F,11,88,11,0,8,0.4,1.1,0.333,0,0,NA,0.4,1.1,0.333,0,0,NA,0.8,2.1,0.4,0,0.2,0.5,1.1,0.7,/wnba/players/c/cubajlo01w.html,2022
Elissa Cunane,MIN,C,3,10,3,0,3.3,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0,0,NA,0.7,1.7,0,0,0,0.3,0.3,0.7,/wnba/players/c/cunanel01w.html,2022
Sophie Cunningham,PHO,G,19,528,19,11,27.8,3.9,8.3,0.475,2.3,5.7,0.398,1.7,2.6,0.64,1.5,1.7,0.875,0.8,4.7,1.5,0.9,0.2,0.9,3.7,11.6,/wnba/players/c/cunniso01w.html,2022
Damiris Dantas,MIN,F,15,262,15,15,17.5,1.9,6.1,0.304,1.1,4.1,0.262,0.8,2.1,0.387,0.3,0.4,0.833,0.7,3.8,1.9,0.2,0.1,1.1,1.2,5.1,/wnba/players/d/dantada01w.html,2022
Elena Delle Donne,WAS,F-G,18,491,18,18,27.3,6.3,12.9,0.489,1.7,4,0.417,4.7,8.9,0.522,2.7,3,0.889,1.1,6.4,2.2,0.5,1.1,1.2,1.4,17,/wnba/players/d/delleel01w.html,2022
Diamond DeShields,PHO,G,25,622,25,14,24.9,4.4,11.2,0.393,0.6,2.9,0.208,3.8,8.3,0.457,3.1,4.2,0.743,0.6,3.9,2,1,0.6,2.2,3.6,12.5,/wnba/players/d/deshidi01w.html,2022
Jasmine Dickey,DAL,G,15,68,15,0,4.5,0.4,1.6,0.25,0.1,0.2,0.333,0.3,1.4,0.238,0.3,0.5,0.714,0.3,0.7,0.1,0.2,0.1,0.3,0.6,1.2,/wnba/players/d/dickeja01w.html,2022
Skylar Diggins-Smith,PHO,G,25,863,25,25,34.5,6.8,15.9,0.427,1.4,4.6,0.307,5.4,11.4,0.475,4.4,5.2,0.846,1,4.2,5.5,1.8,0.9,2.7,2.7,19.4,/wnba/players/d/diggisk01w.html,2022
Stefanie Dolson,NYL,C,25,564,25,25,22.6,3.2,6,0.53,0.7,1.8,0.409,2.4,4.2,0.581,1.2,1.4,0.912,0.9,4.4,1.7,0.4,0.8,1.5,3.3,8.3,/wnba/players/d/dolsost01w.html,2022
Queen Egbo,IND,C,26,596,26,25,22.9,3,7,0.434,0,0,NA,3,7,0.434,1.4,2.2,0.621,1.9,6.8,1,1,1.2,2,3,7.5,/wnba/players/e/egboqu01w.html,2022
Emily Engstler,IND,F,28,517,28,6,18.5,2.1,5.7,0.375,0.4,1.4,0.289,1.8,4.4,0.402,0.4,0.8,0.524,2.4,5.6,1.5,0.8,1.2,1.2,3.3,5.1,/wnba/players/e/engstem01w.html,2022
Dana Evans,CHI,G,24,307,24,1,12.8,1.8,4.5,0.385,0.8,2.2,0.346,1,2.4,0.421,0.9,1,0.88,0.2,1,1.5,0.3,0.1,1,1,5.2,/wnba/players/e/evansda02w.html,2022
Sylvia Fowles,MIN,C,22,627,22,22,28.5,6.4,10,0.633,0,0,NA,6.4,10,0.633,2.4,3.7,0.654,2.7,10,1,1.1,1.1,2.3,2.3,15.1,/wnba/players/f/fowlesy01w.html,2022
Rebekah Gardner,CHI,G,24,527,24,2,22,3.5,6.4,0.549,0.4,1.2,0.321,3.1,5.2,0.6,1.5,1.9,0.804,1.3,3.3,1.2,1.5,0.5,1.6,2.3,8.9,/wnba/players/g/gardnre01w.html,2022
Allisha Gray,DAL,G,22,700,22,22,31.8,4.7,10.3,0.454,2,4.8,0.419,2.7,5.5,0.484,2.9,3.5,0.821,1,5.3,2.2,1.1,0.8,1.1,2.1,14.3,/wnba/players/g/grayal01w.html,2022
Chelsea Gray,LVA,G,25,725,25,25,29,4.8,10.4,0.464,0.9,2.7,0.343,3.9,7.8,0.505,2.2,2.4,0.902,0.2,3,6,1.7,0.3,2.4,1.7,12.8,/wnba/players/g/graych01w.html,2022
Megan Gustafson,PHO,C,25,198,25,0,7.9,1.2,2,0.608,0.3,0.6,0.467,1,1.4,0.667,0.3,0.4,0.7,0.4,1.5,0.4,0.1,0.1,0.6,1.8,3,/wnba/players/g/gustame01w.html,2022
Dearica Hamby,LVA,F,26,736,26,26,28.3,4,8,0.493,0.6,2.3,0.271,3.3,5.8,0.58,2.3,3.1,0.741,1.3,7.7,1,1.2,0.2,1.5,2.1,10.8,/wnba/players/h/hambyde01w.html,2022
Isabelle Harrison,DAL,F,25,524,25,18,21,3.4,7.8,0.434,0.1,0.1,1,3.3,7.8,0.428,2.7,3.1,0.872,1.8,5.3,1.6,0.9,0.2,1.3,2.5,9.6,/wnba/players/h/harriis01w.html,2022
Tyasha Harris,DAL,G,24,394,24,5,16.4,1.7,4.8,0.357,0.5,1.6,0.308,1.2,3.2,0.382,0.5,0.7,0.813,0.3,1,2.9,0.4,0.1,1.3,1,4.5,/wnba/players/h/harrity01w.html,2022
Tianna Hawkins,WAS,F,21,261,21,0,12.4,1.7,4.3,0.396,0.5,2,0.238,1.2,2.3,0.531,0.8,0.8,0.941,0.5,2.2,0.9,0.4,0.1,1.2,1.6,4.7,/wnba/players/h/hawkiti01w.html,2022
Tiffany Hayes,ATL,G,7,196,7,7,28,6.4,11.6,0.556,1.7,3.7,0.462,4.7,7.9,0.6,2.3,3.7,0.615,0.3,4.1,2.1,0.9,0,2.6,3.1,16.9,/wnba/players/h/hayesti01w.html,2022
Ruthy Hebard,CHI,F,18,175,18,0,9.7,1.1,2.1,0.541,0,0,NA,1.1,2.1,0.541,0.3,0.4,0.75,0.4,2.1,0.4,0.3,0.2,0.5,1,2.6,/wnba/players/h/hebarru01w.html,2022
Destanni Henderson,IND,G,28,423,28,3,15.1,1.9,4.6,0.4,0.8,1.8,0.42,1.1,2.9,0.388,0.5,0.8,0.682,0.8,1.6,2.1,0.8,0,1.3,0.9,5,/wnba/players/h/hendede01w.html,2022
Natisha Hiedeman,CON,G,26,652,26,21,25.1,3.2,7.6,0.424,1.7,4.5,0.381,1.5,3.1,0.488,0.8,1,0.8,0.1,2,3.2,1.2,0.1,1.5,1.8,9,/wnba/players/h/hiedena01w.html,2022
Naz Hillmon,ATL,F,24,375,24,2,15.6,1.4,2.9,0.486,0,0.1,0,1.4,2.8,0.5,0.8,1,0.792,1.1,4.3,1,0.5,0.3,1.1,1.6,3.6,/wnba/players/h/hillmna01w.html,2022
Myisha Hines-Allen,WAS,F,27,514,27,13,19,3,7.7,0.392,0.7,2.1,0.328,2.3,5.6,0.417,1.1,1.6,0.69,1.1,5.1,2.1,0.7,0.2,1.8,1.7,7.9,/wnba/players/h/hinesmy01w.html,2022
Joyner Holmes,CON,F,19,142,19,0,7.5,0.8,2.1,0.375,0.2,0.8,0.25,0.6,1.3,0.458,0.3,0.3,0.833,0.2,1.2,0.6,0.4,0.1,0.7,0.9,2.1,/wnba/players/h/holmejo02w.html,2022
Natasha Howard,NYL,F,25,759,25,25,30.4,5.8,12.8,0.456,1,3.1,0.308,4.9,9.7,0.504,2.4,3.5,0.69,1.8,6.9,2.2,1.2,1.2,3.2,3.2,15,/wnba/players/h/howarna01w.html,2022
Rhyne Howard,ATL,G,24,735,24,24,30.6,5.4,14.2,0.381,2.4,6.7,0.356,3,7.5,0.403,1.9,2.6,0.742,0.8,4.5,2.7,1.5,0.8,1.5,2.4,15.1,/wnba/players/h/howarrh01w.html,2022
Lexie Hull,IND,G,18,167,18,1,9.3,0.7,3.1,0.214,0.2,1.2,0.143,0.5,1.9,0.257,0.5,0.6,0.818,0.3,1.3,0.5,0.2,0.1,0.4,1.5,2,/wnba/players/h/hullle01w.html,2022
Sabrina Ionescu,NYL,G,25,816,25,25,32.6,5.9,14.1,0.416,2.5,7,0.354,3.4,7.1,0.478,3,3.2,0.938,1.1,7.1,6.2,1.1,0.4,3,2.2,17.3,/wnba/players/i/ionessa01w.html,2022
Briann January,SEA,G,25,463,25,5,18.5,1.3,3.6,0.36,0.6,2,0.275,0.7,1.5,0.474,0.8,0.9,0.826,0.2,1.1,2.7,0.8,0.3,1.5,1.5,3.9,/wnba/players/j/januabr01w.html,2022
Marine Johannes,NYL,G,13,379,13,10,29.2,3.5,8.3,0.417,2.4,5.8,0.408,1.1,2.5,0.438,0.8,1.1,0.786,0.2,1.8,4.5,0.6,0.2,1.9,1.5,10.2,/wnba/players/j/johanma01w.html,2022
Brionna Jones,CON,F,26,686,26,5,26.4,5.2,9.1,0.568,0,0.2,0,5.2,8.8,0.583,3.6,4.2,0.862,2.5,5,1.4,1.3,0.5,1.4,2.8,13.9,/wnba/players/j/jonesbr01w.html,2022
Jazmine Jones,CON,G,7,44,7,0,6.3,0.3,1,0.286,0,0.3,0,0.3,0.7,0.4,0.3,0.7,0.4,0,0.1,0.1,0.3,0,0.4,0.7,0.9,/wnba/players/j/jonesja02w.html,2022
Jonquel Jones,CON,F,24,659,24,24,27.5,5.5,11,0.502,1.3,3.9,0.344,4.2,7.1,0.588,2.8,3.4,0.817,2.5,9,1.8,1.1,1.2,2.8,3.1,15.1,/wnba/players/j/jonesjo01w.html,2022
Tina Krajisnik,CHI,C,2,5,2,0,2.5,0,0.5,0,0,0,NA,0,0.5,0,0,0,NA,0,0,1,0.5,0,0,1,0,/wnba/players/k/krajiti01w.html,2022
Awak Kuier,DAL,F,24,293,24,0,12.2,1.1,2.7,0.422,0.1,0.6,0.214,1,2.1,0.48,0.4,0.8,0.474,0.6,2.5,0.9,0.3,0.9,0.5,0.9,2.8,/wnba/players/k/kuieraw01w.html,2022
Betnijah Laney,NYL,G-F,4,136,4,4,34,5.5,13.3,0.415,1.5,3.8,0.4,4,9.5,0.421,0.8,1.3,0.6,0,3.8,4.3,0.5,0,3,2.5,13.3,/wnba/players/l/laneybe01w.html,2022
Jantel Lavender,SEA,F,23,304,23,4,13.2,1.9,4.3,0.43,0.2,0.9,0.238,1.7,3.4,0.481,0.3,0.4,0.6,1,3.6,1,0.1,0.1,1,1.3,4.2,/wnba/players/l/lavenja01w.html,2022
Jewell Loyd,SEA,G,25,752,25,25,30.1,5.6,14.4,0.388,2.3,6.2,0.372,3.3,8.2,0.4,2.7,3.1,0.872,0.6,2.7,3.8,1.1,0.2,2.1,1.8,16.2,/wnba/players/l/loydje01w.html,2022
Marina Mabrey,DAL,G,23,600,23,21,26.1,4.9,11.7,0.42,1.9,5.1,0.364,3,6.6,0.464,1,1.7,0.605,0.6,3.7,3.3,0.7,0.3,2.3,2.6,12.7,/wnba/players/m/mabrema01w.html,2022
Rui Machida,WAS,G,27,352,27,2,13,0.7,2.5,0.294,0.2,1,0.214,0.5,1.5,0.35,0.2,0.3,0.714,0.1,1.2,2.4,0.4,0.1,1.1,0.7,1.9,/wnba/players/m/machiru01w.html,2022
Ezi Magbegor,SEA,C,22,624,22,22,28.4,4.9,8.6,0.563,0.4,1.1,0.375,4.5,7.5,0.59,1.5,2,0.733,1.8,6.6,1.6,1.2,2.4,1.5,3.3,11.6,/wnba/players/m/magbeez01w.html,2022
Anneli Maley,CHI,F,4,44,4,0,11,0.8,1.5,0.5,0.5,0.8,0.667,0.3,0.8,0.333,0,0,NA,0.8,1.8,0.8,0.8,0.3,0.3,1.5,2,/wnba/players/m/maleyan01w.html,2022
Kayla McBride,MIN,G,22,682,22,22,31,4.7,11.7,0.403,1.5,4.4,0.34,3.2,7.3,0.441,3.1,3.5,0.896,0.6,3,2,1.1,0,1.5,1.6,14.1,/wnba/players/m/mcbrika01w.html,2022
Angel McCoughtry,MIN,F-G,2,20,2,2,10,1.5,4,0.375,0,0.5,0,1.5,3.5,0.429,3,3,1,0,3,1,0.5,1,1.5,1.5,6,/wnba/players/m/mccouan01w.html,2022
Teaira McCowan,DAL,C,22,325,22,4,14.8,3,5,0.596,0,0,NA,3,5,0.596,1.7,2.9,0.578,2.1,5.3,0.5,0.1,0.7,1.4,2.9,7.6,/wnba/players/m/mccowte01w.html,2022
Aari McDonald,ATL,G,26,647,26,6,24.9,3.5,8.3,0.421,1.4,3.9,0.353,2.1,4.4,0.482,2.2,2.6,0.866,0.4,2.2,2.7,1.7,0,2.2,2.1,10.6,/wnba/players/m/mcdonaa01w.html,2022
Emma Meesseman,CHI,F,25,707,25,25,28.3,5.5,9.8,0.563,0.2,1,0.25,5.3,8.8,0.597,1.4,1.6,0.878,1.8,5.8,3.4,1.4,1,1.6,2.5,12.7,/wnba/players/m/meessem01w.html,2022
Nikolina Milic,MIN,F,25,283,25,3,11.3,2.1,4.2,0.491,0.2,0.8,0.3,1.8,3.4,0.535,1,1.4,0.743,1.4,2.9,0.9,0.3,0.3,1.2,1.8,5.4,/wnba/players/m/milicni01w.html,2022
Kelsey Mitchell,IND,G,28,918,28,28,32.8,6.3,14.5,0.432,2.3,5.7,0.409,3.9,8.8,0.447,3.5,4,0.883,0.4,1.9,4,0.9,0.2,2.3,2.4,18.3,/wnba/players/m/mitchke01w.html,2022
Tiffany Mitchell,IND,G,27,391,27,4,14.5,2.2,4.8,0.465,0.3,0.9,0.348,1.9,3.9,0.491,1.3,1.6,0.857,0.6,1.3,0.8,0.7,0,0.8,1.4,6.1,/wnba/players/m/mitchti01w.html,2022
Beatrice Mompremier,ATL,F,15,133,15,0,8.9,1,2.2,0.455,0,0,NA,1,2.2,0.455,0.3,0.4,0.667,0.9,2.7,0.4,0.1,0.5,0.7,1.3,2.3,/wnba/players/m/momprbe01w.html,2022
Olivia Nelson-Ododa,LAS,F,19,202,19,0,10.6,1.2,2.2,0.537,0,0,NA,1.2,2.2,0.537,0.5,0.7,0.714,0.9,2.2,0.3,0.1,0.6,0.7,2.1,2.8,/wnba/players/n/nelsool01w.html,2022
Arike Ogunbowale,DAL,G,25,776,25,25,31,6.7,16.8,0.399,3,8.1,0.366,3.8,8.8,0.429,3.1,3.9,0.804,0.6,3,3.5,1.2,0.1,2,2.2,19.5,/wnba/players/o/ogunbar01w.html,2022
Chiney Ogwumike,LAS,F-C,21,380,21,3,18.1,2.6,5.7,0.45,0.3,0.7,0.4,2.3,5,0.457,1.7,2.3,0.714,2.1,5.7,1,0.9,0.4,1.4,2.9,7.1,/wnba/players/o/ogwumch01w.html,2022
Nneka Ogwumike,LAS,F,24,767,24,24,32,7.6,13.6,0.56,0.6,1.5,0.378,7,12.1,0.583,3.1,3.9,0.796,1.6,6.9,1.9,1.7,0.4,1.8,2.2,18.9,/wnba/players/o/ogwumnn01w.html,2022
Michaela Onyenwere,NYL,F,24,344,24,0,14.3,1.6,4.4,0.362,0.5,1.7,0.293,1.1,2.7,0.406,1.5,1.8,0.833,0.5,2.2,0.4,0.5,0.3,0.7,2,5.1,/wnba/players/o/onyenmi01w.html,2022
Candace Parker,CHI,F-C,23,659,23,23,28.7,4.9,11,0.443,1.6,4.4,0.363,3.3,6.6,0.497,2.1,2.4,0.873,0.9,8.8,4.7,0.9,1.1,2.5,2.4,13.4,/wnba/players/p/parkeca01w.html,2022
Cheyenne Parker,ATL,F,26,651,26,25,25,4.8,9.8,0.492,0.4,1.7,0.256,4.4,8.1,0.54,1.4,1.7,0.822,1.5,6.3,1.8,1.1,1,1.9,2.6,11.5,/wnba/players/p/parkech01w.html,2022
Shey Peddy,PHO,G,25,675,25,15,27,2.9,7,0.42,1.2,3.7,0.323,1.7,3.2,0.531,1.6,1.8,0.889,1,3,3.3,1.7,0.2,1.1,1.9,8.6,/wnba/players/p/peddysh01w.html,2022
Raina Perez,SEA,G,1,2,1,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,1,0,0,0,0,0,/wnba/players/p/perezra01w.html,2022
Theresa Plaisance,LVA,F,24,347,24,2,14.5,1.3,3.8,0.356,1.1,3.1,0.347,0.3,0.6,0.4,0.3,0.4,0.7,0.5,3,0.6,0.3,0.5,0.5,1.6,4,/wnba/players/p/plaisth01w.html,2022
Kelsey Plum,LVA,G,26,864,26,26,33.2,6.7,15.1,0.441,3.2,7.7,0.415,3.5,7.4,0.469,3.7,4.4,0.826,0.3,2.8,5.5,1,0.1,2.7,2.4,20.2,/wnba/players/p/plumke01w.html,2022
Khayla Pointer,IND,G,6,32,6,0,5.3,0.7,1,0.667,0.2,0.5,0.333,0.5,0.5,1,0.8,2,0.417,0.2,0.7,0.2,0.3,0,0.7,0,2.3,/wnba/players/p/pointkh01w.html,2022
Aerial Powers,MIN,F-G,27,724,27,25,26.8,4.6,12.7,0.365,0.9,3,0.309,3.7,9.7,0.383,3.9,4.9,0.789,1.4,5.1,3,1.1,0.3,2.6,2,14.1,/wnba/players/p/powerae01w.html,2022
Epiphanny Prince,SEA,G,22,302,22,0,13.7,1.5,4,0.364,0.7,1.9,0.39,0.7,2.1,0.34,0.7,0.8,0.889,0.1,1,2,0.6,0.1,0.5,0.8,4.4,/wnba/players/p/princep01w.html,2022
Allie Quigley,CHI,G,23,604,23,23,26.3,3.6,8.4,0.428,1.4,4,0.344,2.2,4.4,0.505,2.3,2.5,0.931,0.5,2.8,3,0.6,0.2,1.4,1.6,11,/wnba/players/q/quiglal01w.html,2022
DiDi Richards,NYL,G-F,11,144,11,0,13.1,0.9,3,0.303,0.3,1,0.273,0.6,2,0.318,0.6,0.9,0.7,0.5,2.1,1.7,0.1,0.5,1,2.2,2.7,/wnba/players/r/richadi01w.html,2022
Danielle Robinson,IND,G,25,598,25,24,23.9,2.7,6.5,0.42,0.3,1.1,0.25,2.4,5.4,0.455,1.6,1.9,0.854,0.3,2.9,3.8,0.8,0.1,1.6,1.4,7.4,/wnba/players/r/robinda01w.html,2022
Iliana Rupert,LVA,C,10,143,10,0,14.3,1.7,3.6,0.472,1,2.5,0.4,0.7,1.1,0.636,0.1,0.2,0.5,0.7,2.5,0.6,0.3,0,0.5,1.7,4.5,/wnba/players/r/ruperil01w.html,2022
Mercedes Russell,SEA,C,5,54,5,0,10.8,0.8,1.6,0.5,0,0,NA,0.8,1.6,0.5,0.4,0.6,0.667,0.4,1.8,0.2,0,0,1.4,1.4,2,/wnba/players/r/russeme01w.html,2022
