player,tm,season,pos,g,mp,gs,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,trb,ast,stl,blk,tov,pf,pts,per,tspercent,efgpercent,x3par,ftr,orbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ortg,drtg,ows,dws,ws,ws_40,distance,fga_2p,fga_0_3,fga_3_10,fga_10_16,fga_16_3p,fga_3p,fg_2p,fg_0_3,fg_3_10,fg_10_16,fg_16_3p,fg_3p,fg_2p_asst,fg_3p_asst,corner_3s_attempt,corner_3s_percent,oncourt,on_off,badpass,lostball,shoot_fouls_committed,off_fouls_committed,shoot_fouls_drawn,off_fouls_drawn,pga,and1,blkd,fg_tot,fga_tot,x3p_tot,x3pa_tot,x2p_tot,x2pa_tot,ft_tot,fta_tot,orb_tot,trb_tot,ast_tot,stl_tot,blk_tot,tov_tot,pf_tot,pts_tot,link,mpg
Sylvia Fowles,MIN,2018,C,34,1087,34,11.4,18.3,0.619,0,0,NA,11.4,18.3,0.619,6.1,8.1,0.757,5.8,19.4,3.5,2.3,2,4.9,4.9,28.8,26.5,0.658,0.619,0,0.441,13.5,22.4,12.6,2.3,3.3,18.4,23.4,117,96,3.7,2.9,6.6,0.243,3.2,1,0.695,0.23,0.065,0.01,0,0.619,0.695,0.466,0.4,0.25,NA,0.747,NA,NA,NA,4.5,18.2,28,31,39,19,75,NA,164,19,40,237,383,0,0,237,383,128,169,122,404,74,49,42,103,103,602,/wnba/players/f/fowlesy01w.html,31.970588235294116
Cayla George,DAL,2018,C,23,245,1,7,16,0.436,2.5,8,0.308,4.5,8,0.564,0.6,1.2,0.5,3.1,13.2,3.3,0.4,1,2.9,6.4,17.1,11.1,0.515,0.513,0.5,0.077,7.2,15.2,10.5,0.4,1.6,14.8,16.6,103,109,0.2,0.2,0.4,0.06,17.3,0.5,0.167,0.051,0.154,0.128,0.5,0.564,0.692,0.25,0.583,0.5,0.308,0.818,1,0.154,0.5,8.2,5.7,11,2,17,1,1,NA,39,0,2,34,78,12,39,22,39,3,6,15,64,16,2,5,14,31,83,/wnba/players/f/francca01w.html,10.652173913043478
Allisha Gray,DAL,2018,G,34,907,34,5.6,13.8,0.403,1.7,6.2,0.27,3.9,7.6,0.511,4.6,5.3,0.863,2.2,6.4,4.6,2.4,0.4,2.6,4.2,17.3,13.4,0.538,0.464,0.448,0.383,5.2,7.4,13.9,2.4,0.7,14,15.9,112,109,1.6,0.7,2.3,0.103,14.4,0.552,0.282,0.157,0.048,0.065,0.448,0.511,0.657,0.333,0.25,0.5,0.27,0.457,0.933,0.234,0.077,0.7,-8.4,20,13,28,3,36,NA,182,8,13,100,248,30,111,70,137,82,95,40,115,82,44,8,47,76,312,/wnba/players/g/grayal01w.html,26.676470588235293
Chelsea Gray,LAS,2018,G,34,1111,34,9.2,19.1,0.484,1.8,4.6,0.392,7.4,14.4,0.513,3.9,4.6,0.835,0.8,5.5,8.4,2.3,0.3,3.8,3.1,24.1,18.6,0.572,0.531,0.243,0.243,1.8,6.3,27.2,2.3,0.5,15.3,22.3,109,103,2.2,1.8,4,0.143,14.3,0.757,0.173,0.155,0.175,0.253,0.243,0.513,0.71,0.468,0.6,0.347,0.392,0.265,0.895,0.031,0.667,3.2,7.6,50,17,26,7,37,NA,401,9,11,193,399,38,97,155,302,81,97,17,116,175,48,6,80,65,505,/wnba/players/g/graych01w.html,32.6764705882353
Brittney Griner,PHO,2018,C,34,1108,34,12.3,22.7,0.544,0,0.2,0.25,12.3,22.5,0.546,7.6,9.5,0.8,2.9,12.1,3.2,0.8,4,3.7,5.1,32.3,23.9,0.602,0.545,0.008,0.419,7.2,14.1,12.5,0.8,6,12.1,27.3,114,104,3.5,1.7,5.2,0.187,7.4,0.992,0.331,0.378,0.2,0.082,0.008,0.546,0.642,0.497,0.531,0.425,0.25,0.823,1,0,NA,5.2,10.9,24,14,40,26,89,NA,174,25,20,266,489,1,4,265,485,164,205,63,262,70,17,87,80,110,697,/wnba/players/g/grinebr01w.html,32.588235294117645
Jazmon Gwathmey,IND,2018,G,10,116,3,4,17.5,0.231,0.4,4.9,0.091,3.6,12.5,0.286,2.2,4.5,0.5,0.9,7.6,4,1.3,0.9,3.1,6.3,10.8,-0.1,0.276,0.244,0.282,0.256,1.9,8.5,12.2,1.3,1.4,13.9,19.7,61,110,-0.6,0.1,-0.5,-0.181,13.5,0.718,0.205,0.154,0.179,0.179,0.282,0.286,0.625,0.167,0.143,0.143,0.091,0.5,1,0.545,0.167,-23.6,-11.6,3,3,5,1,4,NA,20,0,3,9,39,1,11,8,28,5,10,2,17,9,3,2,7,14,24,/wnba/players/g/gwathja01w.html,11.6
Dearica Hamby,LVA,2018,F,33,474,0,9.6,18.3,0.526,1.4,4.7,0.289,8.3,13.6,0.608,4.8,6.5,0.742,3.9,12.4,4.3,2.5,0.9,3.9,7,25.4,19.8,0.601,0.563,0.257,0.354,8.7,13.9,14.8,2.5,1.5,15.5,21.7,111,104,1.1,0.7,1.7,0.146,12.1,0.743,0.223,0.269,0.2,0.051,0.257,0.608,0.872,0.574,0.457,0.222,0.289,0.722,1,0.022,0,3.7,6.3,6,13,24,7,31,NA,88,8,16,92,175,13,45,79,130,46,62,37,119,41,24,9,37,67,243,/wnba/players/h/hambyde01w.html,14.363636363636363
Bria Hartley,NYL,2018,G,34,806,20,6.6,16.9,0.389,2.3,7.5,0.308,4.3,9.4,0.453,2.9,4.1,0.708,1.6,6.4,7.7,1.8,0.1,4.3,4.8,18.4,11.1,0.49,0.457,0.442,0.245,3.5,7.2,24.9,1.8,0.2,18.8,20.3,95,110,-0.2,0.5,0.2,0.012,15.3,0.558,0.238,0.106,0.102,0.113,0.442,0.453,0.603,0.357,0.296,0.367,0.308,0.388,0.722,0.077,0.222,-12.9,-4.7,43,16,34,2,31,NA,275,10,15,103,265,36,117,67,148,46,65,25,100,121,29,2,68,75,288,/wnba/players/h/hartlbr01w.html,23.705882352941178
Tianna Hawkins,WAS,2018,F,32,532,4,8,18,0.443,2.5,6.9,0.357,5.5,11.1,0.496,1.4,1.7,0.824,3.5,11.1,2.4,1.7,1.2,3.5,7.8,19.8,12.2,0.528,0.511,0.383,0.093,8,12.7,7.4,1.7,1.9,15.9,19.5,100,106,0.2,0.6,0.8,0.062,13.1,0.617,0.29,0.197,0.06,0.071,0.383,0.496,0.642,0.333,0.455,0.385,0.357,0.625,1,0.071,0.6,-7.2,-17.2,11,11,32,9,10,NA,61,5,13,81,183,25,70,56,113,14,17,36,113,24,17,12,36,79,201,/wnba/players/h/hawkiti01w.html,16.625
Tiffany Hayes,ATL,2018,G,31,897,29,9.9,22.5,0.441,2.4,7.3,0.321,7.6,15.1,0.5,7.7,9.5,0.817,1.6,6.3,4.7,2,0.4,2.8,3.6,29.9,19.9,0.562,0.494,0.327,0.421,3.4,6.9,16.8,2,0.6,9.5,25.4,113,103,2.6,1.5,4.1,0.183,11.8,0.673,0.354,0.175,0.075,0.07,0.327,0.5,0.648,0.329,0.367,0.321,0.321,0.378,0.714,0.168,0.273,9,15.8,20,21,24,5,64,NA,195,18,14,177,401,42,131,135,270,138,169,28,112,83,36,7,50,65,534,/wnba/players/h/hayesti01w.html,28.93548387096774
Myisha Hines-Allen,WAS,2018,F,24,252,1,7.5,16.6,0.45,0.2,0.6,0.333,7.3,16,0.455,3.5,5.4,0.654,6,14.3,2.1,1.9,0.8,1.9,7.7,18.7,14.8,0.492,0.456,0.038,0.325,13.6,16.4,6.4,1.9,1.3,9,18.3,109,106,0.4,0.3,0.7,0.117,8.7,0.963,0.3,0.275,0.238,0.15,0.038,0.455,0.583,0.455,0.263,0.5,0.333,0.286,1,0.333,1,-5.3,-10.2,4,2,19,2,13,NA,25,4,6,36,80,1,3,35,77,17,26,29,69,10,9,4,9,37,90,/wnba/players/h/hinesmy01w.html,10.5
Natasha Howard,SEA,2018,F,34,869,33,10.3,18.9,0.547,1,3.1,0.327,9.3,15.8,0.59,4.9,6.1,0.798,4.7,12.9,1.9,2.6,4,3.8,7.4,26.6,22.3,0.615,0.573,0.163,0.325,11.1,14.6,6.4,2.6,6,14.9,22.4,114,96,2.3,2.3,4.6,0.21,8.8,0.838,0.381,0.3,0.1,0.056,0.163,0.59,0.713,0.542,0.5,0.167,0.327,0.703,0.941,0,NA,16.2,18.2,22,13,64,12,48,NA,77,6,13,175,320,17,52,158,268,83,104,80,219,33,44,67,64,126,450,/wnba/players/h/howarna01w.html,25.558823529411764
Briann January,PHO,2018,G,33,895,33,4.4,10.4,0.423,2.7,5.7,0.47,1.7,4.7,0.366,1.7,2.1,0.806,0.8,3.9,6.3,1.1,0.2,2.6,4.4,13.2,9.5,0.581,0.552,0.549,0.198,2,4.5,18.4,1.1,0.3,18.9,12.5,110,112,1.1,0.3,1.4,0.064,19.3,0.451,0.099,0.044,0.093,0.214,0.549,0.366,0.444,0.375,0.176,0.41,0.47,0.367,0.979,0.23,0.522,2.8,-0.5,33,7,26,4,8,NA,251,2,6,77,182,47,100,30,82,29,36,14,68,109,19,4,46,76,230,/wnba/players/j/januabr01w.html,27.12121212121212
Moriah Jefferson,LVA,2018,G,16,251,0,6.5,17.2,0.379,0.6,3,0.2,5.9,14.2,0.417,3.4,4.1,0.81,1,4.1,6.7,2,0,3.2,4.1,17,9.5,0.447,0.397,0.172,0.241,2.2,4.6,20.9,2,0,14.3,19.2,93,110,-0.2,0.1,0,-0.004,14.3,0.828,0.057,0.195,0.345,0.23,0.172,0.417,0.4,0.529,0.4,0.35,0.2,0.267,1,0.067,0,-6.3,-7.4,9,7,5,0,11,NA,78,3,7,33,87,3,15,30,72,17,21,5,21,34,10,0,16,21,86,/wnba/players/j/jeffemo01w.html,15.6875
Glory Johnson,DAL,2018,F,29,652,17,6.6,15.8,0.417,1.3,4.2,0.315,5.3,11.6,0.453,3.6,4.6,0.78,3.6,13.4,3,2.2,1.1,3,4.7,18,14.3,0.507,0.458,0.265,0.289,8.5,15.4,9.5,2.2,1.7,14.5,17.7,104,105,0.6,0.9,1.5,0.091,12.5,0.735,0.294,0.162,0.113,0.167,0.265,0.453,0.517,0.424,0.391,0.412,0.315,0.662,0.882,0.056,0.333,5.1,2.9,23,7,28,6,21,NA,91,4,16,85,204,17,54,68,150,46,59,47,173,39,29,14,39,61,233,/wnba/players/j/johnsgl01w.html,22.482758620689655
Jonquel Jones,CON,2018,F,34,697,16,10.8,19.7,0.55,3.6,7.8,0.467,7.2,11.9,0.604,3.8,5.7,0.671,5.2,13.6,4.1,1.1,3,4,7.2,29.1,24.3,0.656,0.642,0.395,0.292,11.6,15.7,13,1.1,5,15.2,22.3,123,101,2.9,1.3,4.2,0.243,12.7,0.605,0.351,0.148,0.081,0.026,0.395,0.604,0.737,0.525,0.318,0.143,0.467,0.667,0.98,0.028,0.333,11.9,9.1,13,17,43,18,40,NA,132,13,13,149,271,50,107,99,164,53,79,71,188,57,15,42,55,99,401,/wnba/players/j/jonesjo01w.html,20.5
Crystal Langhorne,SEA,2018,F-C,26,362,1,7.4,14.7,0.5,0,0.6,0,7.4,14.2,0.52,2.3,2.6,0.889,2.4,10.9,1.3,1.1,0.6,3.4,3.1,17,10.6,0.536,0.5,0.038,0.173,5.7,12.3,3.8,1.1,0.9,17.7,17,96,103,-0.1,0.6,0.5,0.056,9.5,0.962,0.317,0.288,0.058,0.298,0.038,0.52,0.758,0.533,0.5,0.258,0,0.538,NA,0,NA,-5.3,-20.2,7,7,11,5,10,NA,23,2,9,52,104,0,4,52,100,16,18,17,77,9,8,4,24,22,120,/wnba/players/l/langhcr01w.html,13.923076923076923
Erlana Larkins,MIN,2018,F,13,168,0,3.7,8.4,0.444,0,0,NA,3.7,8.4,0.444,0.9,0.9,1,4,10.8,5.3,2.8,0.6,2.8,6.5,8.4,10.4,0.477,0.444,0,0.111,9.3,12.5,14.7,2.8,1,24.1,10.1,101,100,0.1,0.3,0.4,0.095,7.2,1,0.444,0.222,0.111,0.222,0,0.444,0.5,0.5,0.667,0.167,NA,0.833,NA,NA,NA,-1.7,-3,5,0,10,2,2,NA,40,1,3,12,27,0,0,12,27,3,3,13,35,17,9,2,9,21,27,/wnba/players/l/larkier01w.html,12.923076923076923
Jantel Lavender,LAS,2018,F,30,511,7,7.1,16.5,0.428,0.3,1.7,0.188,6.8,14.9,0.455,1.9,2.1,0.9,3.5,11.5,2.3,1.4,0.7,3.1,4.3,16.3,10.4,0.468,0.437,0.101,0.126,7.9,13.1,7,1.4,1.2,15.2,18.4,92,103,-0.4,0.9,0.5,0.037,14.3,0.899,0.195,0.138,0.101,0.465,0.101,0.455,0.71,0.227,0.563,0.392,0.188,0.846,1,0,NA,-12.5,-23,14,8,27,1,8,NA,54,3,6,68,159,3,16,65,143,18,20,34,111,22,13,7,30,41,157,/wnba/players/l/lavenja01w.html,17.033333333333335
Camille Little,PHO,2018,F,33,536,7,3.2,9.6,0.33,0.8,3,0.258,2.4,6.6,0.362,2.3,3,0.774,1.5,5.7,3.8,1.7,1,2.8,6.8,9.4,5,0.431,0.37,0.31,0.31,3.8,6.7,10.9,1.7,1.4,20.3,12.2,88,109,-0.5,0.4,0,-0.002,12.5,0.69,0.27,0.21,0.11,0.1,0.31,0.362,0.444,0.381,0.273,0.2,0.258,0.92,1,0.129,0.5,-3.6,-10.6,11,8,33,10,11,NA,98,2,12,33,100,8,31,25,69,24,31,16,60,40,18,10,29,71,98,/wnba/players/l/littlca01w.html,16.242424242424242
Jewell Loyd,SEA,2018,G,34,1010,34,9.2,21.8,0.423,3.4,9.2,0.37,5.8,12.7,0.462,4.9,5.8,0.851,2.1,7.9,6.4,2.2,0.3,3.3,3.1,26.8,19,0.55,0.501,0.421,0.265,5,8.9,20.2,2.2,0.4,11.9,24.4,111,103,2.5,1.6,4.2,0.164,16.3,0.579,0.16,0.123,0.105,0.191,0.421,0.462,0.71,0.453,0.333,0.329,0.37,0.339,0.806,0.21,0.447,13.5,15.1,40,15,30,6,44,NA,292,10,25,182,430,67,181,115,249,97,114,42,155,126,43,5,65,61,528,/wnba/players/l/loydje01w.html,29.705882352941178
Sancho Lyttle,PHO,2018,F,18,419,18,7.5,13.8,0.54,0,0.1,0,7.5,13.7,0.545,2.6,2.9,0.875,3.1,11.8,3.2,2,0.9,2.1,5,17.5,15.3,0.579,0.54,0.009,0.212,7.5,13.7,10.3,2,1.3,12.1,15.4,115,105,0.8,0.6,1.4,0.133,11.9,0.991,0.265,0.142,0.124,0.46,0.009,0.545,0.867,0.5,0.571,0.365,0,0.82,NA,0,NA,7.7,6.6,10,2,20,3,11,NA,62,4,3,61,113,0,1,61,112,21,24,25,96,26,16,7,17,41,143,/wnba/players/l/lyttlsa01w.html,23.27777777777778
Kayla McBride,LVA,2018,G,31,1000,31,9.8,21.7,0.449,2.4,6,0.393,7.4,15.7,0.47,6,6.5,0.917,1.2,6,5.4,1.6,0.2,3.1,1.6,27.9,18.9,0.566,0.503,0.278,0.301,2.8,6.7,18.7,1.6,0.3,11.2,24,111,110,2.4,0.6,3,0.119,16.1,0.722,0.066,0.157,0.294,0.205,0.278,0.47,0.759,0.536,0.419,0.4,0.393,0.564,0.833,0.057,0.286,-0.6,-1.2,35,19,11,4,53,NA,231,17,19,197,439,48,122,149,317,121,132,25,121,109,33,4,63,33,563,/wnba/players/m/mcbrika01w.html,32.25806451612903
Erica McCall,IND,2018,F,34,418,2,5.2,13.6,0.385,0.1,1,0.125,5.1,12.6,0.406,1.6,2.4,0.684,5.8,11.6,1.6,1.5,2,1.5,6.8,12.2,10.3,0.418,0.39,0.073,0.174,12.2,12.9,5.1,1.5,3.2,9.3,14.1,97,109,0,0.3,0.3,0.03,9.7,0.927,0.404,0.128,0.156,0.239,0.073,0.406,0.614,0.214,0.176,0.308,0.125,0.683,1,0.25,0.5,-10,4.2,4,1,18,4,9,NA,32,4,12,42,109,1,8,41,101,13,19,47,93,13,12,16,12,55,98,/wnba/players/m/mccaler01w.html,12.294117647058824
Angel McCoughtry,ATL,2018,F-G,29,799,28,10.7,25.5,0.42,1.3,4.8,0.276,9.4,20.7,0.453,7.4,8.8,0.836,2.9,11,5.4,2.4,1,4.8,4.7,30.1,19.1,0.512,0.446,0.188,0.346,6.3,12.1,20.1,2.4,1.6,14,29.5,101,99,0.6,1.8,2.4,0.121,12.6,0.812,0.257,0.156,0.153,0.247,0.188,0.453,0.625,0.429,0.387,0.33,0.276,0.463,0.905,0.211,0.188,4.4,1.8,36,17,23,15,59,NA,190,11,20,170,405,21,76,149,329,117,140,46,174,86,38,16,76,74,478,/wnba/players/m/mccouan01w.html,27.551724137931036
Kelsey Mitchell,IND,2018,G,34,829,17,8.9,25.7,0.346,4.4,13.1,0.335,4.5,12.6,0.358,4.9,6.1,0.804,0.6,3.8,5.8,1.4,0.3,4.1,5.1,27.1,11.7,0.477,0.432,0.51,0.237,1.2,4.2,20.6,1.4,0.4,12.7,28.4,93,113,-0.6,0.2,-0.5,-0.022,18.9,0.49,0.132,0.095,0.098,0.166,0.51,0.358,0.444,0.282,0.4,0.309,0.335,0.208,0.486,0.014,0.333,-16.3,-8.4,32,19,39,3,33,NA,207,8,19,142,410,70,209,72,201,78,97,9,60,92,23,4,66,82,432,/wnba/players/m/mitchke01w.html,24.38235294117647
Leilani Mitchell,PHO,2018,G,31,461,0,5.1,14.6,0.351,3.5,10.1,0.341,1.7,4.5,0.375,1.3,1.6,0.857,1.1,4.8,7.8,1.6,0.7,4,4.5,15,9.3,0.492,0.469,0.695,0.107,2.7,5.6,23.5,1.6,1,20.8,17.3,96,110,-0.1,0.3,0.2,0.019,21.3,0.305,0.107,0.061,0.046,0.092,0.695,0.375,0.571,0.25,0.333,0.25,0.341,0.267,0.903,0.088,0.5,-6.8,-14.5,21,5,16,4,4,NA,153,0,4,46,131,31,91,15,40,12,14,10,43,70,14,6,36,40,135,/wnba/players/m/mitchle01w.html,14.870967741935484
Tiffany Mitchell,IND,2018,G,34,871,20,6.4,17.4,0.371,1,3.6,0.267,5.5,13.8,0.398,4.5,5.4,0.835,1.5,6.3,4.7,1.8,0.5,2.9,3.5,18.4,11.2,0.465,0.399,0.206,0.313,3.1,7,15.3,1.8,0.8,12.9,19.8,95,111,-0.3,0.4,0.1,0.006,11.8,0.794,0.326,0.124,0.172,0.172,0.206,0.398,0.505,0.306,0.34,0.32,0.267,0.272,0.875,0.317,0.211,-12.4,1.5,23,12,29,0,38,NA,175,9,14,108,291,16,60,92,231,76,91,25,105,78,30,8,49,59,308,/wnba/players/m/mitchti01w.html,25.61764705882353
Renee Montgomery,ATL,2018,G,34,935,34,5.8,14.8,0.389,4.2,11.3,0.371,1.6,3.5,0.446,3.2,3.6,0.881,0.2,3.1,6.7,2.4,0.1,2.9,3.1,18.9,13.9,0.576,0.531,0.764,0.244,0.5,3.4,21.1,2.4,0.2,15.1,16.6,111,103,1.6,1.5,3.1,0.132,21.3,0.236,0.065,0.036,0.047,0.087,0.764,0.446,0.556,0.4,0.385,0.417,0.371,0.414,0.756,0.119,0.56,7.2,11.4,38,10,12,4,17,NA,269,4,11,107,275,78,210,29,65,59,67,4,58,125,45,2,54,57,351,/wnba/players/m/montgre01w.html,27.5
Maya Moore,MIN,2018,F,34,1081,34,10.7,25.4,0.423,3.2,8.7,0.365,7.6,16.7,0.454,4.8,5.8,0.833,2.3,8.4,4.2,2.7,0.6,2.9,3,29.5,19.7,0.528,0.486,0.343,0.228,5.2,9.7,14.7,2.7,0.9,9.4,26.8,107,101,2,2.1,4.1,0.15,15.9,0.657,0.148,0.108,0.199,0.201,0.343,0.454,0.679,0.421,0.362,0.396,0.365,0.535,0.697,0.094,0.294,4.7,19,36,19,19,2,40,NA,189,8,6,223,527,66,181,157,346,100,120,47,174,88,57,12,60,62,612,/wnba/players/m/moorema01w.html,31.794117647058822
Kaleena Mosqueda-Lewis,SEA,2018,F,33,442,4,7.1,17.2,0.412,3.9,9.4,0.42,3.1,7.8,0.403,1.3,1.4,0.917,0.9,5.6,3.1,0.5,0,2.7,4.5,19.4,9.4,0.545,0.527,0.547,0.081,2.2,6.3,9.3,0.5,0,13,18.1,102,108,0.3,0.4,0.7,0.06,19.6,0.453,0.054,0.061,0.074,0.264,0.547,0.403,1,0.556,0.455,0.231,0.42,0.778,0.941,0.358,0.448,-0.8,-15.2,16,4,16,1,5,NA,63,2,6,61,148,34,81,27,67,11,12,8,48,27,4,0,23,39,167,/wnba/players/m/mosquka01w.html,13.393939393939394
Astou Ndour,CHI,2018,C-F,22,255,9,7.3,15.4,0.474,1.4,4.4,0.318,5.9,11.1,0.536,4,5.1,0.769,4.6,10.7,1.4,1,2,2.2,6.3,20,14.7,0.565,0.519,0.282,0.333,11,12.4,4.4,1,3,11,17.6,112,113,0.5,0,0.5,0.084,12.4,0.718,0.321,0.128,0.141,0.128,0.282,0.536,0.56,0.5,0.545,0.5,0.318,0.8,1,0.227,0.6,-11,-3.5,2,3,21,3,11,NA,18,0,6,37,78,7,22,30,56,20,26,23,54,7,5,10,11,32,101,/wnba/players/n/ndouras01w.html,11.590909090909092
Kia Nurse,NYL,2018,G,34,774,7,6.8,17,0.402,2.5,8.4,0.294,4.4,8.6,0.508,4.5,5.1,0.87,1.6,5.4,3.6,1.5,0.3,2,4.8,20.6,12.7,0.535,0.475,0.492,0.301,3.5,6.2,11.7,1.5,0.6,9.4,18.7,108,111,1.2,0.3,1.5,0.076,15.7,0.508,0.254,0.09,0.078,0.086,0.492,0.508,0.677,0.348,0.4,0.273,0.294,0.606,1,0.214,0.333,-11.1,-0.4,11,7,21,5,26,NA,126,5,16,103,256,37,126,66,130,67,77,24,82,54,23,5,30,72,310,/wnba/players/n/nurseki01w.html,22.764705882352942
Chiney Ogwumike,CON,2018,F-C,31,790,31,11.3,18.7,0.603,0.1,0.1,0.5,11.2,18.6,0.603,6,7.6,0.797,5.4,14.5,2,2.2,1.2,3.3,6.8,28.6,24.4,0.65,0.604,0.007,0.404,12.2,16.7,6.5,2.2,2,12.9,21.6,125,101,3.4,1.6,5,0.253,4.7,0.993,0.558,0.298,0.082,0.055,0.007,0.603,0.742,0.517,0.083,0.438,0.5,0.674,1,0,NA,3.7,-8.9,9,18,40,10,58,NA,76,14,35,176,292,1,2,175,290,94,118,85,227,32,35,19,51,106,447,/wnba/players/o/ogwumch01w.html,25.483870967741936
Nneka Ogwumike,LAS,2018,F,27,831,27,10.8,20.6,0.525,0.6,1.7,0.346,10.2,18.9,0.541,4.5,5.6,0.816,3.1,11.8,3.4,2.7,0.8,2.6,4.9,26.7,21.5,0.58,0.539,0.081,0.27,7,13.4,11.6,2.7,1.2,10,22.9,113,99,2.2,1.8,4,0.192,8.1,0.919,0.45,0.227,0.09,0.152,0.081,0.541,0.731,0.397,0.241,0.367,0.346,0.688,1,0.038,1,6.5,12,17,10,36,7,42,NA,121,13,21,169,322,9,26,160,296,71,87,49,184,53,42,12,40,77,418,/wnba/players/o/ogwumnn01w.html,30.77777777777778
Courtney Paris,SEA,2018,C,34,360,0,4.6,8.6,0.533,0,0.1,0,4.6,8.4,0.542,1.3,2.4,0.529,5.6,19,3.1,1.1,1.3,2,7.8,10.4,12.8,0.541,0.533,0.017,0.283,13,21.4,8.6,1.1,1.9,17.2,10.2,117,99,0.6,0.8,1.4,0.157,3.7,0.983,0.65,0.283,0.017,0.033,0.017,0.542,0.641,0.353,1,0,0,0.781,NA,0,NA,5.6,-5.5,3,1,25,8,8,NA,53,3,10,32,60,0,1,32,59,9,17,39,133,22,8,9,14,55,73,/wnba/players/p/parisco01w.html,10.588235294117647
Candace Parker,LAS,2018,F-C,31,949,30,11.1,23.5,0.471,2.3,6.7,0.345,8.8,16.8,0.522,6.6,8.2,0.808,2.9,14.2,8.2,2.1,1.8,5.1,3.6,31.1,25.2,0.573,0.52,0.283,0.348,6.4,16.1,28.3,2.1,3,16,28.9,108,98,2.3,2.3,4.6,0.195,12.5,0.717,0.267,0.221,0.124,0.105,0.283,0.522,0.777,0.452,0.25,0.341,0.345,0.427,0.683,0.042,0,4.5,9,50,30,33,6,69,NA,326,21,15,198,420,41,119,157,301,118,146,51,253,146,38,33,92,65,555,/wnba/players/p/parkeca01w.html,30.612903225806452
Cheyenne Parker,CHI,2018,F,34,670,5,9.6,18.2,0.531,0.5,1.4,0.316,9.2,16.7,0.55,5.8,8.1,0.713,4.5,14.8,1.7,1.4,2.7,3.6,7.1,25.5,19.1,0.587,0.544,0.079,0.448,10.9,17.1,6,1.4,4.1,14.3,22.4,109,108,1.3,0.6,1.9,0.112,6.6,0.921,0.56,0.183,0.075,0.104,0.079,0.55,0.615,0.409,0.444,0.52,0.316,0.705,0.833,0,NA,-7.5,1.2,12,12,52,11,47,NA,56,4,31,128,241,6,19,122,222,77,108,60,196,23,19,36,48,94,339,/wnba/players/p/parkech01w.html,19.705882352941178
JiSu Park,LVA,2018,C,32,417,11,4.5,11.6,0.388,0,0.2,0,4.5,11.4,0.396,1.5,2.5,0.619,3.2,12.7,3.6,1.2,2.4,2.7,6.4,10.6,8.6,0.415,0.388,0.02,0.214,7.2,14.2,10.5,1.2,3.9,17.7,13.4,88,105,-0.4,0.5,0.1,0.012,13,0.98,0.173,0.133,0.265,0.408,0.02,0.396,0.647,0.154,0.269,0.45,0,0.842,NA,0,NA,-1.9,-2.4,10,6,29,5,6,NA,65,3,8,38,98,0,2,38,96,13,21,27,107,30,10,20,23,54,89,/wnba/players/p/parkji01w.html,13.03125
Theresa Plaisance,DAL,2018,F,7,81,0,8.7,22.4,0.389,5.6,11.8,0.474,3.1,10.6,0.294,0,1.2,0,6.2,16.2,3.1,1.2,1.2,5,8.1,23,13.3,0.502,0.514,0.528,0.056,14.5,18.7,10.5,1.2,1.9,17.8,23.8,97,106,0,0.1,0.1,0.043,17.3,0.472,0.139,0.111,0.139,0.083,0.528,0.294,0.2,0.25,0.4,0.333,0.474,0.6,1,0.053,0,5,1.6,5,1,6,1,1,NA,11,0,3,14,36,9,19,5,17,0,2,10,26,5,2,2,8,13,37,/wnba/players/p/plaisth01w.html,11.571428571428571
Kelsey Plum,LVA,2018,G,31,790,27,6.6,14.2,0.467,2.9,6.7,0.439,3.7,7.5,0.492,2.2,2.5,0.875,0.9,4.6,7.8,1.6,0.3,2.3,4,18.4,15.4,0.601,0.57,0.471,0.176,2,5.2,24.3,1.6,0.5,13.1,15.3,118,110,1.9,0.4,2.3,0.119,17.8,0.529,0.079,0.128,0.198,0.123,0.471,0.492,0.667,0.552,0.444,0.393,0.439,0.271,0.787,0.047,0.4,-1,-1.9,21,8,24,4,17,NA,265,2,10,106,227,47,107,59,120,35,40,14,74,124,25,5,37,64,294,/wnba/players/p/plumke01w.html,25.483870967741936
Epiphanny Prince,NYL,2018,G,16,305,12,8.1,20.6,0.393,3,7.2,0.419,5.1,13.3,0.38,3.5,4,0.875,1.2,4.2,4.6,2.4,0,2.9,5.2,22.8,12.5,0.509,0.467,0.352,0.197,2.6,4.8,15.4,2.4,0,11.4,22.2,100,110,0.2,0.2,0.3,0.042,16.6,0.648,0.115,0.131,0.156,0.246,0.352,0.38,0.643,0.375,0.211,0.367,0.419,0.367,0.778,0.163,0.571,-19.2,-10.6,6,5,7,6,10,NA,67,5,4,48,122,18,43,30,79,21,24,7,25,27,14,0,17,31,135,/wnba/players/p/princep01w.html,19.0625
