player_season,cluster,uncertainty,player,pos,age,tm,season,g,gs,mp,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,drb,trb,ast,stl,blk,tov,pf,pts,ortg,drtg,per,tspercent,x3par,ftr,orbpercent,drbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,distance,fga_2p,fga_0_3,fga_3_10,fga_10_16,fga_16_3p,fga_3p,fg_2p,fg_0_3,fg_3_10,fg_10_16,fg_16_3p,fg_3p,fg_2p_asst,fg_3p_asst,dunks_attempt,dunks_total,corner_3s_attempt,corner_3s_percent,heaves_attempts,heaves_makes,pg%,sg%,sf%,pf%,c%,oncourt,on_off,badpass,lostball,shoot_fouls_committed,off_fouls_committed,shoot_fouls_drawn,off_fouls_drawn,pga,and1,blkd,fg_tot,fga_tot,x3p_tot,x3pa_tot,x2p_tot,x2pa_tot,efgpercent,ft_tot,fta_tot,orb_tot,trb_tot,ast_tot,stl_tot,blk_tot,tov_tot,pf_tot,pts_tot,link
Russell Westbrook_2021,Primary Scorers/Initiators,1.862041687505922e-8,Russell Westbrook,PG,32,WAS,2021,65,65,2369,10.6,24.1,0.439,1.7,5.3,0.315,8.9,18.8,0.475,5.3,8,0.656,2.1,12.5,14.6,14.9,1.7,0.4,6.1,3.7,28.1,105,110,19.5,0.509,0.221,0.334,4.9,28.6,16.8,48.6,1.7,0.8,18,30.2,0.5,3.2,3.7,0.075,2.6,1.1,3.7,3.4,13.2,0.779,0.194,0.245,0.117,0.224,0.221,0.475,0.65,0.465,0.379,0.383,0.315,0.164,0.628,0.025,24,0.103,0.429,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/w/westbru01.html
Tristan Thompson_2018,Traditional Bigs,1.878355615492211e-8,Tristan Thompson,C,26,CLE,2018,53,22,1072,6,10.7,0.562,0,0,NA,6,10.7,0.562,2,3.6,0.544,5.8,10.3,16.1,1.5,0.7,0.8,1.6,4.7,14,120,112,13.6,0.569,0,0.336,13.4,23.3,18.4,4.3,0.7,1.3,11.8,12.6,1.8,0.7,2.5,0.113,-1,-1.9,-2.9,-0.2,3.2,1,0.664,0.255,0.06,0.026,0,0.562,0.673,0.35,0.286,0.333,NA,0.712,NA,0.196,40,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/t/thomptr01.html
Daniel Theis_2020,Roleplayers,1.8925523481705397e-8,Daniel Theis,C,27,BOS,2020,65,64,1566,7.4,13.1,0.566,1,3,0.333,6.4,10.2,0.633,2.7,3.5,0.763,4.3,8.8,13.1,3.4,1.1,2.6,1.7,6.7,18.5,130,105,17.9,0.631,0.225,0.268,9.7,19.3,14.6,10.1,1.1,5,10.2,14.4,4,2.6,6.5,0.201,0.6,1.8,2.4,1.7,9.2,0.775,0.493,0.169,0.073,0.04,0.225,0.633,0.729,0.458,0.516,0.412,0.333,0.804,1,0.211,81,0.135,0.385,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/t/theisda01.html
Myles Turner_2019,Primary Scorers/Initiators,2.1455192733554895e-8,Myles Turner,C,22,IND,2019,74,74,2119,8.8,18,0.487,1.8,4.5,0.388,7,13.5,0.521,3.4,4.6,0.736,2.3,9.9,12.3,2.7,1.4,4.6,2.3,4.5,22.7,110,101,18,0.567,0.251,0.258,5.4,22,13.9,8,1.4,8.4,10.3,20,1.9,4.4,6.3,0.144,0,2.4,2.5,2.4,13.9,0.749,0.256,0.141,0.108,0.244,0.251,0.521,0.685,0.445,0.476,0.411,0.388,0.78,0.974,0.081,54,0.077,0.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/t/turnemy01.html
Robert Covington_2021,Roleplayers,2.1859834609117e-8,Robert Covington,PF,30,POR,2021,70,70,2243,4.4,11.1,0.401,2.9,7.7,0.379,1.5,3.3,0.451,1.1,1.3,0.806,1.3,8.8,10.1,2.5,2.2,1.8,1.4,4.2,12.9,113,112,11.2,0.553,0.699,0.122,2.8,19.8,11.1,6.8,2.2,3.4,10.7,11.5,1.4,2.4,3.7,0.08,-1.3,1.5,0.2,1.2,19.6,0.301,0.181,0.075,0.016,0.029,0.699,0.451,0.587,0.211,0.125,0.4,0.379,0.652,0.948,0.031,10,0.126,0.244,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/c/covinro01.html
Evan Turner_2020,Reserves,2.2228621165965023e-8,Evan Turner,SG,31,ATL,2020,19,0,251,4.6,12.4,0.373,0,0.9,0,4.6,11.5,0.403,2.2,2.6,0.857,1.5,5.6,7.1,7.1,1.7,1.5,4.8,3.7,11.5,84,115,6.8,0.424,0.075,0.209,3.4,13,8.2,20.6,1.7,2.7,26.2,16.4,-0.5,0.1,-0.3,-0.064,-4.9,-0.7,-5.5,-0.2,10.4,0.925,0.299,0.149,0.343,0.134,0.075,0.403,0.55,0.5,0.261,0.333,0,0.4,NA,0,0,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/t/turneev01.html
Yuta Watanabe_2019,Reserves,2.7095028110046826e-8,Yuta Watanabe,SF,24,MEM,2019,15,0,174,4.3,14.6,0.294,0.6,4.6,0.125,3.7,10,0.371,2,2.9,0.7,1.1,7.7,8.9,2.3,1.1,0.3,1.7,3.1,11.1,76,111,3.3,0.352,0.314,0.196,2.5,17.7,10,6.6,1.1,0.5,9.8,15.8,-0.4,0.2,-0.2,-0.065,-7,-2.1,-9.1,-0.3,13.8,0.686,0.216,0.157,0.216,0.098,0.314,0.371,0.636,0.375,0.182,0.2,0.125,0.769,1,0.039,2,0.375,0.167,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/w/watanyu01.html
Jarred Vanderbilt_2021,Traditional Bigs,2.795084774742662e-8,Jarred Vanderbilt,PF,21,MIN,2021,64,30,1139,5.9,9.8,0.606,0,0.2,0.2,5.9,9.6,0.615,2.4,4.2,0.559,4.9,10.4,15.3,3.2,2.7,1.9,2.2,5.1,14.3,122,110,16.2,0.612,0.021,0.432,10.8,24.7,17.5,9.3,2.7,3.5,15.9,12.3,1.6,1.5,3.1,0.132,-1.4,1.4,-0.1,0.5,2.6,0.979,0.78,0.182,0.017,0,0.021,0.615,0.717,0.233,0,NA,0.2,0.711,1,0.195,40,0.6,0.333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/v/vandeja01.html
Derrick Jones Jr._2021,Roleplayers,2.7986737705099074e-8,Derrick Jones Jr.,SF,23,POR,2021,58,43,1318,5.4,11.3,0.484,1.6,5,0.316,3.8,6.2,0.619,2.2,3.4,0.648,2.8,4.7,7.6,1.7,1.4,2,1.2,4.7,14.7,121,116,11.9,0.576,0.447,0.299,6.1,10.7,8.3,4.8,1.4,3.7,8.5,12.3,1.6,0.8,2.4,0.089,-1.4,0,-1.4,0.2,12,0.553,0.467,0.079,0.003,0.003,0.447,0.619,0.662,0.375,1,0,0.316,0.673,0.977,0.197,50,0.522,0.31,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/j/jonesde02.html
Jordan Poole_2020,Facilitors/Shooters,3.138383919409904e-8,Jordan Poole,SG,20,GSW,2020,57,14,1274,6.3,18.9,0.333,2.8,10,0.279,3.5,8.9,0.392,3.6,4.5,0.798,0.3,4.1,4.4,5,1.3,0.4,2.8,3.5,18.9,91,117,7.2,0.454,0.528,0.237,0.7,9.6,5,15.8,1.3,0.7,11.8,21.1,-1.6,0.4,-1.2,-0.047,-4.4,-2.2,-6.6,-1.5,19.1,0.472,0.129,0.094,0.086,0.163,0.528,0.392,0.523,0.426,0.349,0.293,0.279,0.462,0.851,0.006,3,0.113,0.367,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/p/poolejo01.html
Rawle Alkins_2019,Reserves,3.829294026314045e-8,Rawle Alkins,SG,21,CHI,2019,10,1,120,5.3,15.8,0.333,1.2,4.8,0.25,4,10.9,0.37,3.2,4.8,0.667,4.4,6.1,10.5,5.3,0.4,0,3.2,2.8,15,93,117,8.1,0.418,0.308,0.308,9.9,13.7,11.8,15.2,0.4,0,15.3,19,-0.1,0,-0.1,-0.042,-3.8,-3.5,-7.3,-0.2,10.1,0.692,0.385,0.282,0.026,0,0.308,0.37,0.533,0.182,0,NA,0.25,0.7,1,0.026,1,0.333,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/a/alkinra01.html
Daniel Theis_2019,Roleplayers,3.917527613417349e-8,Daniel Theis,C,26,BOS,2019,66,2,908,7.7,14.1,0.549,1.4,3.6,0.388,6.4,10.6,0.603,3,4,0.737,4.6,7.3,11.9,3.6,1.1,2.2,1.8,8.5,19.8,128,107,17,0.624,0.252,0.286,10.2,16.2,13.2,10.5,1.1,4.1,9.9,15.8,2.3,1.3,3.5,0.188,-0.8,0.9,0,0.5,10.1,0.748,0.47,0.128,0.071,0.079,0.252,0.603,0.76,0.353,0.316,0.333,0.388,0.792,0.962,0.214,52,0.06,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/t/theisda01.html
John Collins_2021,Primary Scorers/Initiators,3.930530256823772e-8,John Collins,PF,23,ATL,2021,63,63,1848,11.4,20.5,0.556,2.2,5.5,0.399,9.2,15,0.615,4.5,5.4,0.833,3.1,9.3,12.4,2.1,0.9,1.7,2.2,5.1,29.6,125,112,20.6,0.645,0.27,0.265,7.1,20.3,13.8,6.9,0.9,3,8.9,22.2,4.8,1.9,6.7,0.174,2.5,-0.2,2.3,2,10.9,0.73,0.345,0.204,0.132,0.049,0.27,0.615,0.752,0.459,0.549,0.474,0.399,0.723,0.988,0.147,99,0.255,0.396,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/c/collijo01.html
Josh Hart_2021,Roleplayers,4.237488493430419e-8,Josh Hart,SF,25,NOP,2021,47,4,1349,5.4,12.2,0.439,2.2,6.9,0.326,3.1,5.4,0.583,2.5,3.2,0.775,1.9,11.5,13.4,3.9,1.4,0.4,1.7,3.9,15.4,117,113,12.2,0.566,0.561,0.259,4.3,26.1,15.2,10.6,1.4,0.8,11.3,13.5,1.4,1.3,2.7,0.097,-1.1,0.3,-0.8,0.4,16.1,0.439,0.302,0.061,0.026,0.049,0.561,0.583,0.654,0.381,0.556,0.412,0.326,0.591,0.984,0.035,12,0.342,0.303,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/h/hartjo01.html
Royce O'Neale_2020,Roleplayers,4.347089921363789e-8,Royce O'Neale,SF,26,UTA,2020,71,62,2049,3.8,8.7,0.433,2.2,5.8,0.377,1.6,2.9,0.545,1,1.3,0.764,0.6,8.6,9.2,4.3,1.4,0.8,1.4,4.8,10.7,117,109,9.5,0.578,0.668,0.151,1.5,18.8,10.4,11.6,1.4,1.3,13.5,9.6,1.8,2.5,4.3,0.101,-1.3,2.2,0.9,1.5,18.6,0.332,0.203,0.101,0.008,0.019,0.668,0.545,0.635,0.432,0,0.429,0.377,0.848,1,0.047,14,0.32,0.436,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/o/onealro01.html
Julian Washburn_2019,Reserves,4.513564832997474e-8,Julian Washburn,SF,27,MEM,2019,18,3,254,3.1,9.4,0.333,1,4.7,0.208,2.2,4.7,0.458,0.6,0.8,0.75,1.6,6.5,8,2.7,2.5,0.4,1.4,3.1,7.8,89,108,6.5,0.402,0.5,0.083,3.5,14.8,9.1,7.7,2.5,0.7,12.3,10,-0.2,0.3,0.1,0.023,-5.1,0.5,-4.6,-0.2,18.6,0.5,0.104,0.083,0.125,0.188,0.5,0.458,0.8,0.25,0.5,0.333,0.208,0.545,1,0.021,1,0.458,0.273,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/w/washbju01.html
Shelvin Mack_2018,Facilitors/Shooters,4.83506336079742e-8,Shelvin Mack,PG,27,ORL,2018,69,3,1365,6.4,14.8,0.43,1.7,5,0.345,4.7,9.9,0.473,2.5,3.5,0.711,0.8,5.1,6,9.8,1.9,0.3,3.2,3.3,17,106,111,13.3,0.518,0.336,0.234,1.8,11.6,6.7,29.5,1.9,0.5,16.3,17.6,1,1,1.9,0.069,-1.2,-0.2,-1.4,0.2,13.1,0.664,0.229,0.225,0.118,0.092,0.336,0.473,0.705,0.355,0.327,0.368,0.345,0.323,0.688,0,0,0.137,0.421,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/m/macksh01.html
Tony Bradley_2020,Traditional Bigs,5.070132658158144e-8,Tony Bradley,C,22,UTA,2020,58,3,663,9.2,13.9,0.667,0.2,0.2,1,9,13.7,0.661,2.2,3.4,0.652,8.1,11.5,19.6,1.7,1,2.4,2.2,8.4,20.9,135,106,21.7,0.681,0.016,0.243,19.1,25,22.2,5.4,1,4.1,12.5,15.8,2.2,1.1,3.3,0.236,1,0.3,1.3,0.6,2.9,0.984,0.762,0.201,0.016,0.005,0.016,0.661,0.743,0.368,0.667,0,1,0.691,1,0.201,32,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/b/bradlto01.html
Ersan İlyasova_2021,Reserves,5.376395129097489e-8,Ersan İlyasova,PF,33,UTA,2021,17,1,148,6.9,17.8,0.389,5.9,13.5,0.439,1,4.3,0.231,1.6,1.6,1,2.3,7.2,9.5,1.3,3.3,1,2.6,9.5,21.4,109,104,12.1,0.578,0.759,0.093,5.3,15.1,10.4,3.8,3.3,1.6,12.5,18.7,0.1,0.3,0.4,0.122,-2.5,1.7,-0.9,0,21.6,0.241,0.093,0.019,0.056,0.074,0.759,0.231,0.4,0,0,0.25,0.439,0.667,1,0.019,0,0.22,0.222,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/i/ilyaser01.html
Jakob Poeltl_2019,Traditional Bigs,5.496599408960634e-8,Jakob Poeltl,C,23,SAS,2019,77,24,1273,7.2,11.1,0.645,0,0,NA,7.2,11.1,0.645,1.9,3.5,0.533,6.8,8.9,15.7,3.6,1.1,2.6,1.8,4.8,16.2,133,108,19.4,0.64,0,0.317,15.4,19.7,17.6,10,1.1,4.5,12.7,13.1,3.5,1.6,5.1,0.193,1.3,0.7,2,1.3,2.9,1,0.7,0.248,0.041,0.01,0,0.645,0.709,0.486,0.417,1,NA,0.706,NA,0.107,28,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/p/poeltja01.html
Jemerrio Jones_2019,Reserves,5.501321964640482e-8,Jemerrio Jones,SF,23,LAL,2019,6,2,143,3.9,10.7,0.364,0.7,3.3,0.2,3.3,7.5,0.435,0.3,0.7,0.5,5.2,10.7,15.9,4.2,2.3,1.6,1.6,3.3,8.8,102,105,12.1,0.398,0.303,0.061,11.8,23.4,17.7,11.4,2.3,2.9,12.9,11.3,0,0.2,0.2,0.084,-2.2,2.4,0.2,0.1,10.6,0.697,0.455,0.152,0.061,0.03,0.303,0.435,0.6,0.2,0,0,0.2,0.6,1,0.03,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/j/jonesje01.html
Julius Randle_2020,Primary Scorers/Initiators,5.591031770890709e-8,Julius Randle,PF,25,NYK,2020,64,64,2080,10.8,23.5,0.46,1.5,5.4,0.277,9.3,18.1,0.515,6,8.2,0.733,3.5,11,14.6,4.6,1.2,0.5,4.5,4.2,29.2,105,112,17.5,0.538,0.23,0.35,7.5,24.9,16,15.8,1.2,1,14.3,27.6,0.9,1.8,2.7,0.062,0.7,-1,-0.3,0.9,10.5,0.77,0.358,0.235,0.097,0.081,0.23,0.515,0.631,0.424,0.439,0.358,0.277,0.404,0.938,0.056,51,0.169,0.385,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/r/randlju01.html
Deyonta Davis_2019,Traditional Bigs,5.774214772991115e-8,Deyonta Davis,C,22,ATL,2019,9,0,118,5.9,8.6,0.682,0,0.4,0,5.9,8.2,0.714,2.3,3.9,0.6,3.9,10.2,14.1,2,1.2,2,1.2,4.7,14.1,136,112,15.6,0.682,0.045,0.455,8.7,23.7,16,5.8,1.2,3.7,10.2,10.1,0.3,0.1,0.4,0.145,-1.5,-0.6,-2,0,4.6,0.955,0.682,0.136,0.045,0.091,0.045,0.714,0.867,0.333,0,0.5,0,0.8,NA,0.455,10,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/d/davisde01.html
Jonas Jerebko_2019,Roleplayers,5.94439744094899e-8,Jonas Jerebko,PF,31,GSW,2019,73,6,1218,6.4,13.9,0.459,2.7,7.3,0.367,3.7,6.5,0.563,2.5,3.1,0.8,2.8,8.4,11.2,3.7,1.1,0.7,1.7,5.4,17.9,120,111,13.5,0.588,0.53,0.225,6.6,18.1,12.6,10.1,1.1,1.2,9.9,15.2,2.1,1.2,3.3,0.13,-0.3,-0.4,-0.7,0.4,16.7,0.47,0.262,0.079,0.042,0.087,0.53,0.563,0.667,0.286,0.6,0.484,0.367,0.766,1,0.042,14,0.271,0.392,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/j/jerebjo01.html
Jodie Meeks_2019,Reserves,6.100302041289751e-8,Jodie Meeks,SG,31,TOR,2019,8,0,104,9.7,18,0.538,3.7,8.3,0.444,6,9.7,0.619,0.5,0.5,1,0.5,5.1,5.5,3.7,0.5,0.5,0.9,2.3,23.5,127,112,16,0.647,0.462,0.026,1.1,11.1,6.2,11.5,0.5,0.8,4.8,17.1,0.2,0.1,0.3,0.153,1.4,-0.8,0.5,0.1,15.3,0.538,0.179,0.179,0.103,0.077,0.462,0.619,0.857,0.714,0.25,0.333,0.444,0.923,1,0,0,0.389,0.429,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/m/meeksjo01.html
Kyle Collinsworth_2018,Reserves,6.265089191881401e-8,Kyle Collinsworth,SF,26,DAL,2018,32,2,480,4,10.4,0.384,0.4,1.8,0.235,3.6,8.6,0.415,2.2,4.2,0.525,3.3,7.8,11.2,5.9,1.8,0.9,2.5,4.6,10.6,98,108,10,0.433,0.172,0.404,7.2,18,12.4,16.4,1.8,1.7,17.1,13.3,-0.1,0.5,0.5,0.046,-3.5,0.9,-2.6,-0.1,7.6,0.828,0.354,0.384,0.081,0.01,0.172,0.415,0.486,0.395,0.25,0,0.235,0.294,1,0.051,5,0.353,0.167,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/c/colliky01.html
Bismack Biyombo_2020,Traditional Bigs,6.523950224490704e-8,Bismack Biyombo,C,27,CHO,2020,53,29,1029,7.4,13.5,0.543,0,0,NA,7.4,13.5,0.543,4.4,7.4,0.603,5.8,9.2,15,2.4,0.5,2.4,2.3,5.6,19.1,116,112,16.1,0.57,0,0.543,12.3,20.7,16.3,7.8,0.5,4.4,12.2,16.8,1.5,0.9,2.4,0.113,-1.8,-0.7,-2.5,-0.1,3.6,1,0.604,0.32,0.065,0.011,0,0.543,0.702,0.315,0.278,0,NA,0.834,NA,0.212,56,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/b/biyombi01.html
Jarrett Jack_2018,Facilitors/Shooters,7.100078047717062e-8,Jarrett Jack,PG,34,NYK,2018,62,56,1548,6.1,14.2,0.427,0.8,2.8,0.291,5.3,11.4,0.459,2,2.4,0.84,0.7,5.4,6.1,11.1,1.1,0.1,3.7,3.1,14.9,103,114,11.5,0.489,0.194,0.169,1.6,12.1,6.8,31.3,1.1,0.2,19.5,16.7,0.5,0.7,1.2,0.036,-1.6,-1.3,-2.8,-0.3,14.2,0.806,0.124,0.212,0.174,0.296,0.194,0.459,0.655,0.457,0.416,0.405,0.291,0.195,0.6,0,0,0.128,0.273,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/j/jackja01.html
Chris Boucher_2019,Reserves,7.11573233669327e-8,Chris Boucher,PF,26,TOR,2019,28,0,163,10,22.3,0.447,3.5,10.9,0.324,6.5,11.5,0.564,3.8,4.4,0.867,4.7,11.8,16.5,0.6,1.8,7.1,2.1,9.1,27.3,112,97,22.2,0.563,0.487,0.197,10.9,25.8,18.5,1.9,1.8,12.2,7.8,23.6,0.2,0.4,0.7,0.194,-0.2,2.8,2.6,0.2,13.3,0.513,0.368,0.132,0,0.013,0.487,0.564,0.75,0.1,NA,0,0.324,0.636,1,0.145,11,0.189,0.429,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/b/bouchch01.html
Damian Jones_2019,Traditional Bigs,7.182896166746389e-8,Damian Jones,C,23,GSW,2019,24,22,410,6.1,8.6,0.716,0,0,NA,6.1,8.6,0.716,2.8,4.3,0.649,3.6,5.1,8.7,3.2,1.4,2.9,1.9,7.3,15.1,137,109,15.3,0.72,0,0.5,8.4,11,9.8,8.7,1.4,5.1,15.1,11.1,1,0.5,1.5,0.173,-0.6,1.7,1.1,0.3,3,1,0.784,0.149,0.014,0.054,0,0.716,0.793,0.455,0,0.5,NA,0.887,NA,0.5,35,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/j/jonesda03.html
Marc Gasol_2018,Primary Scorers/Initiators,7.41334598153287e-8,Marc Gasol,C,33,MEM,2018,73,73,2408,9.1,21.7,0.42,2.3,6.7,0.341,6.8,15,0.456,5.9,7.1,0.834,1.6,10.8,12.4,6.4,1.1,2.1,4.1,3.9,26.4,104,108,17.4,0.532,0.31,0.326,3.7,25.3,14.2,21.7,1.1,3.9,14.1,25.6,1.5,2.6,4,0.08,1.7,0.6,2.3,2.7,14.3,0.69,0.159,0.207,0.185,0.139,0.31,0.456,0.665,0.346,0.366,0.5,0.341,0.662,0.972,0.035,34,0.022,0.429,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/g/gasolma01.html
Dwight Powell_2021,Traditional Bigs,7.580935079687379e-8,Dwight Powell,C,29,DAL,2021,58,19,966,6.1,9.9,0.619,0.3,1.1,0.238,5.9,8.8,0.665,5,6.3,0.782,4.1,7.9,11.9,3.2,1.8,1.5,2,6.9,17.5,136,110,16.8,0.688,0.108,0.639,9.2,17.4,13.3,8.9,1.8,2.9,13.9,13.2,2.6,1.2,3.8,0.188,-0.7,1.3,0.6,0.6,4.5,0.892,0.737,0.144,0.01,0,0.108,0.665,0.755,0.25,0,NA,0.238,0.843,1,0.34,58,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/p/poweldw01.html
Miloš Teodosić_2018,Facilitors/Shooters,7.656569256386803e-8,Miloš Teodosić,PG,30,LAC,2018,45,36,1134,6.5,15.4,0.419,3.8,9.9,0.379,2.7,5.5,0.492,1.7,2,0.848,0.7,4.7,5.4,9,1,0.2,4.2,4.4,18.4,107,114,11.6,0.564,0.644,0.128,1.6,10.5,6.1,26.2,1,0.4,20.3,18.2,0.9,0.5,1.4,0.058,-0.3,-1.5,-1.7,0.1,20.7,0.356,0.064,0.036,0.083,0.172,0.644,0.492,0.652,0.385,0.533,0.435,0.379,0.302,0.705,0,0,0.082,0.421,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/t/teodomi01.html
