player_season,cluster,uncertainty,player,pos,age,tm,season,g,gs,mp,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,drb,trb,ast,stl,blk,tov,pf,pts,ortg,drtg,per,tspercent,x3par,ftr,orbpercent,drbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,distance,fga_2p,fga_0_3,fga_3_10,fga_10_16,fga_16_3p,fga_3p,fg_2p,fg_0_3,fg_3_10,fg_10_16,fg_16_3p,fg_3p,fg_2p_asst,fg_3p_asst,dunks_attempt,dunks_total,corner_3s_attempt,corner_3s_percent,heaves_attempts,heaves_makes,pg%,sg%,sf%,pf%,c%,oncourt,on_off,badpass,lostball,shoot_fouls_committed,off_fouls_committed,shoot_fouls_drawn,off_fouls_drawn,pga,and1,blkd,fg_tot,fga_tot,x3p_tot,x3pa_tot,x2p_tot,x2pa_tot,efgpercent,ft_tot,fta_tot,orb_tot,trb_tot,ast_tot,stl_tot,blk_tot,tov_tot,pf_tot,pts_tot,link
Deonte Burton_2020,Reserves,7.805042823161301e-8,Deonte Burton,SF,26,OKC,2020,39,0,356,5.9,17.1,0.344,1.4,7.2,0.189,4.5,9.8,0.458,1.1,1.9,0.571,1,6.8,7.8,2.3,1,1.4,2.6,4.6,14.2,78,110,4.3,0.396,0.424,0.112,2.2,15.1,8.8,6.8,1,2.4,12.7,18.5,-0.9,0.4,-0.5,-0.067,-6.3,-0.5,-6.8,-0.4,14.6,0.576,0.352,0.136,0.024,0.064,0.424,0.458,0.614,0.235,0,0.25,0.189,0.727,0.9,0.04,5,0.245,0.154,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/b/burtode02.html
DeAndre Jordan_2020,Traditional Bigs,8.32117081905892e-8,DeAndre Jordan,C,31,BRK,2020,56,6,1234,7.3,11,0.666,0,0,NA,7.3,11,0.666,3.2,4.7,0.68,5.4,16.1,21.5,4,0.7,2,2.8,4.4,17.8,129,104,19.9,0.682,0,0.425,12.1,34.5,23.5,12.6,0.7,3.5,17.8,14.1,3,2.2,5.2,0.2,1.2,1.8,3,1.5,1.8,1,0.836,0.15,0.007,0.007,0,0.666,0.729,0.349,0,0.5,NA,0.743,NA,0.463,113,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/j/jordade01.html
Maurice Harkless_2018,Roleplayers,8.364746928446465e-8,Maurice Harkless,SF,24,POR,2018,59,36,1264,5.8,11.7,0.495,1.9,4.6,0.415,3.9,7,0.547,1.7,2.3,0.712,1.8,4.6,6.4,2.1,1.9,1.7,1.6,4.1,15.2,117,106,12.6,0.596,0.397,0.199,4,9.9,7,6,1.9,2.8,11,12.6,1.6,1.7,3.2,0.123,-0.4,1.7,1.4,1.1,11.2,0.603,0.458,0.098,0.007,0.04,0.397,0.547,0.618,0.31,0.5,0.333,0.415,0.602,0.98,0.135,30,0.441,0.404,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/h/harklma01.html
DeAndre' Bembry_2018,Reserves,9.109337451018718e-8,DeAndre' Bembry,SF,23,ATL,2018,26,3,455,5.7,13.7,0.414,1.2,3.2,0.367,4.5,10.5,0.429,2,3.5,0.576,0.9,6.9,7.7,5.3,2.3,1.3,5,4.1,14.6,83,109,7.6,0.477,0.234,0.258,2,15.7,8.8,15.9,2.3,2.3,24.8,18.2,-0.9,0.5,-0.4,-0.04,-5.1,0.3,-4.7,-0.3,8.7,0.766,0.5,0.148,0.109,0.008,0.234,0.429,0.516,0.211,0.286,1,0.367,0.405,1,0.07,9,0.333,0.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/b/bembrde01.html
Nerlens Noel_2019,Traditional Bigs,9.562818159558617e-8,Nerlens Noel,C,24,OKC,2019,77,2,1055,7.2,12.2,0.587,0,0,NA,7.2,12.2,0.587,2.4,3.5,0.684,5.6,8.8,14.4,2,2.9,4.2,2.1,7.3,16.7,122,99,19.3,0.608,0,0.286,12.1,20,15.9,5.9,2.9,7.7,13.4,13.8,1.9,2.5,4.3,0.198,-1.2,3.3,2.1,1.1,4.7,1,0.62,0.188,0.145,0.047,0,0.587,0.725,0.365,0.375,0.308,NA,0.728,NA,0.301,76,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/n/noelne01.html
Tony Bradley_2021,Traditional Bigs,9.712286319629726e-8,Tony Bradley,C,23,TOT,2021,42,8,684,9.2,13.8,0.665,0,0.2,0,9.2,13.6,0.675,2.7,3.8,0.691,5.9,10.8,16.7,2.6,1,2.1,2.3,4.3,21,131,109,20.7,0.678,0.015,0.279,13.3,24,18.6,8.5,1,3.9,13,15.8,1.8,1,2.7,0.192,1.2,0.1,1.3,0.6,4.3,0.985,0.569,0.325,0.046,0.046,0.015,0.675,0.741,0.656,0.444,0.222,0,0.687,NA,0.107,20,0.333,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/b/bradlto01.html
Aaron Harrison_2018,Reserves,9.919453758389096e-8,Aaron Harrison,SG,23,DAL,2018,9,3,233,4.1,14.9,0.275,1.9,9.3,0.209,2.2,5.6,0.385,2.8,3.7,0.765,0.9,4.3,5.2,2.4,1.9,0.4,0.6,5.8,12.9,87,110,5.1,0.392,0.623,0.246,1.8,9.9,5.7,6.7,1.9,0.8,3.8,15.5,-0.3,0.2,-0.1,-0.014,-6.8,-0.6,-7.5,-0.3,18.9,0.377,0.116,0.043,0.087,0.13,0.623,0.385,0.625,0.333,0.333,0.222,0.209,0.3,1,0,0,0.279,0.083,0,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/h/harriaa01.html
Tim Frazier_2019,Facilitors/Shooters,1.0129894922883409e-7,Tim Frazier,PG,28,TOT,2019,59,19,1120,4.8,10.8,0.444,1.5,4.2,0.366,3.3,6.6,0.494,1.7,2.2,0.759,1.7,5.3,7,10.3,1.2,0.2,3.2,4.6,12.9,114,114,11.7,0.544,0.387,0.207,3.9,11.5,7.7,27.6,1.2,0.4,21.1,13.3,1.3,0.7,2,0.084,-1.4,-0.4,-1.8,0.1,14.3,0.613,0.272,0.123,0.126,0.092,0.387,0.494,0.648,0.281,0.455,0.375,0.366,0.392,0.811,0.004,1,0.238,0.458,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/f/fraziti01.html
Frank Ntilikina_2021,Reserves,1.0548160567225295e-7,Frank Ntilikina,PG,22,NYK,2021,33,4,322,4.5,12.3,0.367,3.6,7.5,0.479,0.9,4.8,0.194,1.2,2.8,0.444,0.9,3.9,4.8,3,2.8,0.6,1.7,7,13.8,102,108,7.7,0.512,0.608,0.228,2,8.3,5.2,8.1,2.8,1.2,11.2,13.6,0,0.5,0.5,0.07,-4.2,2.5,-1.7,0,20.5,0.392,0.038,0.076,0.152,0.127,0.608,0.194,0.667,0.167,0.167,0.1,0.479,0,0.957,0,0,0.354,0.706,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/n/ntilila01.html
Jonas Valančiūnas_2020,Primary Scorers/Initiators,1.1073245231862927e-7,Jonas Valančiūnas,C,27,MEM,2020,70,70,1845,10.9,18.7,0.585,0.8,2.3,0.352,10.1,16.4,0.617,3.7,5.1,0.74,5.4,14.6,19.9,3.3,0.8,1.9,3.2,4.7,26.4,120,107,22.2,0.631,0.123,0.271,12.4,32.2,22.5,10.9,0.8,3.6,13.3,21.5,4.2,2.8,7,0.182,2.1,0.2,2.4,2,7.2,0.877,0.424,0.359,0.068,0.027,0.123,0.617,0.735,0.543,0.34,0.45,0.352,0.588,1,0.091,63,0.143,0.231,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/v/valanjo01.html
Hassan Whiteside_2020,Traditional Bigs,1.2350065115018793e-7,Hassan Whiteside,C,30,POR,2020,67,61,2008,10.3,16.7,0.621,0.1,0.2,0.571,10.3,16.5,0.622,3.9,5.7,0.686,6.1,15.4,21.5,1.9,0.6,4.7,2.8,4.7,24.7,125,107,25,0.644,0.01,0.34,13.6,33.3,23.6,5.9,0.6,8.4,12.9,19.6,5.6,3,8.5,0.204,2.5,0.7,3.2,2.6,5,0.99,0.558,0.259,0.108,0.064,0.01,0.622,0.74,0.511,0.395,0.422,0.571,0.646,1,0.188,128,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/w/whiteha01.html
Willy Hernangómez_2019,Primary Scorers/Initiators,1.3340801530148383e-7,Willy Hernangómez,C,24,CHO,2019,58,3,812,9.2,17.7,0.519,0.9,2.3,0.385,8.3,15.3,0.539,6,8.6,0.694,7,11.6,18.6,3.6,1,1.2,3.5,5.9,25.2,118,111,20.4,0.587,0.132,0.488,15.3,26.3,20.7,11.5,1,2.1,13.9,22.1,1.8,0.8,2.6,0.153,1.1,-1.1,-0.1,0.4,6.3,0.868,0.553,0.268,0.031,0.017,0.132,0.539,0.607,0.418,0.667,0,0.385,0.659,1,0.095,25,0.128,0.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/h/hernawi01.html
Michael Beasley_2018,Primary Scorers/Initiators,1.3560316869387634e-7,Michael Beasley,PF,29,NYK,2018,74,30,1653,12.3,24.2,0.507,1,2.6,0.395,11.2,21.6,0.52,3.7,4.8,0.78,2.9,9.5,12.4,3.7,1.1,1.3,4.3,4.3,29.3,103,110,17.8,0.556,0.107,0.197,6.5,21.2,13.9,12.5,1.1,2.3,14,26.9,0.9,1.5,2.4,0.069,0.6,-0.8,-0.2,0.7,9,0.893,0.328,0.268,0.171,0.124,0.107,0.52,0.675,0.463,0.428,0.37,0.395,0.467,0.912,0.052,37,0.267,0.304,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/b/beaslmi01.html
T.J. McConnell_2019,Facilitors/Shooters,1.3931449049930933e-7,T.J. McConnell,PG,26,PHI,2019,76,3,1470,7.1,13.5,0.525,0.4,1.3,0.333,6.6,12.1,0.546,0.9,1.2,0.784,0.9,4.7,5.6,8.3,2.5,0.5,2.9,3.4,15.5,110,110,13.4,0.555,0.1,0.088,2.1,10.2,6.3,24.7,2.5,0.9,17.3,15,1.2,1.7,2.9,0.094,-1.8,0.9,-0.9,0.4,10.9,0.9,0.232,0.217,0.313,0.138,0.1,0.546,0.691,0.495,0.481,0.534,0.333,0.403,1,0,0,0.548,0.348,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/m/mccontj01.html
Pat Connaughton_2019,Roleplayers,1.5103971084950985e-7,Pat Connaughton,SG,26,MIL,2019,61,2,1261,6,12.9,0.466,2.4,7.4,0.33,3.6,5.5,0.647,1.1,1.5,0.725,2.2,7.3,9.5,4.5,1.2,0.9,1.2,3,15.5,122,107,13.6,0.573,0.571,0.114,5.2,15,10.4,12.6,1.2,1.7,8.2,13.3,2,1.9,3.9,0.149,0.3,0.8,1.2,1,16.4,0.429,0.311,0.074,0.017,0.026,0.571,0.647,0.734,0.423,0.167,0.556,0.33,0.753,0.939,0.146,43,0.185,0.324,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/c/connapa01.html
Tristan Thompson_2021,Traditional Bigs,1.5231093442036325e-7,Tristan Thompson,PF,29,BOS,2021,54,43,1287,6.4,12.4,0.518,0,0.1,0,6.4,12.3,0.523,2.7,4.6,0.592,6.4,10.2,16.7,2.5,0.9,1.3,2.4,4.5,15.5,116,112,14.2,0.54,0.009,0.368,14.5,23.5,19,7.2,0.9,2.4,14.1,14.8,1.5,1.4,2.9,0.107,-1.5,-1,-2.5,-0.2,4.5,0.991,0.472,0.466,0.046,0.006,0.009,0.523,0.571,0.48,0.467,0.5,0,0.544,NA,0.095,26,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/t/thomptr01.html
Andre Drummond_2021,Primary Scorers/Initiators,1.530417900186265e-7,Andre Drummond,C,27,TOT,2021,46,46,1242,11.1,22.6,0.493,0,0.3,0,11.1,22.3,0.5,4.9,8.1,0.6,6.6,15.2,21.8,3.7,2.5,1.9,4.9,5.9,27.1,101,104,19.4,0.519,0.014,0.358,14.8,35.2,24.9,13.2,2.5,3.5,15.8,27.6,-0.6,2.5,2,0.077,-1.7,0.5,-1.2,0.3,3.6,0.986,0.589,0.364,0.026,0.007,0.014,0.5,0.576,0.409,0.2,0,0,0.571,NA,0.14,64,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/d/drumman01.html
JaMychal Green_2020,Roleplayers,1.674571000753744e-7,JaMychal Green,PF,29,LAC,2020,63,1,1307,5.5,12.7,0.429,3.3,8.6,0.387,2.1,4.1,0.518,1.3,1.7,0.75,2.8,11.2,14,1.8,1,0.9,2,6.3,15.6,112,106,11.1,0.576,0.676,0.136,6.3,24.1,15.4,5,1,1.6,12.6,13.7,1.1,2,3.1,0.115,-1.2,0.7,-0.5,0.5,18.4,0.324,0.205,0.085,0.014,0.02,0.676,0.518,0.611,0.333,0.6,0.286,0.387,0.576,1,0.04,12,0.231,0.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/g/greenja01.html
Shai Gilgeous-Alexander_2021,Primary Scorers/Initiators,1.791883749158174e-7,Shai Gilgeous-Alexander,SG,22,OKC,2021,35,35,1180,11.6,22.8,0.508,2.9,6.8,0.418,8.7,15.9,0.547,7.5,9.2,0.808,0.8,5.9,6.7,8.3,1.1,0.9,4.3,2.8,33.4,118,115,21.6,0.623,0.301,0.405,1.7,13.1,7.3,31.2,1.1,1.7,13.7,27.8,2.7,0.8,3.5,0.143,3.9,0.2,4.1,1.8,11.6,0.699,0.333,0.225,0.097,0.044,0.301,0.547,0.633,0.528,0.382,0.36,0.418,0.074,0.296,0.018,10,0.076,0.462,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/g/gilgesh01.html
Kyrie Irving_2018,Primary Scorers/Initiators,1.9201924983391905e-7,Kyrie Irving,PG,25,BOS,2018,60,60,1931,13.8,28.1,0.491,4.3,10.5,0.408,9.5,17.6,0.541,6,6.8,0.889,0.9,5,5.9,7.9,1.7,0.4,3.6,3.2,37.9,118,106,25,0.61,0.374,0.24,1.9,10.8,6.4,30.7,1.7,0.7,10.4,31,6.3,2.7,8.9,0.222,6.4,0.9,7.3,4.5,14.5,0.626,0.223,0.158,0.132,0.112,0.374,0.541,0.649,0.436,0.479,0.549,0.408,0.264,0.53,0.002,2,0.123,0.42,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/i/irvinky01.html
Kyrie Irving_2021,Primary Scorers/Initiators,1.9375679238819998e-7,Kyrie Irving,PG,28,BRK,2021,54,54,1886,14,27.8,0.506,3.9,9.7,0.402,10.2,18.1,0.561,5.1,5.6,0.922,1.3,5.2,6.6,8.3,1.9,0.9,3.3,3.6,37.1,121,114,24.4,0.614,0.348,0.201,3.2,11.4,7.5,28.6,1.9,1.7,9.9,30.4,5.8,1.6,7.4,0.189,5.7,-0.2,5.5,3.6,14.6,0.652,0.195,0.196,0.159,0.101,0.348,0.561,0.623,0.535,0.52,0.555,0.402,0.234,0.579,0.005,3,0.071,0.37,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/i/irvinky01.html
Lonnie Walker IV_2019,Reserves,2.031189501039421e-7,Lonnie Walker IV,SG,20,SAS,2019,17,0,118,6.6,19,0.348,2.1,5.4,0.385,4.6,13.7,0.333,3.3,4.1,0.8,0,7,7,3.7,2.9,1.2,1.7,2.9,18.6,93,107,10.8,0.446,0.283,0.217,0,15.6,7.9,10.3,2.9,2.2,7.4,20.3,-0.1,0.2,0,0.019,-3.4,1,-2.4,0,14.4,0.717,0.217,0.174,0.109,0.217,0.283,0.333,0.7,0,0.4,0.2,0.385,0.273,0.8,0,0,0.077,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/w/walkelo01.html
Derrick Rose_2020,Primary Scorers/Initiators,2.0372301023918737e-7,Derrick Rose,PG,31,DET,2020,50,15,1298,14,28.5,0.49,1.7,5.6,0.306,12.3,23,0.535,4.6,5.3,0.871,1,3.6,4.6,10.5,1.5,0.6,4.8,1.9,34.3,109,115,21,0.555,0.195,0.185,2.3,8.3,5.3,40.5,1.5,1,13.4,31.6,1.8,0.7,2.5,0.092,3.9,-1.7,2.2,1.4,10.9,0.805,0.301,0.252,0.145,0.106,0.195,0.535,0.665,0.458,0.468,0.438,0.306,0.173,0.644,0.003,2,0.122,0.444,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/r/rosede01.html
Gorgui Dieng_2019,Primary Scorers/Initiators,2.112045507374205e-7,Gorgui Dieng,C,29,MIN,2019,76,2,1031,8.8,17.5,0.501,0.9,2.6,0.339,7.9,14.9,0.53,4.1,4.9,0.83,3.8,10.7,14.5,3.3,2.2,1.9,2.6,6.2,22.5,114,108,18.1,0.572,0.149,0.281,8.3,24.1,16.1,10.3,2.2,3.4,11.9,19.6,1.5,1.3,2.8,0.132,-0.3,0.9,0.6,0.7,12.8,0.851,0.279,0.103,0.172,0.297,0.149,0.53,0.695,0.41,0.462,0.455,0.339,0.741,0.947,0.08,28,0.625,0.429,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/d/dienggo01.html
Maurice Harkless_2019,Roleplayers,2.176008013776709e-7,Maurice Harkless,SF,25,POR,2019,60,53,1415,6.5,13.3,0.487,1.1,4.1,0.275,5.3,9.2,0.582,1.7,2.5,0.671,2.6,6.6,9.2,2.5,2.3,1.8,1.5,5.6,15.7,114,108,13.2,0.547,0.309,0.188,5.9,14.1,10.1,7.1,2.3,3,9.7,13.9,1.5,1.9,3.4,0.114,-1,1.7,0.7,1,9.7,0.691,0.526,0.129,0.013,0.023,0.309,0.582,0.667,0.34,0.4,0.111,0.275,0.673,0.939,0.186,66,0.317,0.289,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/h/harklma01.html
Mike Muscala_2019,Roleplayers,2.3566327667090547e-7,Mike Muscala,PF,27,TOT,2019,64,10,1306,5.2,13,0.402,3.2,9.2,0.348,2,3.8,0.533,2.5,3.1,0.824,2.1,6.7,8.8,2.7,0.8,1.4,1.7,4.7,16.2,113,111,10.8,0.564,0.709,0.235,4.7,14.7,9.8,7.7,0.8,2.3,10.8,14.3,1.2,1.2,2.5,0.091,-0.8,-0.3,-1.1,0.3,20.2,0.291,0.144,0.061,0.047,0.039,0.709,0.533,0.596,0.455,0.529,0.429,0.348,0.768,1,0.017,5,0.191,0.306,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/m/muscami01.html
Joe Ingles_2019,Facilitors/Shooters,2.387707740414413e-7,Joe Ingles,PF,31,UTA,2019,82,82,2568,6.7,14.9,0.448,3.5,9,0.391,3.2,5.9,0.533,1.6,2.3,0.707,0.7,5.5,6.1,8.7,1.8,0.4,3.6,3.4,18.5,110,107,13.4,0.581,0.602,0.153,1.5,12.2,7,26.1,1.8,0.6,18.4,17.5,2.5,3.6,6,0.113,0.3,1.1,1.4,2.2,17.3,0.398,0.191,0.133,0.042,0.031,0.602,0.533,0.667,0.439,0.382,0.32,0.391,0.388,0.825,0.004,3,0.261,0.444,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/i/inglejo01.html
Elfrid Payton_2020,Facilitors/Shooters,2.524458120323203e-7,Elfrid Payton,PG,25,NYK,2020,45,36,1246,7.5,17.2,0.439,0.5,2.7,0.203,7,14.5,0.482,1.9,3.4,0.57,2,6.3,8.3,12.6,2.7,0.7,3.8,3.5,17.5,105,111,16,0.47,0.157,0.195,4.3,14.1,9.1,38.6,2.7,1.3,16.7,19.5,0.5,1.2,1.7,0.065,-0.4,0.4,0,0.6,8.7,0.843,0.407,0.268,0.105,0.064,0.157,0.482,0.575,0.407,0.348,0.429,0.203,0.212,0.857,0.02,9,0.159,0.273,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/p/paytoel01.html
Juancho Hernangómez_2019,Roleplayers,2.770601218449187e-7,Juancho Hernangómez,PF,23,DEN,2019,70,25,1358,5,11.4,0.439,2.4,6.5,0.365,2.6,4.8,0.541,2.4,3.1,0.767,2.3,7.3,9.6,2,1,0.9,1.3,3.4,14.8,118,110,11,0.58,0.576,0.274,5.1,16.1,10.6,5.3,1,1.6,9.5,12.2,1.6,1.4,3,0.105,-0.9,-0.2,-1.1,0.3,15.8,0.424,0.296,0.092,0.013,0.022,0.576,0.541,0.667,0.138,0.5,0.571,0.365,0.722,0.985,0.051,13,0.293,0.321,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/h/hernaju01.html
Wenyen Gabriel_2020,Reserves,2.7807283564662555e-7,Wenyen Gabriel,PF,22,TOT,2020,30,1,235,4.3,9.8,0.438,1.2,4.1,0.3,3.1,5.7,0.536,3.1,4.5,0.682,4.3,6.3,10.6,1.6,2.2,1.4,3.3,7.9,12.8,103,112,9.6,0.546,0.417,0.458,9.5,13.9,11.7,4.4,2.2,2.6,21.7,13.4,0,0.2,0.2,0.048,-3.7,-0.1,-3.8,-0.1,12,0.583,0.417,0.146,0.021,0,0.417,0.536,0.7,0,1,NA,0.3,0.533,1,0.167,7,0.35,0.571,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/g/gabriwe01.html
Ron Baker_2018,Reserves,3.024052228628449e-7,Ron Baker,SG,24,NYK,2018,29,1,385,2.6,7.6,0.339,1.4,4.2,0.333,1.2,3.3,0.346,2.6,3.3,0.769,0.6,3.2,3.9,6.1,3.3,0.8,2.3,4.2,9.1,104,109,9.3,0.504,0.559,0.441,1.4,7.2,4.3,15.5,3.3,1.3,20.4,10,0.1,0.4,0.5,0.059,-2.8,2.4,-0.4,0.2,15.9,0.441,0.288,0.068,0,0.085,0.559,0.346,0.471,0,NA,0.2,0.333,0.556,0.727,0,0,0.333,0.364,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/b/bakerro01.html
Mike Conley_2019,Primary Scorers/Initiators,3.120256816258049e-7,Mike Conley,PG,31,MEM,2019,70,70,2342,10.4,23.8,0.438,3.3,9,0.364,7.1,14.7,0.483,7.3,8.6,0.845,0.8,4.2,5.1,9.5,2,0.5,2.8,2.6,31.4,117,111,21.4,0.569,0.38,0.363,1.9,9.7,5.7,33.4,2,0.9,9.1,27.3,5.7,2.3,8,0.164,4.6,0.1,4.7,3.9,15.3,0.62,0.19,0.157,0.15,0.122,0.38,0.483,0.554,0.494,0.429,0.423,0.364,0.304,0.594,0,0,0.115,0.49,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/players/c/conlemi01.html
