player,tm,season,pos,g,mp,gs,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,trb,ast,stl,blk,tov,pf,pts,per,tspercent,efgpercent,x3par,ftr,orbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ortg,drtg,ows,dws,ws,ws_40,distance,fga_2p,fga_0_3,fga_3_10,fga_10_16,fga_16_3p,fga_3p,fg_2p,fg_0_3,fg_3_10,fg_10_16,fg_16_3p,fg_3p,fg_2p_asst,fg_3p_asst,corner_3s_attempt,corner_3s_percent,oncourt,on_off,badpass,lostball,shoot_fouls_committed,off_fouls_committed,shoot_fouls_drawn,off_fouls_drawn,pga,and1,blkd,link
Shameka Christon,NYL,2008,G,31,947,31,8.6,21.7,0.397,4,9.9,0.406,4.6,11.8,0.39,6.3,7.6,0.828,1.7,5.3,2.9,2,1,3.4,5.2,27.5,18.4,0.55,0.49,0.455,0.348,3.9,6,10.8,2,1.5,12.1,24.5,107,101,2.9,0.8,3.7,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/c/chrissh01w.html
Willnett Crockett,PHO,2008,F,5,41,1,3.5,9.5,0.375,0,0,NA,3.5,9.5,0.375,3.5,5.9,0.6,4.7,13,0,4.7,1.2,1.2,16.5,10.6,9.5,0.441,0.375,0,0.625,10.8,14.5,0,4.7,1.9,8.9,11.3,103,98,0,0.1,0.1,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/c/crockwi01w.html
Monique Currie,WAS,2008,F,34,972,34,7.3,18.2,0.401,1.3,3.5,0.375,6,14.8,0.407,5.9,7.1,0.826,1.7,7.6,4.7,1.6,0.6,4.7,6.6,21.8,14.2,0.51,0.436,0.19,0.392,3.9,8.9,17.4,1.6,1.1,18,22.1,98,101,1.3,0.8,2,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/c/currimo01w.html
Helen Darling,SAS,2008,G,31,580,14,3,11.2,0.268,1.1,5.5,0.2,1.9,5.7,0.333,2.7,3.5,0.789,1.2,6.7,4.9,3,0.3,4.1,6.1,9.8,6.1,0.386,0.317,0.488,0.309,2.9,7.5,15.5,3,0.4,24.4,15,76,93,-1.1,1.2,0.1,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/d/darlihe01w.html
Jessica Davenport,NYL,2008,C,14,154,3,9.7,20.4,0.475,0,0,NA,9.7,20.4,0.475,3.1,5.2,0.6,4.2,13.9,1.4,1.4,3.5,6.2,9.4,22.5,13.5,0.495,0.475,0,0.254,9.4,15.7,5.4,1.4,5.3,21.5,25,85,95,-0.2,0.3,0.1,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/d/davenje01w.html
Anna DeForge,MIN,2008,G,34,847,34,6.4,16.3,0.391,2.8,7.7,0.364,3.5,8.5,0.415,1.7,2.3,0.763,1.4,6.2,3.5,1.6,0.3,1.9,3.1,17.3,13.5,0.5,0.478,0.476,0.14,3.2,7.1,11.7,1.6,0.5,9.7,16.5,104,104,1.5,0.4,1.8,0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/d/deforan01w.html
Jennifer Derevjanik,PHO,2008,G,17,145,0,1.7,6.3,0.263,0.3,2.7,0.125,1.3,3.7,0.364,1,1.3,0.75,1.7,5.7,9,0.7,1.3,3.3,5.7,4.7,6.2,0.337,0.289,0.421,0.211,3.8,6.3,24.9,0.7,2.1,32.5,8.7,88,111,0,-0.1,-0.1,-0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/d/derevje01w.html
Erika de Souza,ATL,2008,F-C,12,277,8,8.7,14.8,0.585,0,0,NA,8.7,14.8,0.585,2.9,4.7,0.615,7.1,14.3,1.4,3.1,3.8,3.6,8.7,20.3,21.6,0.599,0.585,0,0.317,16,16.6,6,3.1,5.9,17.6,17.6,110,100,0.8,0.3,1,0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/d/desouer01w.html
Tamecka Dixon,HOU,2008,G,24,634,20,7.4,18.3,0.403,0.2,1.1,0.154,7.2,17.2,0.418,3,3.5,0.857,1.9,6.3,3.6,2.1,0.2,4,5.2,17.9,10.3,0.451,0.407,0.059,0.19,4.5,7.3,13.2,2.1,0.4,16.7,20.1,90,102,-0.1,0.5,0.4,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/d/dixonta01w.html
Scholanda Dorrell,SAC,2008,G,29,535,3,6.4,15.8,0.405,1.1,2.9,0.367,5.3,12.9,0.414,5.3,7.7,0.696,1,3.1,2.3,3.1,0.6,6.4,5.1,19.2,9,0.501,0.439,0.184,0.485,2.2,3.7,8.5,3.1,1,25,21.6,84,100,-0.6,0.6,0,-0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/d/dorresc01w.html
Katie Douglas,IND,2008,G-F,33,1134,33,8,21.5,0.371,2.7,8.2,0.324,5.3,13.2,0.401,5.6,7,0.799,1.9,6.3,5,2.5,0.5,4.7,2.5,24.2,16.8,0.493,0.433,0.384,0.325,4.3,7.2,19.5,2.5,0.8,16,25,97,96,1.5,1.8,3.2,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/d/douglka01w.html
Megan Duffy,NYL,2008,G,6,45,0,2.4,7.1,0.333,1.2,4.7,0.25,1.2,2.4,0.5,7.1,7.1,1,0,2.4,3.6,0,0,5.9,7.1,13,3.8,0.637,0.417,0.667,1,0,2.7,10.8,0,0,36.7,13.9,91,107,0,0,0,-0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/d/duffyme01w.html
Candice Dupree,CHI,2008,F,34,1119,34,10.1,22,0.457,0,0.3,0.143,10,21.6,0.462,6.7,8.6,0.78,3.6,12.9,3.7,1.7,2.1,4.7,3.8,26.8,21.2,0.521,0.458,0.015,0.389,7.9,14.4,14.7,1.7,3.2,15.5,26.1,101,96,2.3,1.7,4,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/d/dupreca01w.html
Margo Dydek,LAS,2008,C,2,14,0,7.4,18.6,0.4,0,0,NA,7.4,18.6,0.4,0,0,NA,7.4,11.2,0,0,0,0,0,14.9,12.1,0.4,0.4,0,0,17.3,12.5,0,0,0,0,15.8,103,103,0,0,0,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/d/dydekma01w.html
Shyra Ely-Gash,SEA,2008,F,34,389,1,6.5,15.8,0.409,0.6,1.5,0.364,5.9,14.3,0.413,2.1,3.3,0.625,4.1,12.4,2.2,1.7,0.7,4,7.7,15.6,9.8,0.45,0.426,0.096,0.209,9.5,14,7.6,1.7,1.1,18.8,18.3,87,95,-0.2,0.7,0.5,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/e/elysh01w.html
Barbara Farris,PHO,2008,F-C,34,553,8,3.9,8.1,0.473,0,0,NA,3.9,8.1,0.473,2.6,3.8,0.698,3.3,11.4,0.7,1.8,0.4,3.1,7.6,10.3,7.9,0.527,0.473,0,0.462,7.6,12.7,2.1,1.8,0.6,23.8,10.9,95,106,0.2,0.1,0.3,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/f/farriba01w.html
Allison Feaster,IND,2008,F,33,301,0,5.3,15.7,0.337,4.1,13.2,0.307,1.2,2.5,0.5,0.4,0.4,1,1.6,4.1,4.6,0.9,0.5,2.5,4.1,15,9.7,0.473,0.466,0.843,0.022,3.5,4.6,16.3,0.9,0.8,13.5,15.7,99,101,0.3,0.2,0.6,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/f/feastal01w.html
Marie Ferdinand-Harris,LAS,2008,G,33,680,25,7,18.8,0.37,0.9,3.4,0.273,6,15.5,0.391,6.3,7,0.891,2.3,6.5,3.3,1.9,0.3,3.1,5.4,21.1,13.3,0.482,0.394,0.179,0.374,5.4,7.3,11.5,1.9,0.5,12.5,21.3,101,97,1.1,0.9,2.1,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/f/ferdima01w.html
Tye'sha Fluker,CHI,2008,C,26,231,2,5.9,15.2,0.385,0.2,0.7,0.333,5.6,14.5,0.387,4.4,5.9,0.76,2.6,8,2.3,1.4,1.9,4.2,9.4,16.4,8.3,0.461,0.392,0.046,0.385,5.7,8.9,7.9,1.4,2.8,19.1,18.8,87,100,-0.1,0.2,0.1,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/f/flukety01w.html
Cheryl Ford,DET,2008,F,24,637,24,7.3,15.3,0.481,0,0,NA,7.3,15.3,0.481,5.4,9.6,0.56,6.1,17.1,1.8,2,0.7,1.9,5.8,20,19.3,0.515,0.481,0,0.627,13.7,19.2,6.1,2,1.3,8.9,17.9,112,93,1.9,1.3,3.2,0.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/f/fordch01w.html
Sylvia Fowles,CHI,2008,C,17,430,14,9.7,18.6,0.52,0,0,NA,9.7,18.6,0.52,3,5.2,0.585,3.5,16,0.6,2.3,4.5,4.8,4,22.4,19.9,0.536,0.52,0,0.277,7.8,17.8,2.4,2.3,6.8,18.6,21.9,92,90,0.1,1.1,1.2,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/f/fowlesy01w.html
A'Quonesia Franklin,SAC,2008,G,34,351,0,2.8,10.4,0.271,0.9,3.6,0.25,1.9,6.8,0.283,1.3,2.1,0.643,0.7,6.7,8.7,2.4,0.1,3.8,6.5,7.8,6.8,0.348,0.314,0.343,0.2,1.7,8,28.2,2.4,0.2,25.5,12.8,81,99,-0.4,0.4,0.1,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/f/frankaq01w.html
Kerri Gardin,CON,2008,F,34,540,15,4.5,12.8,0.353,2,5.4,0.375,2.5,7.4,0.338,2.1,4,0.537,3.7,10.7,4,2.8,0.7,4.3,5.4,13.2,10.7,0.454,0.432,0.421,0.308,8,11.5,12.3,2.8,1,23,16.1,88,94,-0.2,1,0.8,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/g/gardike01w.html
Andrea Gardner,WAS,2008,F-C,22,178,0,6.5,17.2,0.379,0,0,NA,6.5,17.2,0.379,3.8,7.1,0.542,6.8,14.8,1.8,0.9,0,3.3,7.7,16.9,10.6,0.416,0.379,0,0.414,15.4,17.2,6.4,0.9,0,13.8,20,90,102,0,0.1,0.1,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/g/gardnan01w.html
Katie Gearlds,SEA,2008,G-F,34,468,3,6.8,18.1,0.373,4.1,10.5,0.391,2.6,7.6,0.348,1.9,2.6,0.739,0.6,5,2.4,1.3,0.3,1.7,3.2,19.6,12.7,0.509,0.487,0.582,0.146,1.3,5.7,8.4,1.3,0.5,8.2,18,105,99,0.9,0.5,1.4,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/g/gearlka01w.html
Kamela Gissendanner,LAS,2008,F,2,14,0,0,14.9,0,0,3.7,0,0,11.2,0,0,0,NA,7.4,7.4,0,0,0,3.7,7.4,0,-12.4,0,0,0.25,0,17.3,8.3,0,0,0,20,15.8,23,105,-0.1,0,-0.1,-0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/g/gisseka01w.html
Chrissy Givens,DET,2008,G,3,10,0,0,10.5,0,0,0,NA,0,10.5,0,10.5,10.5,1,0,0,10.5,0,0,10.5,10.5,10.5,-4.6,0.347,0,0,1,0,0,28.2,0,0,41,21.5,63,107,-0.1,0,-0.1,-0.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/g/givench01w.html
Yolanda Griffith*,SEA,2008,C-F,30,658,30,5.5,11.8,0.462,0,0,NA,5.5,11.8,0.462,6.8,10.4,0.648,6.3,15.4,3.7,3.5,1.4,4.2,9,17.7,18.1,0.539,0.462,0,0.883,14.5,17.3,12.2,3.5,2.2,20.2,17.6,105,90,1.4,1.7,3.2,0.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sandrine Gruda,CON,2008,F-C,31,476,1,8.9,19.5,0.455,0,0,NA,8.9,19.5,0.455,3.4,6.2,0.544,4.8,12.1,3.1,2.1,2.8,4.5,6.1,21.2,16.2,0.475,0.455,0,0.32,10.5,13,11,2.1,4.2,16.8,22.7,92,94,0.2,0.9,1.1,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/g/grudasa01w.html
Becky Hammon,SAS,2008,G,33,1101,33,8.2,21,0.39,3.7,10.6,0.35,4.5,10.5,0.431,7.8,8.4,0.937,0.6,4.4,7.7,2.1,0.3,5,2.9,27.9,20.7,0.566,0.478,0.502,0.397,1.5,4.9,29.1,2.1,0.5,16.8,26.4,106,97,3.4,1.6,5,0.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/hammobe01w.html
Lindsey Harding,MIN,2008,G,24,591,11,4.4,12,0.367,0.2,2.2,0.08,4.2,9.8,0.43,4.3,6.2,0.694,0.8,4.8,6.5,2.3,0.3,4.7,4.8,13.3,9.1,0.451,0.374,0.18,0.518,1.7,5.5,20.4,2.3,0.5,24.4,16.7,85,102,-0.4,0.4,-0.1,-0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/hardili01w.html
Laura Harper,SAC,2008,F-C,34,560,1,5.9,12.5,0.474,0,0,NA,5.9,12.5,0.474,5.6,9.5,0.583,6.3,12.7,1.1,1.4,1.9,4.5,7.4,17.4,13.4,0.521,0.474,0,0.763,14.3,15.2,4,1.4,3.1,21,17.9,97,99,0.5,0.7,1.2,0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/harpela01w.html
Vanessa Hayden,MIN,2008,C,30,304,0,10.9,24.4,0.445,0,0,NA,10.9,24.4,0.445,4.5,7.4,0.614,7,17.6,2,2.3,2.3,4.3,13.7,26.3,18.4,0.475,0.445,0,0.301,15.7,20.2,7.8,2.3,3.7,13.6,27.5,96,95,0.3,0.5,0.9,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/haydeva01w.html
Kristin Haynie,ATL,2008,G,33,486,3,3.1,9.8,0.316,1,3.3,0.313,2.1,6.5,0.317,2.5,3.3,0.75,1.5,5.8,8.5,3.1,0.4,4.8,4.2,9.7,9.9,0.431,0.368,0.337,0.337,3.5,6.7,28.4,3.1,0.6,30.1,13.8,85,106,-0.3,0.1,-0.3,-0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/haynikr01w.html
Doneeka Lewis,IND,2008,G,8,56,0,6.6,19,0.35,1.9,6.6,0.286,4.7,12.3,0.385,0,0,NA,1.9,5.7,1.9,2.8,0.9,5.7,1.9,15.2,6.5,0.4,0.4,0.35,0,4.2,6.5,7.1,2.8,1.4,23.1,21.1,70,96,-0.2,0.1,-0.1,-0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/hodgedo01w.html
Roneeka Hodges,HOU,2008,G,15,274,6,7.9,18.6,0.423,5,13.4,0.371,2.9,5.2,0.556,0.4,0.4,1,1,5.6,3.5,1,0.6,1.5,2.1,21.1,16.4,0.562,0.557,0.722,0.021,2.3,6.5,12.7,1,0.9,7.6,17.1,117,104,0.9,0.1,1,0.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/hodgero01w.html
Ebony Hoffman,IND,2008,F,33,1013,33,7.4,15.9,0.465,1.4,3,0.456,6,12.9,0.467,1.8,2.2,0.829,4.9,13.5,3.2,2.5,1.4,4.1,6.3,17.9,16.4,0.533,0.508,0.188,0.135,10.9,15.4,12.3,2.5,2.1,19.7,18,100,92,1.4,2.3,3.6,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/hoffmeb01w.html
Sequoia Holmes,HOU,2008,G,17,203,3,4.1,16.1,0.258,1,4.4,0.235,3.1,11.7,0.267,4.1,5.7,0.727,3.1,9.1,2.8,2.1,0.3,3.6,4.9,13.5,6.6,0.363,0.29,0.274,0.355,7.3,10.5,9.2,2.1,0.4,16.3,18.7,80,100,-0.3,0.2,-0.1,-0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/holmese01w.html
Amber Holt,CON,2008,F,34,714,34,5.9,14.5,0.407,1.8,5.6,0.329,4.1,9,0.455,2.6,3.3,0.778,2.7,7.7,4.7,1.1,0.4,2.3,4.9,16.2,13.2,0.507,0.47,0.382,0.226,5.9,8.3,15.4,1.1,0.5,12.4,15.5,108,100,1.5,0.7,2.3,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/holtam01w.html
Alexis Hornbuckle,DET,2008,G,34,747,0,4.4,12.5,0.354,1.1,3.2,0.356,3.3,9.3,0.353,3,4.6,0.636,3.7,9.7,5,5.6,0.7,3.4,6.8,12.9,14.3,0.444,0.399,0.253,0.371,8.4,10.9,15.2,5.6,1.2,19.1,15.1,95,90,0.4,2,2.4,0.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/hornbal01w.html
Charde Houston,MIN,2008,F,33,581,0,10.2,20.7,0.492,0,0,NA,10.2,20.7,0.492,5.3,7.1,0.741,2.4,10.7,2.5,2.6,1.1,4.8,6.1,25.6,18.5,0.537,0.492,0,0.343,5.3,12.3,9.3,2.6,1.8,16.8,24.6,97,98,0.8,0.8,1.5,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/houstch01w.html
Sandora Irvin,SAS,2008,F,21,116,0,4.1,12.8,0.321,0.5,1.8,0.25,3.6,10.9,0.333,3.2,5,0.636,4.6,16.4,0.9,1.4,2.3,3.2,8.7,11.8,8.3,0.396,0.339,0.143,0.393,11.1,18.5,3,1.4,3.3,17.6,16.2,81,89,-0.1,0.3,0.2,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/i/irvinsa01w.html
Lauren Jackson*,SEA,2008,F-C,21,694,21,11.5,25.5,0.452,2.2,7.3,0.295,9.3,18.1,0.515,7.6,8.2,0.934,3,11.3,2,2.4,2.5,3.1,5.2,32.8,26.7,0.564,0.494,0.288,0.321,6.9,12.8,8.4,2.4,4,9.6,27.6,113,92,3.2,1.6,4.8,0.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tiffany Jackson-Jones,NYL,2008,F,25,496,0,8.7,16.9,0.516,0,0,NA,8.7,16.9,0.516,4.9,7.9,0.63,5.1,15.4,2.8,2.6,0.9,5.2,4.9,22.4,19.2,0.55,0.516,0,0.465,11.4,17.5,10.5,2.6,1.3,20.2,22,99,94,0.7,0.9,1.7,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/j/jacksti02w.html
Cathy Joens,CHI,2008,G-F,26,272,0,6.8,18.1,0.374,4.8,12.9,0.369,2,5.2,0.385,1.4,1.6,0.875,1,7,2.8,1,0.4,4.6,5.2,19.7,10.1,0.524,0.505,0.714,0.088,2.2,7.8,9.7,1,0.6,19.6,20,91,102,0,0.2,0.2,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/j/joensca01w.html
Shannon Johnson,HOU,2008,G,33,1014,32,4.1,10.9,0.379,1.6,5,0.32,2.5,5.9,0.43,3.2,4.3,0.747,1.6,5.5,8.7,2.7,0.5,4.1,4.4,13.1,13.4,0.511,0.453,0.46,0.393,3.8,6.4,28.2,2.7,0.8,24.2,14.2,102,100,1.4,0.9,2.3,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/j/johnssh01w.html
Temeka Johnson,LAS,2008,G,23,393,8,4.6,13.4,0.347,0,1.3,0,4.6,12.1,0.385,3.4,4.8,0.722,1.6,5.7,9.4,3.2,0.3,4.9,5,12.7,10.9,0.411,0.347,0.099,0.356,3.7,6.4,30.5,3.2,0.4,24.1,17.3,87,95,-0.2,0.7,0.5,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/j/johnste01w.html
Vickie Johnson,SAS,2008,G-F,32,892,32,5.2,11.7,0.439,0.7,2.3,0.282,4.5,9.4,0.478,1.7,2.1,0.778,2.3,10,6.8,1.5,0.3,2.9,2.5,12.6,13.9,0.498,0.467,0.197,0.182,5.6,11.3,23,1.5,0.4,18.6,13.9,102,95,1.2,1.6,2.8,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/j/johnsvi01w.html
Asjha Jones,CON,2008,F,33,963,33,12.1,25,0.484,0.3,1.2,0.217,11.8,23.7,0.498,6,7.5,0.791,4,10.9,4.4,1.1,1.4,4,4.6,30.4,23.1,0.537,0.489,0.05,0.302,8.6,11.7,17.8,1.1,2.1,12.4,27.4,107,97,3.4,1.3,4.8,0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/j/jonesas01w.html
Crystal Kelly,SAC,2008,F,33,551,4,5.8,13,0.449,0,0.1,0,5.8,12.9,0.453,11.2,13.2,0.85,4.4,10.3,1.4,1.7,0.5,3.9,5.7,22.9,18.6,0.609,0.449,0.007,1.014,10,12.3,5.1,1.7,0.8,17,19.1,117,100,2.2,0.5,2.7,0.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/k/kellycr01w.html
Laurie Koehn,WAS,2008,G,30,144,0,8.8,22.3,0.393,8.4,20.1,0.418,0.4,2.2,0.167,0,0.7,0,1.5,4,1.1,0,0,3.7,3.3,26,13.4,0.574,0.582,0.902,0.033,3.3,4.7,4.3,0,0,13.9,22.3,103,108,0.3,0,0.2,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/k/koehnla01w.html
