player,team,pos,g,mp,g_2,gs,mp_2,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,trb,ast,stl,blk,tov,pf,pts,link,season
Shekinna Stricklen,CON,F,34,804,34,34,804,104,255,0.408,76,199,0.382,28,56,0.5,22,27,0.815,9,65,39,34,7,28,79,306,/wnba/players/s/stricsh01w.html,2019
Carolyn Swords,LVA,C,29,257,29,4,257,32,73,0.438,0,0,NA,32,73,0.438,11,13,0.846,19,63,10,7,3,17,27,75,/wnba/players/s/swordca01w.html,2019
Brittney Sykes,ATL,G,34,880,34,27,880,128,351,0.365,28,108,0.259,100,243,0.412,64,91,0.703,25,151,85,20,16,68,59,348,/wnba/players/s/sykesbr01w.html,2019
Stephanie Talbot,MIN,F,33,561,33,10,561,57,154,0.37,31,95,0.326,26,59,0.441,27,31,0.871,18,79,41,30,9,42,37,172,/wnba/players/t/talbost01w.html,2019
Diana Taurasi,PHO,G,6,129,6,6,129,4,39,0.103,1,24,0.042,3,15,0.2,17,18,0.944,1,19,32,2,1,13,15,26,/wnba/players/t/tauradi01w.html,2019
Alyssa Thomas,CON,F,34,1026,34,34,1026,168,333,0.505,0,1,0,168,332,0.506,60,121,0.496,83,264,104,66,13,69,96,396,/wnba/players/t/thomaal01w.html,2019
Jasmine Thomas,CON,G,34,1009,34,34,1009,139,355,0.392,45,123,0.366,94,232,0.405,56,70,0.8,19,97,175,48,5,93,62,379,/wnba/players/t/thomaja01w.html,2019
Kayla Thornton,DAL,F,27,822,27,25,822,99,289,0.343,28,103,0.272,71,186,0.382,54,58,0.931,49,143,48,25,8,44,60,280,/wnba/players/t/thornka01w.html,2019
Shao Ting,MIN,F,5,27,5,0,27,2,10,0.2,0,0,NA,2,10,0.2,2,3,0.667,2,6,2,0,1,2,6,6,/wnba/players/t/tingsh01w.html,2019
Kristi Toliver,WAS,G,23,678,23,23,678,116,235,0.494,36,100,0.36,80,135,0.593,30,35,0.857,11,67,137,27,2,47,31,298,/wnba/players/t/tolivkr01w.html,2019
Morgan Tuck,CON,F,33,352,33,0,352,45,116,0.388,15,42,0.357,30,74,0.405,18,30,0.6,18,66,28,13,3,30,44,123,/wnba/players/t/tuckmo01w.html,2019
Brianna Turner,PHO,F,29,462,29,12,462,49,91,0.538,0,0,NA,49,91,0.538,19,26,0.731,45,120,15,7,21,19,50,117,/wnba/players/t/turnebr01w.html,2019
Yvonne Turner,PHO,G,29,595,29,14,595,59,172,0.343,26,79,0.329,33,93,0.355,43,49,0.878,8,80,67,18,2,59,37,187,/wnba/players/t/turneyv01w.html,2019
Maria Vadeeva,LAS,C,15,180,15,1,180,51,104,0.49,5,16,0.313,46,88,0.523,10,13,0.769,18,58,10,15,3,18,23,117,/wnba/players/v/vadeema01w.html,2019
Courtney Vandersloot,CHI,G,33,991,33,33,991,135,299,0.452,31,107,0.29,104,192,0.542,68,80,0.85,20,143,300,45,15,96,50,369,/wnba/players/v/vandeco01w.html,2019
Ashley Walker,LAS,F-C,3,22,3,0,22,1,11,0.091,0,5,0,1,6,0.167,0,0,NA,2,3,3,1,0,0,4,2,/wnba/players/w/walkeas01w.html,2019
Shatori Walker-Kimbrough,WAS,G,34,580,34,1,580,76,176,0.432,22,71,0.31,54,105,0.514,53,57,0.93,17,53,42,28,8,34,41,227,/wnba/players/w/walkesh01w.html,2019
Avery Warley-Talbert,NYL,C,3,35,3,0,35,1,5,0.2,0,0,NA,1,5,0.2,1,2,0.5,3,7,0,0,2,4,7,3,/wnba/players/w/warleav01w.html,2019
Erica Wheeler,IND,G,34,850,34,34,850,127,298,0.426,48,125,0.384,79,173,0.457,41,47,0.872,5,102,171,40,5,97,74,343,/wnba/players/w/wheeler01w.html,2019
Sami Whitcomb,SEA,G,33,674,33,13,674,82,224,0.366,63,184,0.342,19,40,0.475,11,11,1,17,57,78,36,4,52,49,238,/wnba/players/w/whitcsa01w.html,2019
Sydney Wiese,LAS,G,32,659,32,16,659,55,143,0.385,34,93,0.366,21,50,0.42,9,9,1,5,42,57,15,8,32,27,153,/wnba/players/w/wiesesy01w.html,2019
Courtney Williams,CON,G,34,988,34,34,988,187,430,0.435,16,35,0.457,171,395,0.433,60,75,0.8,48,189,129,46,13,56,47,450,/wnba/players/w/willico01w.html,2019
Elizabeth Williams,ATL,C-F,32,909,32,32,909,107,235,0.455,0,0,NA,107,235,0.455,82,112,0.732,99,208,37,24,53,41,71,296,/wnba/players/w/williel01w.html,2019
Gabby Williams,CHI,F,33,527,33,2,527,75,181,0.414,7,41,0.171,68,140,0.486,29,40,0.725,14,72,68,23,7,55,41,186,/wnba/players/w/williga01w.html,2019
Riquna Williams,LAS,G,23,593,23,14,593,93,242,0.384,54,138,0.391,39,104,0.375,44,50,0.88,13,60,37,26,4,28,58,284,/wnba/players/w/williri02w.html,2019
A'ja Wilson,LVA,F,26,740,26,25,740,158,330,0.479,0,1,0,158,329,0.48,114,144,0.792,43,168,47,13,45,56,52,430,/wnba/players/w/wilsoa01w.html,2019
Tanisha Wright,NYL,G,31,613,31,17,613,54,130,0.415,14,38,0.368,40,92,0.435,25,31,0.806,21,86,126,32,9,57,67,147,/wnba/players/w/wrighta01w.html,2019
Han Xu,NYL,C,18,143,18,0,143,24,58,0.414,5,10,0.5,19,48,0.396,1,2,0.5,2,15,2,3,4,2,6,54,/wnba/players/x/xuha01w.html,2019
Jackie Young,LVA,G,34,767,34,34,767,76,236,0.322,14,44,0.318,62,192,0.323,59,73,0.808,23,111,153,26,12,53,47,225,/wnba/players/y/youngja01w.html,2019
Tamera Young,LVA,F,34,628,34,4,628,68,179,0.38,5,16,0.313,63,163,0.387,39,61,0.639,35,124,67,23,4,48,61,180,/wnba/players/y/youngta01w.html,2019
Amanda Zahui B.,NYL,C,24,558,24,23,558,81,173,0.468,22,69,0.319,59,104,0.567,23,27,0.852,26,152,21,26,33,32,79,207,/wnba/players/z/zahuiam01w.html,2019
Shavonte Zellous,SEA,G,31,432,31,4,432,44,116,0.379,6,32,0.188,38,84,0.452,30,40,0.75,6,48,45,10,6,35,44,124,/wnba/players/z/zellosh01w.html,2019
Kristine Anigwe,TOT,F-C,27,250,27,0,250,22,68,0.324,0,0,NA,22,68,0.324,22,32,0.688,28,66,6,9,8,17,39,66,/wnba/players/a/anigwkr01w.html,2019
Bridget Carleton,TOT,F,8,40,8,0,40,1,8,0.125,1,4,0.25,0,4,0,0,0,NA,1,4,1,0,0,1,2,3,/wnba/players/c/carlebr01w.html,2019
Alaina Coates,TOT,C,23,167,23,0,167,24,45,0.533,0,0,NA,24,45,0.533,12,21,0.571,21,60,2,5,11,9,37,60,/wnba/players/c/coateal01w.html,2019
Theresa Plaisance,TOT,F,31,442,31,12,442,54,146,0.37,25,73,0.342,29,73,0.397,21,26,0.808,24,113,34,9,19,31,65,154,/wnba/players/p/plaisth01w.html,2019
Karlie Samuelson,TOT,F,7,84,7,0,84,3,14,0.214,3,12,0.25,0,2,0,0,0,NA,1,4,5,3,1,0,8,9,/wnba/players/s/samueka01w.html,2019
Asia Taylor,TOT,F,12,96,12,0,96,10,28,0.357,0,2,0,10,26,0.385,6,8,0.75,8,21,8,2,1,7,10,26,/wnba/players/t/tayloas01w.html,2019
Kristine Anigwe,CON,F-C,17,121,17,0,121,11,35,0.314,0,0,NA,11,35,0.314,12,17,0.706,14,30,3,6,4,10,17,34,/wnba/players/a/anigwkr01w.html,2019
Bridget Carleton,CON,F,4,29,4,0,29,0,6,0,0,2,0,0,4,0,0,0,NA,1,3,1,0,0,1,2,0,/wnba/players/c/carlebr01w.html,2019
Alaina Coates,MIN,C,14,92,14,0,92,15,31,0.484,0,0,NA,15,31,0.484,5,8,0.625,13,33,1,3,5,5,17,35,/wnba/players/c/coateal01w.html,2019
Theresa Plaisance,DAL,F,22,378,22,12,378,46,123,0.374,23,67,0.343,23,56,0.411,17,22,0.773,21,97,34,6,17,30,53,132,/wnba/players/p/plaisth01w.html,2019
Karlie Samuelson,LAS,F,3,36,3,0,36,1,7,0.143,1,6,0.167,0,1,0,0,0,NA,0,2,3,0,0,0,2,3,/wnba/players/s/samueka01w.html,2019
Asia Taylor,MIN,F,8,65,8,0,65,10,22,0.455,0,1,0,10,21,0.476,5,6,0.833,4,14,7,1,1,5,6,25,/wnba/players/t/tayloas01w.html,2019
Kristine Anigwe,DAL,F-C,10,129,10,0,129,11,33,0.333,0,0,NA,11,33,0.333,10,15,0.667,14,36,3,3,4,7,22,32,/wnba/players/a/anigwkr01w.html,2019
Bridget Carleton,MIN,F,4,11,4,0,11,1,2,0.5,1,2,0.5,0,0,NA,0,0,NA,0,1,0,0,0,0,0,3,/wnba/players/c/carlebr01w.html,2019
Alaina Coates,ATL,C,9,75,9,0,75,9,14,0.643,0,0,NA,9,14,0.643,7,13,0.538,8,27,1,2,6,4,20,25,/wnba/players/c/coateal01w.html,2019
Theresa Plaisance,CON,F,9,64,9,0,64,8,23,0.348,2,6,0.333,6,17,0.353,4,4,1,3,16,0,3,2,1,12,22,/wnba/players/p/plaisth01w.html,2019
Karlie Samuelson,DAL,F,4,48,4,0,48,2,7,0.286,2,6,0.333,0,1,0,0,0,NA,1,2,2,3,1,0,6,6,/wnba/players/s/samueka01w.html,2019
Asia Taylor,PHO,F,4,31,4,0,31,0,6,0,0,1,0,0,5,0,1,2,0.5,4,7,1,1,0,2,4,1,/wnba/players/t/tayloas01w.html,2019
Natalie Achonwa,IND,F,18,364,18,11,364,57,115,0.496,0,10,0,57,105,0.543,26,32,0.813,26,99,31,9,11,33,46,140,/wnba/players/a/achonna01w.html,2020
Jaylyn Agnew,ATL,F,12,71,12,0,71,4,15,0.267,3,13,0.231,1,2,0.5,4,5,0.8,0,5,3,0,0,5,7,15,/wnba/players/a/agnewja01w.html,2020
Bella Alarie,DAL,C-F,22,309,22,3,309,24,66,0.364,1,13,0.077,23,53,0.434,10,12,0.833,23,63,11,14,18,11,35,59,/wnba/players/a/alaribe01w.html,2020
Kayla Alexander,MIN,C,16,89,16,0,89,16,30,0.533,0,0,NA,16,30,0.533,5,8,0.625,9,15,3,2,3,6,14,37,/wnba/players/a/alexaka01w.html,2020
Julie Allemand,IND,G,22,716,22,22,716,61,134,0.455,44,92,0.478,17,42,0.405,22,30,0.733,8,100,128,25,9,57,57,188,/wnba/players/a/allemju01w.html,2020
Lindsay Allen,LVA,G,21,284,21,21,284,28,66,0.424,6,17,0.353,22,49,0.449,8,10,0.8,6,23,51,7,1,16,20,70,/wnba/players/a/allenli01w.html,2020
Kristine Anigwe,LAS,F-C,17,197,17,1,197,32,53,0.604,0,0,NA,32,53,0.604,14,26,0.538,18,45,4,11,7,16,33,78,/wnba/players/a/anigwkr01w.html,2020
Ariel Atkins,WAS,G,22,682,22,22,682,110,251,0.438,44,107,0.411,66,144,0.458,62,70,0.886,18,64,53,40,4,42,58,326,/wnba/players/a/atkinar01w.html,2020
Seimone Augustus,LAS,G-F,21,332,21,0,332,54,110,0.491,12,22,0.545,42,88,0.477,4,6,0.667,3,37,25,12,2,8,20,124,/wnba/players/a/augusse01w.html,2020
Rachel Banham,MIN,G,20,339,20,1,339,48,104,0.462,25,53,0.472,23,51,0.451,16,20,0.8,2,25,47,9,2,20,40,137,/wnba/players/b/banhara01w.html,2020
Monique Billings,ATL,F,22,596,22,16,596,68,170,0.4,0,0,NA,68,170,0.4,51,67,0.761,58,187,27,24,18,42,62,187,/wnba/players/b/billimo01w.html,2020
Sue Bird,SEA,G,11,257,11,11,257,41,83,0.494,23,49,0.469,18,34,0.529,3,4,0.75,1,19,57,7,2,18,9,108,/wnba/players/b/birdsu01w.html,2020
DeWanna Bonner,CON,F-G,22,732,22,22,732,148,351,0.422,27,107,0.252,121,244,0.496,111,124,0.895,34,172,65,37,12,52,47,434,/wnba/players/b/bonnede01w.html,2020
Brittany Brewer,ATL,F,5,33,5,0,33,2,3,0.667,0,0,NA,2,3,0.667,0,0,NA,1,5,0,3,4,2,4,4,/wnba/players/b/brewebr01w.html,2020
Kalani Brown,ATL,C,10,61,10,0,61,12,23,0.522,0,0,NA,12,23,0.522,6,10,0.6,3,12,0,1,1,5,10,30,/wnba/players/b/brownka01w.html,2020
Lexie Brown,MIN,G,17,374,17,13,374,38,111,0.342,14,52,0.269,24,59,0.407,19,24,0.792,3,33,41,31,0,24,26,109,/wnba/players/b/brownle02w.html,2020
Cierra Burdick,LVA,F,13,28,13,0,28,2,7,0.286,0,0,NA,2,7,0.286,0,0,NA,1,5,2,0,0,1,2,4,/wnba/players/b/burdici01w.html,2020
Kennedy Burke,IND,G-F,22,403,22,11,403,57,127,0.449,15,48,0.313,42,79,0.532,30,42,0.714,19,39,25,14,8,27,24,159,/wnba/players/b/burkeke01w.html,2020
Jordin Canada,SEA,G,20,483,20,11,483,56,132,0.424,1,11,0.091,55,121,0.455,44,57,0.772,10,46,109,30,0,40,35,157,/wnba/players/c/canadjo01w.html,2020
Emma Cannon,LVA,F,1,0,1,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,/wnba/players/c/cannoem01w.html,2020
Bridget Carleton,MIN,F,22,568,22,15,568,53,102,0.52,21,46,0.457,32,56,0.571,18,28,0.643,22,79,54,15,0,27,40,145,/wnba/players/c/carlebr01w.html,2020
Chennedy Carter,ATL,G,16,406,16,16,406,106,224,0.473,12,32,0.375,94,192,0.49,55,67,0.821,8,36,55,14,5,43,57,279,/wnba/players/c/cartech01w.html,2020
Kaila Charles,CON,G-F,21,376,21,7,376,40,97,0.412,11,30,0.367,29,67,0.433,22,31,0.71,23,54,19,16,7,19,45,113,/wnba/players/c/charlka01w.html,2020
Karima Christmas-Kelly,MIN,F-G,2,25,2,0,25,1,7,0.143,0,3,0,1,4,0.25,7,8,0.875,1,6,1,3,1,4,2,9,/wnba/players/c/chriska02w.html,2020
Layshia Clarendon,NYL,G,19,496,19,19,496,74,159,0.465,15,44,0.341,59,115,0.513,55,63,0.873,6,48,74,18,0,64,55,218,/wnba/players/c/clarela01w.html,2020
Alysha Clark,SEA,F,22,633,22,22,633,82,147,0.558,35,67,0.522,47,80,0.588,20,25,0.8,19,93,59,33,11,19,38,219,/wnba/players/c/clarkal01w.html,2020
Alaina Coates,WAS,C,20,197,20,0,197,18,34,0.529,0,0,NA,18,34,0.529,14,26,0.538,20,55,9,7,4,12,33,50,/wnba/players/c/coateal01w.html,2020
Nia Coffey,PHO,F,15,230,15,1,230,16,38,0.421,7,21,0.333,9,17,0.529,1,6,0.167,5,37,12,5,5,7,30,40,/wnba/players/c/coffeni01w.html,2020
Napheesa Collier,MIN,F,22,752,22,22,752,136,260,0.523,20,49,0.408,116,211,0.55,63,76,0.829,61,199,73,40,28,60,60,355,/wnba/players/c/collina01w.html,2020
Sydney Colson,CHI,G,17,110,17,0,110,10,22,0.455,3,9,0.333,7,13,0.538,7,8,0.875,1,7,14,6,0,14,13,30,/wnba/players/c/colsosy01w.html,2020
Te'a Cooper,LAS,G,20,345,20,3,345,51,113,0.451,11,32,0.344,40,81,0.494,26,34,0.765,2,20,40,13,0,29,39,139,/wnba/players/c/coopete01w.html,2020
Kahleah Copper,CHI,G-F,22,688,22,22,688,132,266,0.496,21,61,0.344,111,205,0.541,42,57,0.737,21,120,47,21,5,54,52,327,/wnba/players/c/coppeka01w.html,2020
Lauren Cox,IND,F,14,183,14,1,183,18,43,0.419,3,6,0.5,15,37,0.405,11,15,0.733,10,46,19,6,4,11,20,50,/wnba/players/c/coxla01w.html,2020
Sophie Cunningham,PHO,G,21,396,21,11,396,35,91,0.385,12,51,0.235,23,40,0.575,22,25,0.88,9,22,16,11,3,15,46,104,/wnba/players/c/cunniso01w.html,2020
Crystal Dangerfield,MIN,G,21,629,21,19,629,124,263,0.471,34,102,0.333,90,161,0.559,59,64,0.922,5,41,75,18,1,54,31,341,/wnba/players/d/dangecr01w.html,2020
Damiris Dantas,MIN,F,22,586,22,22,586,102,220,0.464,39,90,0.433,63,130,0.485,40,55,0.727,37,134,58,25,5,40,56,283,/wnba/players/d/dantada01w.html,2020
Kaela Davis,ATL,F,2,2,2,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,/wnba/players/d/daviska01w.html,2020
Diamond DeShields,CHI,G,13,224,13,0,224,36,83,0.434,3,18,0.167,33,65,0.508,14,18,0.778,3,23,20,12,1,30,27,89,/wnba/players/d/deshidi01w.html,2020
Blake Dietrick,ATL,G,22,463,22,4,463,49,104,0.471,26,58,0.448,23,46,0.5,5,8,0.625,8,36,75,18,3,40,42,129,/wnba/players/d/dietrbl01w.html,2020
Skylar Diggins-Smith,PHO,G,22,675,22,22,675,127,268,0.474,46,116,0.397,81,152,0.533,90,100,0.9,11,73,93,20,11,70,50,390,/wnba/players/d/diggisk01w.html,2020
Stefanie Dolson,CHI,C,15,273,15,8,273,34,70,0.486,12,32,0.375,22,38,0.579,14,19,0.737,11,52,25,6,13,15,48,94,/wnba/players/d/dolsost01w.html,2020
Kathleen Doyle,IND,G,18,155,18,0,155,10,41,0.244,5,21,0.238,5,20,0.25,2,4,0.5,3,15,19,7,0,18,26,27,/wnba/players/d/doyleka01w.html,2020
Candice Dupree,IND,F,22,665,22,22,665,116,251,0.462,3,18,0.167,113,233,0.485,41,48,0.854,27,125,55,16,9,28,27,276,/wnba/players/d/dupreca01w.html,2020
Sylvia Fowles,MIN,C,7,168,7,7,168,39,64,0.609,0,0,NA,39,64,0.609,24,29,0.828,21,68,6,6,8,8,18,102,/wnba/players/f/fowlesy01w.html,2020
Allisha Gray,DAL,G,20,524,20,14,524,91,196,0.464,25,71,0.352,66,125,0.528,54,65,0.831,27,84,26,22,6,22,38,261,/wnba/players/g/grayal01w.html,2020
Chelsea Gray,LAS,G,22,679,22,22,679,122,276,0.442,18,59,0.305,104,217,0.479,46,49,0.939,15,81,116,34,2,60,38,308,/wnba/players/g/graych01w.html,2020
Reshanda Gray,LAS,F,10,62,10,0,62,4,11,0.364,0,0,NA,4,11,0.364,6,7,0.857,6,28,3,1,4,10,10,14,/wnba/players/g/grayre01w.html,2020
Brittney Griner,PHO,C,12,382,12,12,382,87,175,0.497,0,1,0,87,174,0.5,38,47,0.809,18,90,36,4,22,30,30,212,/wnba/players/g/grinebr01w.html,2020
Marie Gulich,LAS,C,12,119,12,1,119,13,26,0.5,0,3,0,13,23,0.565,3,3,1,5,18,7,4,3,5,23,29,/wnba/players/g/gulima01w.html,2020
Megan Gustafson,DAL,C,10,48,10,0,48,4,14,0.286,0,1,0,4,13,0.308,6,9,0.667,6,11,1,0,1,2,9,14,/wnba/players/g/gustame01w.html,2020
Dearica Hamby,LVA,F,22,622,22,0,622,110,204,0.539,18,38,0.474,92,166,0.554,48,67,0.716,28,157,60,37,4,45,50,286,/wnba/players/h/hambyde01w.html,2020
Isabelle Harrison,DAL,F,13,258,13,11,258,34,76,0.447,0,3,0,34,73,0.466,15,19,0.789,19,60,19,9,5,18,32,83,/wnba/players/h/harriis01w.html,2020
Mikiah Herbert Harrigan,MIN,F,21,234,21,0,234,30,82,0.366,14,33,0.424,16,49,0.327,5,7,0.714,14,48,7,8,9,15,21,79,/wnba/players/h/harrimi01w.html,2020
Tyasha Harris,DAL,G,21,412,21,3,412,55,127,0.433,19,56,0.339,36,71,0.507,14,22,0.636,0,26,56,18,3,18,36,143,/wnba/players/h/harrity01w.html,2020
Bria Hartley,PHO,G,13,322,13,3,322,66,157,0.42,25,65,0.385,41,92,0.446,33,41,0.805,5,38,58,15,0,27,33,190,/wnba/players/h/hartlbr01w.html,2020
Tianna Hawkins,WAS,F,17,329,17,5,329,53,130,0.408,17,57,0.298,36,73,0.493,22,26,0.846,12,60,17,14,6,20,44,145,/wnba/players/h/hawkiti01w.html,2020
Ruthy Hebard,CHI,F,22,320,22,6,320,58,85,0.682,0,0,NA,58,85,0.682,9,12,0.75,18,86,7,10,8,15,35,125,/wnba/players/h/hebarru01w.html,2020
Natisha Hiedeman,CON,G,22,408,22,4,408,45,127,0.354,23,64,0.359,22,63,0.349,21,30,0.7,8,42,41,8,0,24,43,134,/wnba/players/h/hiedena01w.html,2020
Myisha Hines-Allen,WAS,F,22,659,22,22,659,150,294,0.51,26,61,0.426,124,233,0.532,48,58,0.828,35,195,57,31,5,48,63,374,/wnba/players/h/hinesmy01w.html,2020
Bria Holmes,CON,G,18,291,18,4,291,35,98,0.357,10,30,0.333,25,68,0.368,8,12,0.667,13,33,20,13,5,18,17,88,/wnba/players/h/holmebr01w.html,2020
Joyner Holmes,NYL,F,19,190,19,0,190,22,72,0.306,3,28,0.107,19,44,0.432,9,12,0.75,15,51,13,2,2,13,14,56,/wnba/players/h/holmejo02w.html,2020
Natasha Howard,SEA,F,22,463,22,22,463,87,164,0.53,7,20,0.35,80,144,0.556,28,36,0.778,52,156,22,38,14,46,67,209,/wnba/players/h/howarna01w.html,2020
Sabrina Ionescu,NYL,G,3,80,3,3,80,19,42,0.452,7,20,0.35,12,22,0.545,10,10,1,2,14,12,2,0,13,4,55,/wnba/players/i/ionessa01w.html,2020
Briann January,CON,G,13,303,13,10,303,22,75,0.293,11,31,0.355,11,44,0.25,10,12,0.833,4,16,44,8,2,15,25,65,/wnba/players/j/januabr01w.html,2020
Moriah Jefferson,DAL,G,9,148,9,6,148,18,44,0.409,2,6,0.333,16,38,0.421,7,12,0.583,8,28,18,7,2,15,17,45,/wnba/players/j/jeffemo01w.html,2020
Glory Johnson,ATL,F,18,277,18,1,277,31,83,0.373,11,42,0.262,20,41,0.488,12,24,0.5,7,67,11,15,7,13,27,85,/wnba/players/j/johnsgl01w.html,2020
Shenise Johnson,MIN,G,17,212,17,4,212,28,82,0.341,6,17,0.353,22,65,0.338,25,28,0.893,10,33,21,16,1,20,18,87,/wnba/players/j/johnssh02w.html,2020
Alexis Jones,ATL,G,6,53,6,0,53,8,21,0.381,7,19,0.368,1,2,0.5,1,2,0.5,0,0,5,3,0,6,3,24,/wnba/players/j/jonesal01w.html,2020
Brionna Jones,CON,F,21,549,21,21,549,98,162,0.605,1,1,1,97,161,0.602,38,55,0.691,59,118,21,35,14,34,65,235,/wnba/players/j/jonesbr01w.html,2020
Jazmine Jones,NYL,G,20,428,20,2,428,69,171,0.404,15,45,0.333,54,126,0.429,63,80,0.788,18,81,45,28,9,57,59,216,/wnba/players/j/jonesja02w.html,2020
Paris Kea,NYL,G,11,165,11,5,165,28,73,0.384,13,33,0.394,15,40,0.375,7,8,0.875,5,22,16,7,3,19,12,76,/wnba/players/k/keapa01w.html,2020
Betnijah Laney,ATL,G-F,22,738,22,22,738,143,297,0.481,30,74,0.405,113,223,0.507,62,75,0.827,24,107,87,35,2,66,56,378,/wnba/players/l/laneybe01w.html,2020
Crystal Langhorne,SEA,F-C,13,107,13,0,107,7,17,0.412,1,5,0.2,6,12,0.5,3,6,0.5,3,28,6,1,1,11,7,18,/wnba/players/l/langhcr01w.html,2020
Kiara Leslie,WAS,G,19,414,19,10,414,38,108,0.352,17,47,0.362,21,61,0.344,12,13,0.923,15,57,20,9,7,18,27,105,/wnba/players/l/lesliki01w.html,2020
Jewell Loyd,SEA,G,22,613,22,22,613,112,253,0.443,39,100,0.39,73,153,0.477,77,88,0.875,14,52,70,32,6,41,34,340,/wnba/players/l/loydje01w.html,2020
Marina Mabrey,DAL,G,19,405,19,12,405,68,158,0.43,38,91,0.418,30,67,0.448,16,24,0.667,11,59,43,25,2,30,36,190,/wnba/players/m/mabrema01w.html,2020
Ezi Magbegor,SEA,C,22,292,22,0,292,62,109,0.569,1,3,0.333,61,106,0.575,19,27,0.704,25,54,7,12,16,9,43,144,/wnba/players/m/magbeez01w.html,2020
Kayla McBride,LVA,G,22,587,22,22,587,90,212,0.425,25,73,0.342,65,139,0.468,70,78,0.897,9,51,52,26,2,31,30,275,/wnba/players/m/mcbrika01w.html,2020
Angel McCoughtry,LVA,F-G,22,440,22,22,440,117,226,0.518,16,34,0.471,101,192,0.526,67,76,0.882,37,112,54,29,6,38,49,317,/wnba/players/m/mccouan01w.html,2020
Teaira McCowan,IND,C,22,461,22,10,461,90,168,0.536,0,3,0,90,165,0.545,60,80,0.75,69,161,14,7,22,44,58,240,/wnba/players/m/mccowte01w.html,2020
Emma Meesseman,WAS,F,20,634,20,20,634,109,240,0.454,13,45,0.289,96,195,0.492,29,35,0.829,33,106,90,24,16,40,35,260,/wnba/players/m/meessem01w.html,2020
Kelsey Mitchell,IND,G,22,706,22,22,706,138,308,0.448,56,144,0.389,82,164,0.5,62,73,0.849,6,48,62,14,2,54,62,394,/wnba/players/m/mitchke01w.html,2020
Leilani Mitchell,WAS,G,22,673,22,22,673,73,179,0.408,29,95,0.305,44,84,0.524,34,39,0.872,11,62,119,18,1,38,46,209,/wnba/players/m/mitchle01w.html,2020
Tiffany Mitchell,IND,G,19,502,19,11,502,74,214,0.346,17,73,0.233,57,141,0.404,77,81,0.951,15,65,49,12,2,45,49,242,/wnba/players/m/mitchti01w.html,2020
Beatrice Mompremier,CON,F,21,187,21,0,187,20,47,0.426,0,0,NA,20,47,0.426,8,18,0.444,32,70,3,5,13,14,28,48,/wnba/players/m/momprbe01w.html,2020
Kaleena Mosqueda-Lewis,CON,F,16,164,16,0,164,19,64,0.297,12,47,0.255,7,17,0.412,4,7,0.571,1,21,4,3,1,7,17,54,/wnba/players/m/mosquka01w.html,2020
Astou Ndour,DAL,C-F,13,151,13,7,151,20,57,0.351,6,25,0.24,14,32,0.438,0,0,NA,13,38,6,3,6,6,29,46,/wnba/players/n/ndouras01w.html,2020
Kia Nurse,NYL,G,21,578,21,18,578,68,249,0.273,31,130,0.238,37,119,0.311,89,103,0.864,11,60,48,11,4,46,38,256,/wnba/players/n/nurseki01w.html,2020
Leaonna Odom,NYL,F,22,453,22,16,453,48,98,0.49,5,20,0.25,43,78,0.551,20,23,0.87,34,50,16,15,8,15,37,121,/wnba/players/o/odomle01w.html,2020
Arike Ogunbowale,DAL,G,22,748,22,22,748,173,419,0.413,48,143,0.336,125,276,0.453,107,125,0.856,10,61,76,35,0,47,54,501,/wnba/players/o/ogunbar01w.html,2020
Nneka Ogwumike,LAS,F,18,476,18,18,476,95,167,0.569,9,18,0.5,86,149,0.577,41,49,0.837,21,87,31,19,3,28,41,240,/wnba/players/o/ogwumnn01w.html,2020
Candace Parker,LAS,F-C,22,665,22,22,665,124,243,0.51,19,48,0.396,105,195,0.538,57,78,0.731,37,214,101,26,27,64,51,324,/wnba/players/p/parkeca01w.html,2020
Cheyenne Parker,CHI,F,20,497,20,13,497,97,175,0.554,15,32,0.469,82,143,0.573,58,68,0.853,47,128,30,26,18,55,63,267,/wnba/players/p/parkech01w.html,2020
Theresa Plaisance,CON,F,13,90,13,0,90,11,29,0.379,5,17,0.294,6,12,0.5,5,6,0.833,2,13,1,5,3,2,20,32,/wnba/players/p/plaisth01w.html,2020
Aerial Powers,WAS,F-G,6,179,6,6,179,32,69,0.464,9,26,0.346,23,43,0.535,25,30,0.833,2,29,15,9,0,11,16,98,/wnba/players/p/powerae01w.html,2020
Alexis Prince,CHI,F,2,16,2,0,16,3,5,0.6,2,3,0.667,1,2,0.5,0,0,NA,2,3,0,0,1,0,1,8,/wnba/players/p/princal01w.html,2020
Epiphanny Prince,SEA,G,15,190,15,0,190,22,57,0.386,9,27,0.333,13,30,0.433,11,13,0.846,1,18,21,6,2,12,22,64,/wnba/players/p/princep01w.html,2020
Allie Quigley,CHI,G,22,631,22,22,631,129,288,0.448,46,133,0.346,83,155,0.535,34,37,0.919,6,63,52,14,6,28,31,338,/wnba/players/q/quiglal01w.html,2020
