player,team,pos,g,mp,g_2,gs,mp_2,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,trb,ast,stl,blk,tov,pf,pts,link,season
Isabelle Harrison,DAL,F,24,505,24,18,505,82,186,0.441,2,2,1,80,184,0.435,66,76,0.868,43,128,38,22,4,32,61,232,/wnba/players/h/harriis01w.html,2022
Tyasha Harris,DAL,G,23,382,23,5,382,41,114,0.36,12,38,0.316,29,76,0.382,13,16,0.813,6,24,69,10,3,31,24,107,/wnba/players/h/harrity01w.html,2022
Bria Hartley,IND,G,10,87,10,0,87,9,26,0.346,3,9,0.333,6,17,0.353,4,6,0.667,1,10,10,1,0,9,5,25,/wnba/players/h/hartlbr01w.html,2022
Tianna Hawkins,WAS,F,20,260,20,0,260,36,89,0.404,10,40,0.25,26,49,0.531,16,17,0.941,11,47,19,9,2,26,33,98,/wnba/players/h/hawkiti01w.html,2022
Tiffany Hayes,ATL,G,4,111,4,4,111,21,45,0.467,6,14,0.429,15,31,0.484,5,8,0.625,1,13,7,4,0,10,13,53,/wnba/players/h/hayesti01w.html,2022
Ruthy Hebard,CHI,F,18,175,18,0,175,20,37,0.541,0,0,NA,20,37,0.541,6,8,0.75,7,37,7,5,3,9,18,46,/wnba/players/h/hebarru01w.html,2022
Destanni Henderson,IND,G,25,383,25,3,383,46,120,0.383,20,46,0.435,26,74,0.351,14,20,0.7,21,39,55,18,1,31,23,126,/wnba/players/h/hendede01w.html,2022
Natisha Hiedeman,CON,G,23,566,23,18,566,70,169,0.414,37,102,0.363,33,67,0.493,17,21,0.81,3,46,72,29,3,33,38,194,/wnba/players/h/hiedena01w.html,2022
Naz Hillmon,ATL,F,21,282,21,0,282,22,47,0.468,0,2,0,22,45,0.489,17,21,0.81,22,74,20,8,4,18,33,61,/wnba/players/h/hillmna01w.html,2022
Myisha Hines-Allen,WAS,F,26,497,26,13,497,81,205,0.395,19,57,0.333,62,148,0.419,27,40,0.675,30,134,53,20,6,47,43,208,/wnba/players/h/hinesmy01w.html,2022
Joyner Holmes,CON,F,16,105,16,0,105,9,28,0.321,3,12,0.25,6,16,0.375,5,6,0.833,1,14,9,5,1,8,15,26,/wnba/players/h/holmejo02w.html,2022
Natasha Howard,NYL,F,24,732,24,24,732,144,312,0.462,24,77,0.312,120,235,0.511,60,87,0.69,44,167,53,28,28,73,75,372,/wnba/players/h/howarna01w.html,2022
Rhyne Howard,ATL,G,23,703,23,23,703,122,326,0.374,51,151,0.338,71,175,0.406,44,60,0.733,18,102,61,34,17,32,58,339,/wnba/players/h/howarrh01w.html,2022
Lexie Hull,IND,G,18,167,18,1,167,12,56,0.214,3,21,0.143,9,35,0.257,9,11,0.818,6,23,9,4,1,7,27,36,/wnba/players/h/hullle01w.html,2022
Sabrina Ionescu,NYL,G,24,783,24,24,783,141,335,0.421,61,168,0.363,80,167,0.479,76,81,0.938,25,173,150,27,9,72,50,419,/wnba/players/i/ionessa01w.html,2022
Briann January,SEA,G,24,447,24,5,447,31,86,0.36,14,49,0.286,17,37,0.459,19,23,0.826,4,27,65,21,7,36,37,95,/wnba/players/j/januabr01w.html,2022
Marine Johannes,NYL,G,12,362,12,10,362,44,100,0.44,30,69,0.435,14,31,0.452,10,13,0.769,3,22,58,6,2,23,19,128,/wnba/players/j/johanma01w.html,2022
Brionna Jones,CON,F,23,597,23,3,597,115,203,0.567,0,5,0,115,198,0.581,85,95,0.895,57,109,30,31,12,28,65,315,/wnba/players/j/jonesbr01w.html,2022
Jazmine Jones,CON,G,4,25,4,0,25,0,1,0,0,0,NA,0,1,0,2,5,0.4,0,0,1,2,0,2,2,2,/wnba/players/j/jonesja02w.html,2022
Jonquel Jones,CON,F,23,637,23,23,637,127,254,0.5,30,90,0.333,97,164,0.591,58,72,0.806,60,210,42,25,29,64,71,342,/wnba/players/j/jonesjo01w.html,2022
Tina Krajisnik,CHI,C,2,5,2,0,5,0,1,0,0,0,NA,0,1,0,0,0,NA,0,0,2,1,0,0,2,0,/wnba/players/k/krajiti01w.html,2022
Awak Kuier,DAL,F,23,282,23,0,282,26,62,0.419,3,13,0.231,23,49,0.469,9,19,0.474,15,57,20,6,21,11,22,64,/wnba/players/k/kuieraw01w.html,2022
Betnijah Laney,NYL,G-F,4,136,4,4,136,22,53,0.415,6,15,0.4,16,38,0.421,3,5,0.6,0,15,17,2,0,12,10,53,/wnba/players/l/laneybe01w.html,2022
Jantel Lavender,SEA,F,23,304,23,4,304,43,100,0.43,5,21,0.238,38,79,0.481,6,10,0.6,24,83,22,3,3,23,29,97,/wnba/players/l/lavenja01w.html,2022
Jewell Loyd,SEA,G,24,727,24,24,727,135,347,0.389,57,150,0.38,78,197,0.396,64,74,0.865,11,63,92,27,4,49,45,391,/wnba/players/l/loydje01w.html,2022
Marina Mabrey,DAL,G,22,569,22,20,569,105,253,0.415,40,113,0.354,65,140,0.464,20,35,0.571,13,80,72,15,7,54,59,270,/wnba/players/m/mabrema01w.html,2022
Rui Machida,WAS,G,26,339,26,2,339,20,65,0.308,6,26,0.231,14,39,0.359,5,7,0.714,4,32,64,9,2,30,18,51,/wnba/players/m/machiru01w.html,2022
Ezi Magbegor,SEA,C,21,600,21,21,600,102,182,0.56,9,24,0.375,93,158,0.589,33,45,0.733,37,139,33,23,52,32,69,246,/wnba/players/m/magbeez01w.html,2022
Anneli Maley,CHI,F,4,44,4,0,44,3,6,0.5,2,3,0.667,1,3,0.333,0,0,NA,3,7,3,3,1,1,6,8,/wnba/players/m/maleyan01w.html,2022
Kayla McBride,MIN,G,20,620,20,20,620,88,222,0.396,28,85,0.329,60,137,0.438,62,69,0.899,12,61,40,24,0,32,32,266,/wnba/players/m/mcbrika01w.html,2022
Angel McCoughtry,MIN,F-G,2,20,2,2,20,3,8,0.375,0,1,0,3,7,0.429,6,6,1,0,6,2,1,2,3,3,12,/wnba/players/m/mccouan01w.html,2022
Teaira McCowan,DAL,C,21,306,21,3,306,62,102,0.608,0,0,NA,62,102,0.608,34,59,0.576,43,110,9,3,15,30,61,158,/wnba/players/m/mccowte01w.html,2022
Aari McDonald,ATL,G,23,588,23,6,588,83,194,0.428,33,92,0.359,50,102,0.49,57,65,0.877,10,52,63,41,1,55,49,256,/wnba/players/m/mcdonaa01w.html,2022
Emma Meesseman,CHI,F,24,675,24,24,675,128,231,0.554,6,24,0.25,122,207,0.589,33,38,0.868,41,137,78,35,23,37,60,295,/wnba/players/m/meessem01w.html,2022
Nikolina Milic,MIN,F,23,279,23,3,279,52,105,0.495,6,20,0.3,46,85,0.541,26,35,0.743,35,71,22,7,7,29,44,136,/wnba/players/m/milicni01w.html,2022
Kelsey Mitchell,IND,G,25,826,25,25,826,164,373,0.44,61,142,0.43,103,231,0.446,87,99,0.879,8,45,99,25,4,56,59,476,/wnba/players/m/mitchke01w.html,2022
Tiffany Mitchell,IND,G,24,334,24,4,334,44,101,0.436,7,18,0.389,37,83,0.446,29,35,0.829,16,29,18,15,1,17,31,124,/wnba/players/m/mitchti01w.html,2022
Beatrice Mompremier,ATL,F,12,110,12,0,110,13,28,0.464,0,0,NA,13,28,0.464,3,4,0.75,13,36,5,2,6,9,18,29,/wnba/players/m/momprbe01w.html,2022
Olivia Nelson-Ododa,LAS,F,18,190,18,0,190,19,38,0.5,0,0,NA,19,38,0.5,10,14,0.714,15,37,5,2,11,12,36,48,/wnba/players/n/nelsool01w.html,2022
Arike Ogunbowale,DAL,G,24,744,24,24,744,164,405,0.405,72,197,0.365,92,208,0.442,73,91,0.802,16,74,86,30,3,48,51,473,/wnba/players/o/ogunbar01w.html,2022
Chiney Ogwumike,LAS,F-C,20,352,20,2,352,51,114,0.447,5,13,0.385,46,101,0.455,34,45,0.756,40,109,19,16,8,28,56,141,/wnba/players/o/ogwumch01w.html,2022
Nneka Ogwumike,LAS,F,23,734,23,23,734,171,307,0.557,12,33,0.364,159,274,0.58,65,82,0.793,38,164,44,39,9,42,51,419,/wnba/players/o/ogwumnn01w.html,2022
Michaela Onyenwere,NYL,F,24,344,24,0,344,38,105,0.362,12,41,0.293,26,64,0.406,35,42,0.833,11,52,9,11,6,17,49,123,/wnba/players/o/onyenmi01w.html,2022
Candace Parker,CHI,F-C,22,630,22,22,630,107,239,0.448,35,95,0.368,72,144,0.5,47,54,0.87,21,195,107,20,24,55,52,296,/wnba/players/p/parkeca01w.html,2022
Cheyenne Parker,ATL,F,23,575,23,22,575,110,230,0.478,10,42,0.238,100,188,0.532,35,41,0.854,36,141,40,24,27,43,59,265,/wnba/players/p/parkech01w.html,2022
Shey Peddy,PHO,G,24,638,24,14,638,67,163,0.411,27,85,0.318,40,78,0.513,39,44,0.886,23,69,78,41,5,26,47,200,/wnba/players/p/peddysh01w.html,2022
Raina Perez,SEA,G,1,2,1,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,1,0,0,0,0,0,/wnba/players/p/perezra01w.html,2022
Theresa Plaisance,LVA,F,23,337,23,2,337,32,87,0.368,26,72,0.361,6,15,0.4,7,10,0.7,12,72,14,6,13,13,39,97,/wnba/players/p/plaisth01w.html,2022
Kelsey Plum,LVA,G,24,804,24,24,804,161,365,0.441,78,185,0.422,83,180,0.461,85,103,0.825,8,71,133,26,2,65,56,485,/wnba/players/p/plumke01w.html,2022
Khayla Pointer,IND,G,5,25,5,0,25,4,5,0.8,1,2,0.5,3,3,1,5,10,0.5,0,2,1,2,0,4,0,14,/wnba/players/p/pointkh01w.html,2022
Aerial Powers,MIN,F-G,25,673,25,23,673,117,318,0.368,24,74,0.324,93,244,0.381,105,133,0.789,38,130,79,28,9,68,51,363,/wnba/players/p/powerae01w.html,2022
Epiphanny Prince,SEA,G,21,287,21,0,287,32,86,0.372,16,40,0.4,16,46,0.348,13,14,0.929,2,22,38,14,1,10,16,93,/wnba/players/p/princep01w.html,2022
Allie Quigley,CHI,G,22,573,22,22,573,79,184,0.429,31,89,0.348,48,95,0.505,47,51,0.922,12,62,63,13,4,31,34,236,/wnba/players/q/quiglal01w.html,2022
DiDi Richards,NYL,G-F,10,136,10,0,136,10,30,0.333,3,11,0.273,7,19,0.368,7,10,0.7,4,21,16,1,5,11,23,30,/wnba/players/r/richadi01w.html,2022
Danielle Robinson,IND,G,22,518,22,21,518,61,142,0.43,7,24,0.292,54,118,0.458,37,44,0.841,8,68,84,17,3,34,29,166,/wnba/players/r/robinda01w.html,2022
Iliana Rupert,LVA,C,8,123,8,0,123,17,31,0.548,10,21,0.476,7,10,0.7,1,2,0.5,7,24,6,2,0,3,14,45,/wnba/players/r/ruperil01w.html,2022
Mercedes Russell,SEA,C,5,54,5,0,54,4,8,0.5,0,0,NA,4,8,0.5,2,3,0.667,2,9,1,0,0,7,7,10,/wnba/players/r/russeme01w.html,2022
Satou Sabally,DAL,F,11,239,11,6,239,41,103,0.398,10,43,0.233,31,60,0.517,32,35,0.914,9,53,23,5,2,25,35,124,/wnba/players/s/sabalsa01w.html,2022
Karlie Samuelson,PHO,F,1,10,1,0,10,1,3,0.333,1,3,0.333,0,0,NA,0,0,NA,0,3,1,0,0,1,1,3,/wnba/players/s/samueka01w.html,2022
Katie Lou Samuelson,LAS,F,20,583,20,17,583,74,177,0.418,41,94,0.436,33,83,0.398,26,31,0.839,12,58,40,17,2,20,38,215,/wnba/players/s/samueka02w.html,2022
Jessica Shepard,MIN,F,25,672,25,14,672,84,166,0.506,6,20,0.3,78,146,0.534,52,73,0.712,57,199,76,11,8,39,48,226,/wnba/players/s/shepaje01w.html,2022
Aisha Sheppard,LVA,G,17,160,17,0,160,9,37,0.243,8,28,0.286,1,9,0.111,6,8,0.75,5,13,6,4,1,6,23,32,/wnba/players/s/sheppai01w.html,2022
Jennie Simms,PHO,G,13,81,13,0,81,8,17,0.471,2,8,0.25,6,9,0.667,2,2,1,5,12,6,4,0,7,14,20,/wnba/players/s/simmsje01w.html,2022
Odyssey Sims,MIN,G,2,54,2,0,54,7,23,0.304,1,4,0.25,6,19,0.316,4,9,0.444,1,7,7,1,2,5,4,19,/wnba/players/s/simsod01w.html,2022
Hannah Sjerven,MIN,C,3,9,3,0,9,0,1,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,1,0,2,0,/wnba/players/s/sjervha01w.html,2022
Destiny Slocum,ATL,G,3,41,3,0,41,4,11,0.364,3,9,0.333,1,2,0.5,3,5,0.6,0,4,4,0,0,5,4,14,/wnba/players/s/slocude01w.html,2022
Kamiah Smalls,MIN,G,3,34,3,0,34,2,8,0.25,0,4,0,2,4,0.5,0,0,NA,0,5,6,4,0,4,6,4,/wnba/players/s/smallka01w.html,2022
Alanna Smith,IND,F,9,116,9,1,116,14,42,0.333,6,25,0.24,8,17,0.471,5,7,0.714,8,24,5,8,6,8,17,39,/wnba/players/s/smithal01w.html,2022
Kianna Smith,LAS,G,2,27,2,0,27,1,7,0.143,0,6,0,1,1,1,0,0,NA,3,4,2,1,0,0,2,2,/wnba/players/s/smithki04w.html,2022
NaLyssa Smith,IND,F,21,648,21,21,648,109,256,0.426,20,56,0.357,89,200,0.445,38,68,0.559,48,176,31,9,7,54,56,276,/wnba/players/s/smithna01w.html,2022
Azura Stevens,CHI,F-C,23,488,23,6,488,99,208,0.476,29,74,0.392,70,134,0.522,18,26,0.692,14,88,14,9,22,16,37,245,/wnba/players/s/steveaz01w.html,2022
Breanna Stewart,SEA,F,22,668,22,22,668,152,337,0.451,42,116,0.362,110,221,0.498,113,130,0.869,25,157,64,41,24,26,45,459,/wnba/players/s/stewabr01w.html,2022
Kiah Stokes,LVA,C,19,246,19,0,246,11,29,0.379,3,16,0.188,8,13,0.615,9,12,0.75,11,66,9,3,14,9,19,34,/wnba/players/s/stokeki01w.html,2022
Brittney Sykes,LAS,G,20,553,20,12,553,74,184,0.402,8,32,0.25,66,152,0.434,58,78,0.744,14,68,77,42,16,46,44,214,/wnba/players/s/sykesbr01w.html,2022
Stephanie Talbot,SEA,F,22,389,22,1,389,48,105,0.457,20,55,0.364,28,50,0.56,11,19,0.579,20,80,23,19,9,27,28,127,/wnba/players/t/talbost01w.html,2022
Diana Taurasi,PHO,G,26,818,26,26,818,125,329,0.38,77,230,0.335,48,99,0.485,99,112,0.884,7,83,104,16,15,66,77,426,/wnba/players/t/tauradi01w.html,2022
Sparkle Taylor,CHI,G,2,25,2,0,25,5,6,0.833,0,1,0,5,5,1,1,1,1,0,2,0,0,0,1,3,11,/wnba/players/t/taylosp01w.html,2022
Alyssa Thomas,CON,F,23,742,23,23,742,112,233,0.481,0,0,NA,112,233,0.481,75,101,0.743,42,176,130,33,5,63,65,299,/wnba/players/t/thomaal01w.html,2022
Jasmine Thomas,CON,G,5,109,5,5,109,8,30,0.267,5,13,0.385,3,17,0.176,12,13,0.923,2,11,15,3,1,7,7,33,/wnba/players/t/thomaja01w.html,2022
Sam Thomas,PHO,F,15,69,15,0,69,2,11,0.182,0,8,0,2,3,0.667,0,0,NA,1,4,4,4,2,1,5,4,/wnba/players/t/thomasa01w.html,2022
Kayla Thornton,DAL,F,24,657,24,23,657,48,118,0.407,14,45,0.311,34,73,0.466,38,46,0.826,43,143,42,26,12,30,64,148,/wnba/players/t/thornka01w.html,2022
Kristi Toliver,LAS,G,9,183,9,8,183,15,36,0.417,12,26,0.462,3,10,0.3,10,12,0.833,0,7,32,4,0,21,12,52,/wnba/players/t/tolivkr01w.html,2022
Brianna Turner,PHO,F,25,839,25,25,839,52,89,0.584,0,0,NA,52,89,0.584,15,28,0.536,51,183,51,28,33,39,59,119,/wnba/players/t/turnebr01w.html,2022
Courtney Vandersloot,CHI,G,24,627,24,24,627,98,209,0.469,21,56,0.375,77,153,0.503,42,54,0.778,17,91,149,25,13,64,40,259,/wnba/players/v/vandeco01w.html,2022
Kia Vaughn,ATL,C,16,226,16,1,226,22,48,0.458,0,0,NA,22,48,0.458,5,7,0.714,14,47,13,5,7,26,29,49,/wnba/players/v/vaughki01w.html,2022
Victoria Vivians,IND,G,24,652,24,21,652,97,274,0.354,35,116,0.302,62,158,0.392,34,45,0.756,14,81,64,28,4,49,57,263,/wnba/players/v/viviavi01w.html,2022
Jasmine Walker,LAS,F,20,154,20,1,154,11,44,0.25,6,33,0.182,5,11,0.455,0,0,NA,5,26,3,3,2,12,15,28,/wnba/players/w/walkeja01w.html,2022
Megan Walker,ATL,F,12,115,12,0,115,14,38,0.368,7,19,0.368,7,19,0.368,4,6,0.667,3,9,5,3,0,12,8,39,/wnba/players/w/walkeme01w.html,2022
Shatori Walker-Kimbrough,WAS,G,25,514,25,3,514,58,149,0.389,19,57,0.333,39,92,0.424,39,43,0.907,9,50,32,27,5,28,32,174,/wnba/players/w/walkesh01w.html,2022
Kristy Wallace,ATL,G,20,465,20,16,465,53,131,0.405,20,54,0.37,33,77,0.429,28,36,0.778,15,58,47,16,4,28,44,154,/wnba/players/w/wallakr01w.html,2022
Erica Wheeler,ATL,G,17,426,17,17,426,58,153,0.379,14,41,0.341,44,112,0.393,15,18,0.833,4,43,64,18,1,43,40,145,/wnba/players/w/wheeler01w.html,2022
Sami Whitcomb,NYL,G,23,571,23,6,571,59,160,0.369,45,128,0.352,14,32,0.438,15,18,0.833,10,66,66,13,4,39,45,178,/wnba/players/w/whitcsa01w.html,2022
Courtney Williams,CON,G,21,600,21,21,600,106,241,0.44,16,46,0.348,90,195,0.462,11,15,0.733,16,99,67,22,10,38,37,239,/wnba/players/w/willico01w.html,2022
Elizabeth Williams,WAS,C-F,20,331,20,0,331,46,101,0.455,0,0,NA,46,101,0.455,20,34,0.588,33,89,11,12,16,15,34,112,/wnba/players/w/williel01w.html,2022
Gabby Williams,SEA,F,24,605,24,24,605,68,161,0.422,9,43,0.209,59,118,0.5,19,27,0.704,29,117,68,31,11,30,34,164,/wnba/players/w/williga01w.html,2022
Kiana Williams,SEA,G,3,27,3,0,27,2,8,0.25,1,4,0.25,1,4,0.25,0,0,NA,0,2,5,0,0,2,1,5,/wnba/players/w/williki02w.html,2022
Riquna Williams,LVA,G,9,158,9,0,158,19,52,0.365,15,43,0.349,4,9,0.444,8,12,0.667,2,13,12,4,1,4,19,61,/wnba/players/w/williri02w.html,2022
Jocelyn Willoughby,NYL,F-G,4,78,4,4,78,11,22,0.5,3,9,0.333,8,13,0.615,2,6,0.333,1,11,2,4,2,5,4,27,/wnba/players/w/willojo01w.html,2022
A'ja Wilson,LVA,F,24,707,24,24,707,164,328,0.5,18,50,0.36,146,278,0.525,109,133,0.82,48,240,42,27,50,41,51,455,/wnba/players/w/wilsoa01w.html,2022
Han Xu,NYL,C,20,362,20,0,362,78,142,0.549,10,22,0.455,68,120,0.567,25,34,0.735,24,77,15,15,15,13,21,191,/wnba/players/x/xuha01w.html,2022
Jackie Young,LVA,G,22,742,22,22,742,130,262,0.496,31,67,0.463,99,195,0.508,77,89,0.865,21,89,94,33,5,30,52,368,/wnba/players/y/youngja01w.html,2022
Li Yueru,CHI,C,13,73,13,0,73,7,16,0.438,0,0,NA,7,16,0.438,12,12,1,4,23,2,2,2,10,7,26,/wnba/players/y/yueruli01w.html,2022
Emma Cannon,TOT,F,13,132,13,0,132,22,45,0.489,1,4,0.25,21,41,0.512,15,21,0.714,8,27,8,3,0,5,21,60,/wnba/players/c/cannoem01w.html,2022
Tina Charles,TOT,C,22,645,22,16,645,129,287,0.449,27,73,0.37,102,214,0.477,48,60,0.8,22,150,39,15,14,52,58,333,/wnba/players/c/charlti01w.html,2022
Crystal Dangerfield,TOT,G,21,438,21,15,438,35,99,0.354,13,47,0.277,22,52,0.423,13,17,0.765,12,46,53,13,2,22,25,96,/wnba/players/d/dangecr01w.html,2022
Kaela Davis,TOT,F,2,28,2,0,28,4,8,0.5,2,3,0.667,2,5,0.4,1,1,1,1,3,1,2,0,3,7,11,/wnba/players/d/daviska01w.html,2022
AD Durr,TOT,G,21,304,21,0,304,48,121,0.397,15,42,0.357,33,79,0.418,27,35,0.771,6,22,24,9,4,20,28,138,/wnba/players/d/durras01w.html,2022
Reshanda Gray,TOT,F,18,164,18,0,164,23,42,0.548,3,8,0.375,20,34,0.588,6,9,0.667,16,40,4,6,3,17,38,55,/wnba/players/g/grayre01w.html,2022
Moriah Jefferson,TOT,G,20,557,20,19,557,82,176,0.466,26,53,0.491,56,123,0.455,42,51,0.824,8,50,99,27,3,40,48,232,/wnba/players/j/jeffemo01w.html,2022
Stephanie Jones,TOT,F,5,27,5,0,27,3,8,0.375,1,2,0.5,2,6,0.333,2,2,1,1,2,2,1,0,0,5,9,/wnba/players/j/jonesst01w.html,2022
Yvonne Turner,TOT,G,6,104,6,2,104,8,27,0.296,3,7,0.429,5,20,0.25,7,9,0.778,3,12,11,3,0,13,10,26,/wnba/players/t/turneyv01w.html,2022
Evina Westbrook,TOT,G,16,185,16,2,185,15,46,0.326,3,16,0.188,12,30,0.4,6,9,0.667,1,20,23,7,6,14,17,39,/wnba/players/w/westbev01w.html,2022
Emma Cannon,PHO,F,1,6,1,0,6,1,1,1,0,0,NA,1,1,1,1,2,0.5,0,2,1,0,0,0,0,3,/wnba/players/c/cannoem01w.html,2022
Tina Charles,PHO,C,16,530,16,16,530,104,236,0.441,24,66,0.364,80,170,0.471,44,55,0.8,15,116,34,13,12,38,43,276,/wnba/players/c/charlti01w.html,2022
Crystal Dangerfield,IND,G,3,49,3,0,49,6,14,0.429,2,6,0.333,4,8,0.5,4,4,1,1,3,10,0,2,3,1,18,/wnba/players/d/dangecr01w.html,2022
Kaela Davis,CHI,F,1,10,1,0,10,0,1,0,0,0,NA,0,1,0,0,0,NA,0,1,1,0,0,2,3,0,/wnba/players/d/daviska01w.html,2022
AD Durr,NYL,G,10,70,10,0,70,3,17,0.176,1,9,0.111,2,8,0.25,7,8,0.875,0,1,4,4,2,5,4,14,/wnba/players/d/durras01w.html,2022
Reshanda Gray,SEA,F,11,85,11,0,85,10,20,0.5,2,3,0.667,8,17,0.471,5,6,0.833,11,24,1,2,0,9,19,27,/wnba/players/g/grayre01w.html,2022
Moriah Jefferson,DAL,G,1,4,1,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,/wnba/players/j/jeffemo01w.html,2022
Stephanie Jones,WAS,F,3,19,3,0,19,3,7,0.429,1,2,0.5,2,5,0.4,0,0,NA,1,2,1,1,0,0,4,7,/wnba/players/j/jonesst01w.html,2022
Yvonne Turner,MIN,G,4,88,4,2,88,8,26,0.308,3,7,0.429,5,19,0.263,6,7,0.857,2,10,10,2,0,12,10,25,/wnba/players/t/turneyv01w.html,2022
Evina Westbrook,MIN,G,14,173,14,2,173,14,44,0.318,2,14,0.143,12,30,0.4,6,9,0.667,1,20,20,6,6,12,14,36,/wnba/players/w/westbev01w.html,2022
Emma Cannon,IND,F,12,126,12,0,126,21,44,0.477,1,4,0.25,20,40,0.5,14,19,0.737,8,25,7,3,0,5,21,57,/wnba/players/c/cannoem01w.html,2022
Kaela Davis,SEA,F,1,18,1,0,18,4,7,0.571,2,3,0.667,2,4,0.5,1,1,1,1,2,0,2,0,1,4,11,/wnba/players/d/daviska01w.html,2022
Moriah Jefferson,MIN,G,19,553,19,19,553,82,176,0.466,26,53,0.491,56,123,0.455,42,51,0.824,8,50,99,27,3,40,48,232,/wnba/players/j/jeffemo01w.html,2022
Crystal Dangerfield,NYL,G,18,389,18,15,389,29,85,0.341,11,41,0.268,18,44,0.409,9,13,0.692,11,43,43,13,0,19,24,78,/wnba/players/d/dangecr01w.html,2022
Stephanie Jones,CON,F,2,8,2,0,8,0,1,0,0,0,NA,0,1,0,2,2,1,0,0,1,0,0,0,1,2,/wnba/players/j/jonesst01w.html,2022
Yvonne Turner,ATL,G,2,16,2,0,16,0,1,0,0,0,NA,0,1,0,1,2,0.5,1,2,1,1,0,1,0,1,/wnba/players/t/turneyv01w.html,2022
AD Durr,ATL,G,11,234,11,0,234,45,104,0.433,14,33,0.424,31,71,0.437,20,27,0.741,6,21,20,5,2,15,24,124,/wnba/players/d/durras01w.html,2022
Reshanda Gray,PHO,F,7,79,7,0,79,13,22,0.591,1,5,0.2,12,17,0.706,1,3,0.333,5,16,3,4,3,8,19,28,/wnba/players/g/grayre01w.html,2022
Evina Westbrook,WAS,G,2,12,2,0,12,1,2,0.5,1,2,0.5,0,0,NA,0,0,NA,0,0,3,1,0,2,3,3,/wnba/players/w/westbev01w.html,2022
Tina Charles,SEA,C,6,115,6,0,115,25,51,0.49,3,7,0.429,22,44,0.5,4,5,0.8,7,34,5,2,2,14,15,57,/wnba/players/c/charlti01w.html,2022
